City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Trivandrum,GangaCineHouse4KDolbyAtmosAttingal,Malayalam,09:00,Yamuna,₹130,330,7
Alappuzha,PANCinemasAlappuzha,Malayalam,09:50,Platinum,₹250,28,0
Alappuzha,PANCinemasAlappuzha,Malayalam,09:50,Gold,₹180,265,2
Idukki,AiswaryaCinemasKattappana,Malayalam,10:00,Diamond,₹129,172,0
Trivandrum,SuryaMultiplex4KDolbyAtmosNedumangad,Malayalam,11:00,Platinum,₹250,14,0
Trivandrum,SuryaMultiplex4KDolbyAtmosNedumangad,Malayalam,11:00,Gold,₹130,131,0
Palakkad,AromaScreen2Palakkad,Malayalam,11:15,KingCircle,₹129.8,235,18
Palakkad,JayabharathTheatreVadakkencherry,Malayalam,11:30,FirstClass,₹120,175,123
Alappuzha,CCinemasChengannur,Malayalam,12:00,Chimmy,₹150,135,0
Kollam,MYCinemasHJComplexKarunagapally,Malayalam,12:15,ClassicOffline,₹150,118,1
Ernakulam,MYCinemasKSRTComplexAngamalyKerala,Malayalam,12:30,GoldOffline,₹150,203,0
Trivandrum,PVRLuluTrivandrum,Malayalam,12:35,Recliner,₹400,8,0
Trivandrum,PVRLuluTrivandrum,Malayalam,12:35,Prime,₹230,34,10
Trivandrum,PVRLuluTrivandrum,Malayalam,12:35,Classic,₹180,65,13
Kottayam,MYCinemasThalayolaparambuKerala,Malayalam,13:00,Gold,₹110,144,22
Ernakulam,PVRLuluKochi,Malayalam,13:35,Recliner,₹350,10,10
Ernakulam,PVRLuluKochi,Malayalam,13:35,Prime,₹200,68,58
Ernakulam,PVRLuluKochi,Malayalam,13:35,ClassicPlus,₹180,91,22
Ernakulam,PVRLuluKochi,Malayalam,13:35,Classic,₹160,39,0
Palakkad,VrindavanTheatreKozhinjampara,Malayalam,14:00,Box,₹120,45,18
Palakkad,VrindavanTheatreKozhinjampara,Malayalam,14:00,Classic,₹110,154,22
Kozhikode,AashirvadCineplexxKozhikode,Malayalam,14:00,Platinum,₹220,31,0
Kozhikode,AashirvadCineplexxKozhikode,Malayalam,14:00,Gold,₹200,67,18
Kasaragod,VinayakaTheaterComplex2KACDolby7Point1,Malayalam,14:30,NewVinayaka2Executive,₹150,300,63
Palakkad,AlexMoviesPattambi,Malayalam,14:30,AnnSquare,₹110,243,15
Trivandrum,GangaCineHouse4KDolbyAtmosAttingal,Malayalam,16:00,Yamuna,₹130,330,0
Kozhikode,PalaxiCinemasHiLITEMALLKozhikode,Malayalam,16:30,Recliner,₹450,27,1
Kozhikode,PalaxiCinemasHiLITEMALLKozhikode,Malayalam,16:30,Premium,₹220,146,0
Kozhikode,PalaxiCinemasHiLITEMALLKozhikode,Malayalam,16:30,Executive,₹150,25,10
Kozhikode,PalaxiCinemasHiLITEMALLKozhikode,Malayalam,16:30,Lounger,₹250,22,0
Idukki,SILVERHILLSCINEMAS4KLaser3DDOLBY7Point1,Malayalam,17:00,Gold,₹270,16,0
Idukki,SILVERHILLSCINEMAS4KLaser3DDOLBY7Point1,Malayalam,17:00,Silver,₹160,224,35
Ernakulam,LakshmiCinemasCantonMallMuvattupuzha,Malayalam,17:15,Gold,₹150,213,15
Trivandrum,SuryaMultiplex4KDolbyAtmosNedumangad,Malayalam,18:15,Platinum,₹250,14,0
Trivandrum,SuryaMultiplex4KDolbyAtmosNedumangad,Malayalam,18:15,Gold,₹130,131,10
Palakkad,JayabharathTheatreVadakkencherry,Malayalam,18:30,FirstClass,₹120,175,123
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,19:30,Normal,₹190,19,2
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,19:30,Executive,₹200,43,16
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,19:30,Premium,₹210,44,10
Kasaragod,VinayakaTheaterComplex2KACDolby7Point1,Malayalam,20:00,NewVinayaka2Executive,₹150,300,48
Palakkad,VrindavanTheatreKozhinjampara,Malayalam,21:00,Box,₹120,45,18
Palakkad,VrindavanTheatreKozhinjampara,Malayalam,21:00,Classic,₹110,154,22
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,21:45,Normal,₹220,38,14
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,21:45,Executive,₹240,65,0
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,21:45,Premium,₹260,56,0
Trivandrum,CinepolisMOTTrivandrum,Malayalam,22:10,PlatinumExecutive,₹200,32,14
Trivandrum,CinepolisMOTTrivandrum,Malayalam,22:10,PlatinumPremium,₹250,33,15
Thrissur,ChembakasseryCinemas4K3DDolbyAtmos,Malayalam,10:00,RoyalCircle,₹129.8,270,0
Trivandrum,AriesplexSLCinemasCinionicDolbyAtmosTrivandrum,Malayalam,10:30,Gold,₹150,51,0
Trivandrum,AriesplexSLCinemasCinionicDolbyAtmosTrivandrum,Malayalam,10:30,Executive,₹130,152,0
Palakkad,MilanCinemas2K3DDolby7Point1NayadikunnuMannarkkad,Malayalam,11:15,Executive,₹110,162,16
Malappuram,LadderCinemasIndianMallManjeri,Malayalam,13:45,Executive,₹150,80,14
Malappuram,PopularFilmCity2KDolbyAtmosACValanchery,Malayalam,14:30,DiamondCircle,₹110,394,10
Kozhikode,ARCRoseCinePalaceTripleBeam3DAgastiamuzhiMukkam,Malayalam,14:45,Executive,₹129.8,131,15
Kannur,SumangaliCinemasAnnurRoadPayyanur,Malayalam,16:30,PlatinumCircle,₹130,161,30
Kannur,SavithaTheatreKannur,Malayalam,11:30,Melody,₹177,249,2
