State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kerala,Payyanur,"PTM|SumangaliCinemasAnnurRoad",Malayalam,10:30,DiamondCircle,₹130,141,0
Kerala,Pulpally,"BMS|PentaCinemasPulpally",Malayalam,11:15,GoldClass,₹110,120,2
Kerala,Kochi,"BMS|AashirvadCineplexxPerumbavoor",Malayalam,11:30,Platinum,₹165,26,16
Kerala,Kochi,"BMS|AashirvadCineplexxPerumbavoor",Malayalam,11:30,Gold,₹140,167,5
Kerala,Valanchery,"PTM|SreekumarAndPavithraTheatreAC2K",Malayalam,11:30,FirstClass,₹110,137,0
Kerala,Kochi,"BMS|Kanoos2KRavipuram",Malayalam,12:00,Diamond,₹110,186,1
Kerala,Kochi,"BMS|DharsanaCinemaComplexPiravom",Malayalam,12:15,Platinum,₹160,74,74
Kerala,Kochi,"BMS|DharsanaCinemaComplexPiravom",Malayalam,12:15,Gold,₹140,88,88
Kerala,Kochi,"BMS|DharsanaCinemaComplexPiravom",Malayalam,12:15,Silver,₹80,22,22
Kerala,Payyanur,"PTM|SumangaliCinemasAnnurRoad",Malayalam,13:30,DiamondCircle,₹130,141,0
Kerala,Trivandrum,"BMS|ArtechCinemasTrivandrum",Malayalam,14:00,Platinum,₹180,105,18
Kerala,Trivandrum,"BMS|ArtechCinemasTrivandrum",Malayalam,14:00,Silver,₹160,68,0
Kerala,Pulpally,"BMS|PentaCinemasPulpally",Malayalam,14:30,GoldClass,₹110,120,2
Kerala,Valanchery,"PTM|SreekumarAndPavithraTheatreAC2K",Malayalam,14:30,FirstClass,₹110,137,0
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Malayalam,15:25,Normal,₹99,13,0
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Malayalam,15:25,Executive,₹99,26,10
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Malayalam,15:25,Premium,₹99,67,54
Kerala,Manjeri,"PTM|LadderCinemasIndianMall",Malayalam,16:00,Executive,₹150,80,0
Kerala,Trivandrum,"BMS|GreenfieldMoviemaxCinemasTrivandrum",Malayalam,16:15,Executive,₹150,145,7
Kerala,Vadakara,"BMS|AshokCnc4KDolbyAtmosTrippleBeam3DVadakara",Malayalam,17:00,Platinum,₹129.8,120,120
Kerala,Pulpally,"BMS|PentaCinemasPulpally",Malayalam,17:30,GoldClass,₹110,120,2
Kerala,Thodupuzha,"BMS|SilverHillsCinemas4KLaser3DDolby71",Malayalam,18:45,Silver,₹130,80,0
Kerala,Kochi,"BMS|Kanoos2KRavipuram",Malayalam,19:00,Diamond,₹110,186,1
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,19:25,Recliner,₹300,8,5
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,19:25,Prime,₹170,34,22
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,19:25,Classic,₹150,65,13
Kerala,Kasaragod,"BMS|MagicFramesMehboobTheatreComplex4KKasaragod",Malayalam,19:30,Executive,₹129.7,175,2
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,19:55,Recliner,₹300,10,4
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,19:55,Prime,₹160,68,32
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,19:55,ClassicPlus,₹140,91,25
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,19:55,Classic,₹110,39,3
Kerala,Pulpally,"BMS|PentaCinemasPulpally",Malayalam,20:30,GoldClass,₹110,120,5
Kerala,Kochi,"BMS|DharsanaCinemaComplexPiravom",Malayalam,21:15,Platinum,₹160,74,74
Kerala,Kochi,"BMS|DharsanaCinemaComplexPiravom",Malayalam,21:15,Gold,₹140,88,88
Kerala,Kochi,"BMS|DharsanaCinemaComplexPiravom",Malayalam,21:15,Silver,₹80,22,22
Kerala,Mukkam,"PTM|RoseCinePalaceTripleBeam3DMukkam",Malayalam,21:15,Executive,₹129.8,161,2
Kerala,Kochi,"BMS|Kanoos2KRavipuram",Malayalam,21:50,Diamond,₹110,186,6
Kerala,Kozhikode,"BMS|MirajCinemasBlueDiamondMallCalicut",Malayalam,22:00,Silver,₹180,26,0
Kerala,Kozhikode,"BMS|MirajCinemasBlueDiamondMallCalicut",Malayalam,22:00,Gold,₹200,65,1
Kerala,Kozhikode,"BMS|MirajCinemasBlueDiamondMallCalicut",Malayalam,22:00,Platinum,₹220,40,1
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,22:20,Elite,₹170,85,41
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,22:20,Classic,₹150,22,0
