District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kannur,RajadhaniCinemas,Malayalam,10:30,PlatinumCircle,₹130,88,0
Malappuram,SreekumarAndPavithraTheatreAC2K,Malayalam,11:30,FirstClass,₹110,137,0
Kozhikode,RoseCinePalaceTripleBeam3DMukkam,Malayalam,11:45,Executive,₹129.8,161,0
Ernakulam,Kanoos2KRavipuram,Malayalam,12:00,Diamond,₹110,186,2
Thrissur,SreelakshmiCinemaAmballur4K2KLaserProjection,Malayalam,12:30,Gold,₹150,145,1
Kozhikode,ChithraCineplex4KDtsXKozhikodeMannurValavu,Malayalam,14:15,Gold,₹129.8,142,0
Malappuram,SreekumarAndPavithraTheatreAC2K,Malayalam,14:30,FirstClass,₹110,137,0
Kozhikode,RoseCinePalaceTripleBeam3DMukkam,Malayalam,14:45,Executive,₹129.8,161,5
Ernakulam,Kanoos2KRavipuram,Malayalam,15:00,Diamond,₹110,186,0
Thrissur,SreelakshmiCinemaAmballur4K2KLaserProjection,Malayalam,15:30,Gold,₹150,145,0
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,15:45,Normal,₹110,20,3
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,15:45,Executive,₹140,43,11
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,15:45,Premium,₹160,44,7
Kozhikode,RoseCinePalaceTripleBeam3DMukkam,Malayalam,18:00,Executive,₹129.8,161,7
Ernakulam,Kanoos2KRavipuram,Malayalam,19:00,Diamond,₹110,186,0
Trivandrum,PvrLuluTrivandrum,Malayalam,19:25,Recliner,₹199,8,5
Trivandrum,PvrLuluTrivandrum,Malayalam,19:25,Classic,₹99,65,18
Trivandrum,PvrLuluTrivandrum,Malayalam,19:25,Prime,₹99,34,33
Ernakulam,PvrLuluKochi,Malayalam,19:30,Recliner,₹199,10,6
Ernakulam,PvrLuluKochi,Malayalam,19:30,Classic,₹99,39,0
Ernakulam,PvrLuluKochi,Malayalam,19:30,ClassicPlus,₹99,91,29
Ernakulam,PvrLuluKochi,Malayalam,19:30,Prime,₹99,68,57
Kozhikode,RoseCinePalaceTripleBeam3DMukkam,Malayalam,21:15,Executive,₹129.8,161,15
Kozhikode,RoseCinePalaceTripleBeam3DMukkam,Malayalam,21:15,Executive,₹129.8,161,0
Thrissur,SreelakshmiCinemaAmballur4K2KLaserProjection,Malayalam,21:30,Gold,₹150,145,24
Ernakulam,Kanoos2KRavipuram,Malayalam,21:50,Diamond,₹110,186,1
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,22:00,Silver,₹200,26,0
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,22:00,Gold,₹220,65,9
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,22:00,Platinum,₹240,40,4
Ernakulam,PvrForumMallKochi,Malayalam,22:20,Classic,₹99,22,0
Ernakulam,PvrForumMallKochi,Malayalam,22:20,Elite,₹99,85,72
Kozhikode,ChithraCineplex4KDtsXKozhikodeMannurValavu,Malayalam,22:30,Gold,₹129.8,142,0
