District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Ernakulam,PvrForumMallKochi,English,18:45,Elite,₹190,85,78
Ernakulam,PvrForumMallKochi,English,18:45,Classic,₹170,22,0
Kozhikode,CinepolisGokulamGalleriaMall,English,19:45,Normal,₹220,29,4
Kozhikode,CinepolisGokulamGalleriaMall,English,19:45,Executive,₹240,83,31
Kozhikode,CinepolisGokulamGalleriaMall,English,19:45,Premium,₹260,44,5
Ernakulam,PvrLuluKochi,English,20:05,Recliner,₹300,9,6
Ernakulam,PvrLuluKochi,English,20:05,Prime,₹160,64,40
Ernakulam,PvrLuluKochi,English,20:05,ClassicPlus,₹140,91,18
Ernakulam,PvrLuluKochi,English,20:05,Classic,₹110,39,1
Trivandrum,PvrLuluTrivandrum,English,22:00,Recliner,₹400,8,8
Trivandrum,PvrLuluTrivandrum,English,22:00,Prime,₹240,39,34
Trivandrum,PvrLuluTrivandrum,English,22:00,Classic,₹210,60,39
Ernakulam,CinepolisCentreSquareMallKochi,English,22:20,Normal,₹160,20,4
Ernakulam,CinepolisCentreSquareMallKochi,English,22:20,Executive,₹180,43,38
Ernakulam,CinepolisCentreSquareMallKochi,English,22:20,Premium,₹210,44,32
Thrissur,InoxSobhaCityMall,English,22:45,RoyalRecliner,₹350,10,2
Thrissur,InoxSobhaCityMall,English,22:45,Club,₹190,63,20
Thrissur,InoxSobhaCityMall,English,22:45,Royal,₹190,28,25
Thrissur,InoxSobhaCityMall,English,22:45,Executive,₹130,22,3
