District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kollam,DhanyaRemyaKollam,Malayalam,11:00,Platinum,₹135,200,25
Kottayam,DhanyaRemyaKottayam,Malayalam,11:00,Dhanya,₹135,465,0
Kottayam,DhanyaRemyaChanganassery,Malayalam,11:00,Remya,₹135,196,0
Palakkad,AromaScreen2Palakkad,Malayalam,11:15,KingCircle,₹129,235,0
Thrissur,JkCinemas4KDolbyAtmosThriprayar,Malayalam,12:15,Luxury,₹220,15,0
Thrissur,JkCinemas4KDolbyAtmosThriprayar,Malayalam,12:15,Diamond,₹150,90,0
Thrissur,JkCinemas4KDolbyAtmosThriprayar,Malayalam,12:15,Gold,₹129.8,90,0
Trivandrum,PvrLuluTrivandrum,Malayalam,14:00,Recliner,₹300,8,0
Trivandrum,PvrLuluTrivandrum,Malayalam,14:00,Prime,₹160,39,0
Trivandrum,PvrLuluTrivandrum,Malayalam,14:00,Classic,₹140,60,40
Palakkad,AromaScreen2Palakkad,Malayalam,14:15,KingCircle,₹129,235,0
Thrissur,InoxSobhaCityMall,Malayalam,14:40,RoyalRecliner,₹290,10,0
Thrissur,InoxSobhaCityMall,Malayalam,14:40,Club,₹170,66,0
Thrissur,InoxSobhaCityMall,Malayalam,14:40,Royal,₹170,28,15
Thrissur,InoxSobhaCityMall,Malayalam,14:40,Executive,₹130,22,0
Alappuzha,EvmGrandCinemaCherthala,Malayalam,14:45,Platinum,₹170,52,52
Alappuzha,EvmGrandCinemaCherthala,Malayalam,14:45,Gold,₹150,308,308
Thrissur,RamdasMovieHouseThrissur,Malayalam,15:00,DiamondCircle,₹150,51,31
Thrissur,RamdasMovieHouseThrissur,Malayalam,15:00,PearlCircle,₹110,245,20
Thrissur,DCinemaa4KChalakudy,Malayalam,15:30,Platinum,₹300,5,0
Thrissur,DCinemaa4KChalakudy,Malayalam,15:30,Gold,₹150,238,33
Ernakulam,PvrLuluKochi,Malayalam,17:10,Recliner,₹300,10,0
Ernakulam,PvrLuluKochi,Malayalam,17:10,Prime,₹160,68,20
Ernakulam,PvrLuluKochi,Malayalam,17:10,ClassicPlus,₹140,91,1
Ernakulam,PvrLuluKochi,Malayalam,17:10,Classic,₹110,39,39
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,17:30,Recliner,₹390,29,0
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,17:30,Premium,₹190,135,25
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,17:30,Executive,₹100,27,17
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,17:30,Lounger,₹210,24,1
Thrissur,JkCinemas4KDolbyAtmosThriprayar,Malayalam,18:30,Luxury,₹220,15,0
Thrissur,JkCinemas4KDolbyAtmosThriprayar,Malayalam,18:30,Diamond,₹150,90,0
Thrissur,JkCinemas4KDolbyAtmosThriprayar,Malayalam,18:30,Gold,₹129.8,90,0
Ernakulam,PvrForumMallKochi,Malayalam,20:20,Recliner,₹350,8,0
Ernakulam,PvrForumMallKochi,Malayalam,20:20,Elite,₹170,125,15
Ernakulam,PvrForumMallKochi,Malayalam,20:20,Classic,₹150,14,0
