District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Ernakulam,CinepolisVipCentreSquareMallKochi,Malayalam,09:00,VipExecutive,₹380,22,0
Ernakulam,CinepolisVipCentreSquareMallKochi,Malayalam,09:00,VipPremium,₹430,54,10
Ernakulam,CinepolisVipCentreSquareMallKochi,Hindi,09:10,VipExecutive,₹350,20,0
Ernakulam,CinepolisVipCentreSquareMallKochi,Hindi,09:10,VipPremium,₹400,53,15
Ernakulam,CinepolisCentreSquareMallKochi,Tamil,09:15,Normal,₹170,26,3
Ernakulam,CinepolisCentreSquareMallKochi,Tamil,09:15,Executive,₹190,39,0
Ernakulam,CinepolisCentreSquareMallKochi,Tamil,09:15,Premium,₹200,86,10
Trivandrum,PvrKripaThampanoorTrivandrum,Malayalam,09:45,Prime,₹185,16,4
Trivandrum,PvrKripaThampanoorTrivandrum,Malayalam,09:45,Classic,₹165,196,17
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,09:45,Normal,₹110,20,3
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,09:45,Executive,₹140,43,3
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,09:45,Premium,₹160,44,0
Trivandrum,CinepolisMotTrivandrum,Malayalam,09:55,Normal,₹200,40,0
Trivandrum,CinepolisMotTrivandrum,Malayalam,09:55,Executive,₹220,160,2
Trivandrum,CinepolisMotTrivandrum,Malayalam,09:55,Premium,₹240,92,0
Trivandrum,CinepolisMotTrivandrum,Malayalam,09:55,Vip,₹400,15,2
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Malayalam,09:55,Platinum,₹100,230,29
Kannur,ClassicCinema4KDolbyAtmosTaliparamba,Malayalam,10:00,Classic,₹150,349,3
Kozhikode,CinepolisGokulamGalleriaMall,Tamil,10:00,Normal,₹220,29,4
Kozhikode,CinepolisGokulamGalleriaMall,Tamil,10:00,Executive,₹240,83,4
Kozhikode,CinepolisGokulamGalleriaMall,Tamil,10:00,Premium,₹260,44,10
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,10:00,Normal,₹200,38,12
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,10:00,Executive,₹220,69,9
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,10:00,Premium,₹240,56,4
Kottayam,UgmCinemasEttumanoor,Malayalam,10:00,Platinum,₹250,19,0
Kottayam,UgmCinemasEttumanoor,Malayalam,10:00,Gold,₹150,248,1
Kollam,RevathyCinemaxRgbRealLaserParippally,Malayalam,10:00,Platinum3D,₹280,65,6
Kollam,RevathyCinemaxRgbRealLaserParippally,Malayalam,10:00,Gold3D,₹180,553,12
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,10:00,Normal,₹110,34,3
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,10:00,Executive,₹140,70,0
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,10:00,Premium,₹160,177,2
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,10:00,Normal,₹220,29,4
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,10:00,Executive,₹240,83,4
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,10:00,Premium,₹260,44,0
Malappuram,MallikaPlexChithralayaAngadipuram,Malayalam,10:00,Sofa,₹150,14,0
Malappuram,MallikaPlexChithralayaAngadipuram,Malayalam,10:00,Executive,₹100,180,0
Malappuram,SangeethLumiereDolbyAtmosKottakkal,Malayalam,10:00,Executive,₹110,443,2
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,10:00,Recliner,₹300,23,0
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,10:00,Premium,₹150,88,14
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,10:00,Executive,₹100,17,3
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,10:00,Lounger,₹180,14,0
Kozhikode,CinepolisGokulamGalleriaMall,Tamil,10:10,Normal,₹200,38,12
Kozhikode,CinepolisGokulamGalleriaMall,Tamil,10:10,Executive,₹220,69,7
Kozhikode,CinepolisGokulamGalleriaMall,Tamil,10:10,Premium,₹240,56,3
Ernakulam,CinepolisVipCentreSquareMallKochi,Malayalam,10:10,VipExecutive,₹350,24,0
Ernakulam,CinepolisVipCentreSquareMallKochi,Malayalam,10:10,VipPremium,₹400,62,8
Kasaragod,MoviemaxCircleKasaragod,Malayalam,10:15,Max1,₹129.8,443,24
Ernakulam,MyCinemasRedCarpetKariyad,Malayalam,10:15,3DExecutivePack170,₹170,96,0
Ernakulam,MyCinemasRedCarpetKariyad,Malayalam,10:15,3DGoldLoungePack300,₹300,32,6
