State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,12:45,Elite,₹230,184,117
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,12:45,Prime,₹220,69,20
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,12:45,Classic,₹210,46,0
Kerala,Kozhikode,"BMS|MirajCinemasBlueDiamondMallCalicut",Malayalam,12:55,3DSilver,₹230,30,0
Kerala,Kozhikode,"BMS|MirajCinemasBlueDiamondMallCalicut",Malayalam,12:55,3DGold,₹250,105,10
Kerala,Kozhikode,"BMS|MirajCinemasBlueDiamondMallCalicut",Malayalam,12:55,3DPlatinum,₹250,57,16
Kerala,Payyanur,"PTM|RajadhaniCinemas",Malayalam,13:00,PlatinumCircle,₹130,88,2
Kerala,Trivandrum,"PTM|AriesplexSlCinemasCinionicDolbyAtmosTrivandrum",Hindi,13:00,Gold,₹250,14,5
Kerala,Trivandrum,"PTM|AriesplexSlCinemasCinionicDolbyAtmosTrivandrum",Hindi,13:00,Executive,₹150,185,60
Kerala,Trivandrum,"PTM|AriesplexSlCinemasCinionicDolbyAtmosTrivandrum",Hindi,13:00,Economy,₹100,21,5
Kerala,Trivandrum,"BMS|GreenfieldMoviemaxCinemasTrivandrum",Malayalam,13:00,Executive3D,₹180,132,7
Kerala,Angamaly,"BMS|MyCinemasKsrtComplexAngamalyKerala",Malayalam,13:00,3DGoldPack180,₹180,203,27
Kerala,Muvattupuzha,"BMS|LakshmiCinemasCantonMallMuvattupuzha",Malayalam,13:00,Gold3D,₹180,213,12
Kerala,Kuthuparamba,"BMS|BabyCinemasKuthuparamba",Malayalam,13:00,Standard3D,₹140,168,35
Kerala,Kochi,"BMS|NewCentralTalkiesDolbyAtmos2KAnd3DThripun",Malayalam,13:00,Platinum,₹230,18,3
Kerala,Kochi,"BMS|NewCentralTalkiesDolbyAtmos2KAnd3DThripun",Malayalam,13:00,Gold,₹170,143,27
Kerala,Payyanur,"BMS|ShanthiCinemasPayyanur",Malayalam,13:00,Platinum,₹130,314,37
Kerala,Perambra,"PTM|AlankarMoviesPerambra",Malayalam,13:00,Executive,₹150,560,294
Kerala,Kadalundi,"BMS|ChithraCineplex4KDtsXKozhikodeMannurValavu",Malayalam,13:00,Sofa,₹230,21,2
Kerala,Kadalundi,"BMS|ChithraCineplex4KDtsXKozhikodeMannurValavu",Malayalam,13:00,Gold,₹159.8,220,4
Kerala,Perinthalmanna,"PTM|VismayaCinemas4KDolbyAtmosPerinthalmanna",Malayalam,13:00,Platinum,₹100,230,49
Kerala,Kochi,"BMS|ShenoysKochi",Malayalam,13:15,Lounge,₹330,34,2
Kerala,Kochi,"BMS|ShenoysKochi",Malayalam,13:15,Diamond,₹220,200,21
Kerala,Kakkattil,"PTM|BmCinemasKakkattil",Malayalam,13:15,Executive3DChargesInclusive,₹130,227,5
Kerala,Cheruvathur,"PTM|PakkanarCinemas2K3D71JblCheruvathur",Malayalam,13:15,Executive,₹100,322,0
Kerala,Kozhikode,"BMS|EMaxCinemasDolbyAtmosRgbLaserCalicut",Malayalam,13:15,Audi23D,₹195,165,7
Kerala,Kasaragod,"BMS|MagicFramesMehboobTheatreComplex4KKasaragod",Malayalam,13:15,Executive3D,₹149.7,222,13
Kerala,SultanBathery,"BMS|MintCinemasAC2K3DSulthanBathery",Malayalam,13:15,Platinum,₹129.7,74,22
Kerala,SultanBathery,"BMS|MintCinemasAC2K3DSulthanBathery",Malayalam,13:15,Gold,₹110,107,11
Kerala,Taliparamba,"BMS|ClassicCinema4KDolbyAtmosTaliparamba",Malayalam,13:15,Classic,₹150,349,33
Kerala,Ettumanoor,"BMS|UgmCinemasEttumanoor",Malayalam,13:30,Platinum,₹250,19,6
Kerala,Ettumanoor,"BMS|UgmCinemasEttumanoor",Malayalam,13:30,Gold,₹150,248,29
Kerala,Kottayam,"BMS|AnandTheatreTripleBeam3DKottayam",Malayalam,13:30,Platinum3D,₹190,105,36
Kerala,Kottayam,"BMS|AnandTheatreTripleBeam3DKottayam",Malayalam,13:30,Gold3D,₹160,310,13
Kerala,Kottayam,"BMS|AnandTheatreTripleBeam3DKottayam",Malayalam,13:30,Silver3D,₹140,110,0
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Tamil,13:30,Normal,₹140,34,3
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Tamil,13:30,Executive,₹160,70,6
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Tamil,13:30,Premium,₹190,177,36
Kerala,Kasaragod,"BMS|MoviemaxCircleKasaragod",Malayalam,13:30,Max2,₹129.8,195,3
Kerala,Edacheri,"PTM|VeecheeCinemasAC2K3DEdacheri",Malayalam,13:30,Executive,₹100,184,0
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",Malayalam,13:30,Recliner,₹650,102,6
Kerala,Irinjalakuda,"PTM|ChembakasseryCinemas4K3DDolbyAtmos",Malayalam,13:30,RoyalCircle3DChargesInclusive,₹159.8,213,0
Kerala,Mattannur,"BMS|AuraCinemasMattannur",Malayalam,13:30,Executive,₹130,137,2
Kerala,Thalassery,"BMS|MagicFramesDowntownMallThalassery",Malayalam,13:30,Gold,₹160,135,16
Kerala,Vadakara,"BMS|KirthiMudra4KRgbLaserDolbyAtmos",Malayalam,13:30,Gold,₹129.8,329,13
Kerala,Kakkattil,"PTM|AjanthaCinemasKakkattil",Malayalam,13:30,Executive3DChargesInclusive,₹130,199,2
Kerala,Kariyad,"BMS|MyCinemasRedCarpetKariyad",Malayalam,13:40,3DGoldPackage320,₹320,32,6
Kerala,Kariyad,"BMS|MyCinemasRedCarpetKariyad",Malayalam,13:40,3DExecutivePackage220,₹220,96,13
Kerala,Kollengode,"PTM|GowriMovieHouse2KDolby71Kollengode",Tamil,13:45,FirstClass,₹110,201,0
Kerala,Changanassery,"BMS|AnuAbhinayaCineplex4KDolby71Changanassery",Malayalam,13:45,Lounge3D,₹190,199,18
Kerala,Changanassery,"BMS|AnuAbhinayaCineplex4KDolby71Changanassery",Malayalam,13:45,Prime3D,₹170,387,27
Kerala,Changanassery,"BMS|AnuAbhinayaCineplex4KDolby71Changanassery",Malayalam,13:45,Club3D,₹140,26,0
Kerala,Mulleria,"BMS|KaveriCinemasACDtsDolbyKarmamthody",Malayalam,13:45,Standard,₹110,220,0
Kerala,Kottakkal,"PTM|SangeethLumiereDolbyAtmosKottakkal",Malayalam,13:45,Executive,₹110,443,9
Kerala,Kottayam,"BMS|AnaswaraTheatre2KTripleBeam3DKottayam",Malayalam,13:45,GrandCircle,₹135,422,7
Kerala,Mavellikara,"BMS|SandraVallakaliCineComplex",Malayalam,13:45,PlatinumFamilyClass,₹130,114,24
Kerala,Mavellikara,"BMS|SandraVallakaliCineComplex",Malayalam,13:45,GoldBalcony,₹110,143,26
Kerala,Payyanur,"BMS|ArchanaCineplexRgbLaser4K3DAtmosPayyanur",Malayalam,13:45,Standard,₹129.7,278,92
Kerala,Kottakkal,"PTM|SangeethLumiereDolbyAtmosKottakkal",Malayalam,13:45,Executive,₹129.8,212,78
Kerala,Vadakara,"BMS|One2OnePlusFilmCity4K3DDolbyAtmosVadakara",Malayalam,13:45,Screen1,₹129.8,300,0
Kerala,Mulleria,"BMS|KaveriCinemasACDtsDolbyKarmamthody",Malayalam,13:45,Standard3D,₹130,220,2
Kerala,Palakkad,"PTM|EvmNewTheatrePudunagaram",Tamil,13:50,Gold,₹100,207,0
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",Tamil,13:55,Normal,₹200,27,4
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",Tamil,13:55,Executive,₹220,78,15
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",Tamil,13:55,Premium,₹240,41,1
Kerala,Palakkad,"PTM|PriyadarsiniCinema",Tamil,14:00,Executive,₹180,115,0
Kerala,Palakkad,"PTM|PriyadarsiniCinema",Tamil,14:00,Dress,₹140,470,0
Kerala,Changanassery,"BMS|DhanyaRemyaChanganassery",Malayalam,14:00,Dhanya,₹135,423,7
Kerala,Kottayam,"BMS|DhanyaRemyaKottayam",Malayalam,14:00,Remya,₹135,251,6
Kerala,Mukkam,"PTM|RoseCinePalaceTripleBeam3DMukkam",Malayalam,14:00,Executive3DChargesInclusive,₹149.8,350,66
Kerala,Alakode,"BMS|AlakodeFilmCity4KDolbyAtmos",Malayalam,14:00,Surya,₹160,284,24
Kerala,Kollam,"BMS|ParthaMovieHouses4KAtmos",Malayalam,14:00,Platinum,₹220,33,7
Kerala,Kollam,"BMS|ParthaMovieHouses4KAtmos",Malayalam,14:00,Gold,₹150,287,48
Kerala,Pathanamthitta,"BMS|TrinityMovieMaxPathanamthitta",Malayalam,14:00,Balcony,₹170,150,24
Kerala,Pathanamthitta,"BMS|TrinityMovieMaxPathanamthitta",Malayalam,14:00,Special,₹150,100,4
Kerala,Kollam,"BMS|DhanyaRemyaKollam",Malayalam,14:00,Daimond,₹135,529,38
Kerala,Kollam,"BMS|RevathyCinemaxRgbRealLaserParippally",Malayalam,14:00,Platinum,₹250,65,11
Kerala,Kollam,"BMS|RevathyCinemaxRgbRealLaserParippally",Malayalam,14:00,Gold,₹150,553,76
Kerala,Karunagapally,"BMS|MyCinemasHJComplexKarunagapally",Malayalam,14:00,3DClassicPack180,₹180,194,48
Kerala,Mananthavady,"PTM|MaruthiECinemas4KAtmosMananthavady",Malayalam,14:00,Sofa,₹140,42,0
Kerala,Mananthavady,"PTM|MaruthiECinemas4KAtmosMananthavady",Malayalam,14:00,Executive,₹110,156,0
Kerala,Mananthavady,"PTM|MaruthiECinemas4KAtmosMananthavady",Malayalam,14:00,Sofa,₹140,26,0
Kerala,Mananthavady,"PTM|MaruthiECinemas4KAtmosMananthavady",Malayalam,14:00,Executive,₹110,97,0
Kerala,Erattupetta,"BMS|SuryaTheater4KDolbyAtmosErattupetta",Hindi,14:00,Silver,₹150,194,63
Kerala,Erattupetta,"BMS|SuryaTheater4KDolbyAtmosErattupetta",Malayalam,14:00,Platinum3D,₹330,20,6
Kerala,Erattupetta,"BMS|SuryaTheater4KDolbyAtmosErattupetta",Malayalam,14:00,Gold3D,₹180,294,86
Kerala,Kothamangalam,"BMS|AnnCinemaComplex4K3DDolbyAtmosRgbLaser",Malayalam,14:00,Platinum,₹150,576,34
Kerala,Palakkad,"BMS|SathyaMovieHouse3DDolbyAtmosPalakkad",Tamil,14:00,FirstClass,₹129,527,3
Kerala,Manjeri,"BMS|SreedeviCinePalaceManjeri",Malayalam,14:00,Gopalakrishna,₹150,157,118
Kerala,Kollam,"BMS|UshaACCinemaKollam",Malayalam,14:00,Thrimurthi,₹140,492,19
Kerala,Kumarakom,"BMS|VelvetViewCinemasKumarakom",Malayalam,14:00,Platinum,₹250,14,0
Kerala,Kumarakom,"BMS|VelvetViewCinemasKumarakom",Malayalam,14:00,Gold,₹150,182,11
Kerala,Palakkad,"BMS|AromaTheatrePalakkad",Tamil,14:00,Red3D,₹159,246,13
Kerala,Palakkad,"BMS|AromaTheatrePalakkad",Tamil,14:00,Blue3D,₹140,320,1
Kerala,Vadakara,"BMS|AshokCnc4KDolbyAtmosTrippleBeam3DVadakara",Malayalam,14:00,Platinum3D,₹180,221,15
Kerala,Vadakara,"BMS|AshokCnc4KDolbyAtmosTrippleBeam3DVadakara",Malayalam,14:00,Diamond3D,₹159.8,210,8
Kerala,Adimali,"BMS|EvmMathaCinemaAdimali",Malayalam,14:00,Screen1,₹150,142,13
Kerala,Trivandrum,"BMS|ArtechCinemasTrivandrum",Malayalam,14:00,Platinum,₹200,106,6
Kerala,Trivandrum,"BMS|ArtechCinemasTrivandrum",Malayalam,14:00,Silver,₹180,90,2
Kerala,Palakkad,"BMS|VCinemasSreeDeviDurgaPalakkad",Tamil,14:00,Sofa3D,₹210,89,4
Kerala,Palakkad,"BMS|VCinemasSreeDeviDurgaPalakkad",Tamil,14:00,GoldCircle3D,₹159.8,339,8
Kerala,Kozhinjampara,"BMS|CowmalyaTheatreKozhinjampara",Tamil,14:00,Gold,₹149.8,477,29
Kerala,Nenmara,"BMS|DhanalakshmiCinemasNenmara",Tamil,14:00,Standard,₹110,275,84
Kerala,Thiruvalla,"BMS|ChilankaCinemasThiruvalla",Malayalam,14:00,Balcony,₹129.78,277,0
Kerala,Thiruvalla,"BMS|ChilankaCinemasThiruvalla",Malayalam,14:00,FirstClass,₹129.78,198,0
Kerala,Kozhinjampara,"BMS|RavirajComplexACKozhinjampara",Tamil,14:05,Recliner,₹250,36,12
Kerala,Kozhinjampara,"BMS|RavirajComplexACKozhinjampara",Tamil,14:05,FirstClass,₹110,228,88
Kerala,Kochi,"BMS|CasinoTalkiesAC2K3DDolbySurround71Aluva",Malayalam,14:15,Daimond3DGlass,₹180,442,26
Kerala,Thrissur,"BMS|RagamTheatre4KDolbyAtmosThrissur",Malayalam,14:15,Balcony,₹175,197,114
Kerala,Thrissur,"BMS|RagamTheatre4KDolbyAtmosThrissur",Malayalam,14:15,FirstClass,₹145,550,295
Kerala,Trivandrum,"BMS|SuryaMultiplex4KDolbyAtmosNedumangad",Malayalam,14:15,Platinum,₹250,28,2
Kerala,Trivandrum,"BMS|SuryaMultiplex4KDolbyAtmosNedumangad",Malayalam,14:15,Gold,₹130,248,17
Kerala,Pathanamthitta,"BMS|DhanyaRemyaPathanamthitta",Malayalam,14:15,DhanyaCircle,₹135,422,93
Kerala,Anchal,"BMS|ArchanaCinemasAcDolbyAtmosAnchalKerala",Malayalam,14:15,Recliner3D,₹280,9,0
Kerala,Anchal,"BMS|ArchanaCinemasAcDolbyAtmosAnchalKerala",Malayalam,14:15,MovieMax3D,₹160,272,10
Kerala,Kochi,"BMS|PvrForumMallKochi",Hindi,14:15,LuxePrime,₹630,42,11
Kerala,Kochi,"BMS|PvrForumMallKochi",Hindi,14:15,Luxe,₹530,16,0
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Tamil,14:15,Recliner,₹480,11,4
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Tamil,14:15,Prime,₹260,120,38
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Tamil,14:15,Classic,₹240,119,13
Kerala,Manjeri,"PTM|KairaliCinemas4KDolbyAtmosManjeri",Malayalam,14:15,LuxusCircle,₹130,309,1
Kerala,Mundakayam,"BMS|RdCinemasMundakayam",Malayalam,14:15,Gold3D,₹345,30,0
Kerala,Mundakayam,"BMS|RdCinemasMundakayam",Malayalam,14:15,Executive3D,₹180,267,14
Kerala,Mundakayam,"BMS|RdCinemasMundakayam",Malayalam,14:15,Economy3D,₹130,19,0
Kerala,Cherpulassery,"BMS|CheloorGrandCinemasCherpulassery",Malayalam,14:15,Diamond,₹140,26,0
Kerala,Cherpulassery,"BMS|CheloorGrandCinemasCherpulassery",Malayalam,14:15,Gold,₹125,220,2
Kerala,SultanBathery,"PTM|AiswaryaAthulyaAiswaryaCineplexSulthanBathery",Malayalam,14:15,SofaSeat,₹180,41,3
Kerala,SultanBathery,"PTM|AiswaryaAthulyaAiswaryaCineplexSulthanBathery",Malayalam,14:15,GoldClass,₹110,288,22
Kerala,Manjeri,"PTM|LadderCinemasIndianMall",Malayalam,14:15,Executive,₹150,126,8
Kerala,Kozhikode,"BMS|EMaxCinemasDolbyAtmosRgbLaserCalicut",Malayalam,14:15,Audi13D,₹195,175,2
Kerala,Kochi,"BMS|KairaliSreeTheaterNorthParvur",Malayalam,14:15,Platinum,₹105,338,0
Kerala,Kalladikode,"BMS|BalaCinemasDolbyAtmosLaserTrippleBeam3D",Malayalam,14:15,Platinum3D,₹190,17,0
Kerala,Kalladikode,"BMS|BalaCinemasDolbyAtmosLaserTrippleBeam3D",Malayalam,14:15,Gold3D,₹140,209,17
Kerala,Kochi,"BMS|EvmCinemaACRgbLaser3DPerumbavoor",Malayalam,14:15,Executive1,₹174.25,23,2
Kerala,Kochi,"BMS|EvmCinemaACRgbLaser3DPerumbavoor",Malayalam,14:15,Deluxe,₹149.15,501,90
Kerala,Kochi,"BMS|EvmCinemaACRgbLaser3DPerumbavoor",Hindi,14:15,Executive1,₹174.25,8,0
Kerala,Kochi,"BMS|EvmCinemaACRgbLaser3DPerumbavoor",Hindi,14:15,Deluxe,₹149.15,390,71
Kerala,Kozhinjampara,"BMS|GeethaCinemax2K3DKozhinjampara",Tamil,14:15,Standard,₹110,63,0
Kerala,Kozhinjampara,"BMS|GeethaCinemax2K3DKozhinjampara",Tamil,14:15,Standard,₹110,168,0
Kerala,Kochi,"BMS|NewCentralTalkiesDolbyAtmos2KAnd3DThripun",Malayalam,14:15,Platinum,₹260,16,3
Kerala,Kochi,"BMS|NewCentralTalkiesDolbyAtmos2KAnd3DThripun",Malayalam,14:15,Gold,₹200,234,70
Kerala,Kollam,"BMS|JbCinemas4K3DNallila",Malayalam,14:15,RedBox,₹150,15,4
Kerala,Kollam,"BMS|JbCinemas4K3DNallila",Malayalam,14:15,Red,₹129.83,232,0
Kerala,Parappanangadi,"BMS|JayaKeralaTheatreParappanangadi",Malayalam,14:15,Standard,₹80,546,0
Kerala,Parappanangadi,"BMS|JayaKeralaTheatreParappanangadi",Malayalam,14:15,Executive,₹100,100,1
Kerala,Kozhikode,"BMS|KairaliSreeTheatreKozhikode",Malayalam,14:15,Platinum,₹180,214,10
Kerala,Kozhikode,"BMS|KairaliSreeTheatreKozhikode",Malayalam,14:15,Gold,₹150,486,12
Kerala,Karunagapally,"BMS|KrishnaACKarunagappally2KDolby71",Malayalam,14:15,Platinum,₹170,54,6
Kerala,Karunagapally,"BMS|KrishnaACKarunagappally2KDolby71",Malayalam,14:15,Gold,₹125,251,37
Kerala,Alappuzha,"BMS|CherthalaKairaliSreeTheatre",Malayalam,14:15,Platinum,₹125,388,4
Kerala,Kanhangad,"BMS|VgmMultiplexAC2K71Dolby",Malayalam,14:15,VgmBlue,₹190,241,24
Kerala,Kanhangad,"BMS|DeepthiCinemasAC2KDolbyAtmosKanhangad",Malayalam,14:15,Gold3D,₹180,185,34
Kerala,Kollam,"BMS|LmCinemas4K3DDolby71Chathannoor",Malayalam,14:15,Audi13D,₹190,101,0
Kerala,Pulpally,"BMS|BlueMoonTheatrePulpally",Malayalam,14:15,Audi1,₹110,168,0
Kerala,Chengannur,"BMS|CCinemasChengannur",Malayalam,14:15,ExecutiveSofa,₹250,22,12
Kerala,Chengannur,"BMS|CCinemasChengannur",Malayalam,14:15,KingsLounge,₹150,321,19
Kerala,Pathanapuram,"BMS|SeemaCineplexPathanapuram",Malayalam,14:15,Audi1,₹160,206,0
Kerala,Pathanapuram,"BMS|SeemaCineplexPathanapuram",Malayalam,14:15,Audi2,₹140,121,0
Kerala,Puthoor,"BMS|ChellamTheatrePuthoor",Malayalam,14:30,Balcony,₹180,413,143
Kerala,Puthoor,"BMS|ChellamTheatrePuthoor",Malayalam,14:30,Reserved,₹155,630,343
Kerala,Trivandrum,"BMS|NewTheatre4KRgbLaserDolbyAtmosTrivandrum",Tamil,14:30,Elite,₹150,200,18
Kerala,Trivandrum,"BMS|NewTheatre4KRgbLaserDolbyAtmosTrivandrum",Malayalam,14:30,RoyalCircle,₹250,100,8
Kerala,Trivandrum,"BMS|NewTheatre4KRgbLaserDolbyAtmosTrivandrum",Malayalam,14:30,FamilyCircle,₹150,349,30
Kerala,Kottarakara,"PTM|MinervaEmpireCinemazChandamukku",Malayalam,14:30,Gold,₹129.83,457,19
Kerala,Mannarkkad,"PTM|ShivasakthiCinemasDolbyAtmos",Malayalam,14:30,Executive,₹110,256,4
Kerala,Trivandrum,"PTM|AriesplexSlCinemasCinionicDolbyAtmosTrivandrum",Tamil,14:30,Platinum3DChargesInclusive,₹510,54,21
Kerala,Trivandrum,"PTM|AriesplexSlCinemasCinionicDolbyAtmosTrivandrum",Tamil,14:30,Gold3DChargesInclusive,₹210,380,137
Kerala,Trivandrum,"PTM|AriesplexSlCinemasCinionicDolbyAtmosTrivandrum",Tamil,14:30,Executive3DChargesInclusive,₹190,475,143
Kerala,Ponnani,"PTM|DreambigSakthiTheatrePonnani",Malayalam,14:30,Sofa,₹200,21,0
Kerala,Ponnani,"PTM|DreambigSakthiTheatrePonnani",Malayalam,14:30,Executive,₹120,240,24
Kerala,Thrissur,"BMS|ShadowCinemasPazhayannur",Tamil,14:30,Platinum,₹200,16,0
Kerala,Thrissur,"BMS|ShadowCinemasPazhayannur",Tamil,14:30,Gold,₹140,192,4
Kerala,Trivandrum,"BMS|HkCinemasPothencode",Malayalam,14:30,Platinum,₹129.8,391,1
Kerala,Haripad,"BMS|MLalCineplexxAashirvadHaripad",Malayalam,14:30,Recliner,₹340,19,12
Kerala,Haripad,"BMS|MLalCineplexxAashirvadHaripad",Malayalam,14:30,Platinum,₹160,55,29
Kerala,Haripad,"BMS|MLalCineplexxAashirvadHaripad",Malayalam,14:30,Gold,₹129,222,19
Kerala,Haripad,"BMS|MLalCineplexxAashirvadHaripad",Malayalam,14:30,Silver,₹80,28,0
Kerala,Kozhikode,"BMS|RegalCinemasKozhikode",Malayalam,14:30,FirstclassSc2,₹240,165,17
Kerala,Punalur,"BMS|RamrajMovies",Malayalam,14:30,Recliner3D,₹330,8,0
Kerala,Punalur,"BMS|RamrajMovies",Malayalam,14:30,Sofa3D,₹230,46,3
Kerala,Punalur,"BMS|RamrajMovies",Malayalam,14:30,Gold3D,₹160,255,3
Kerala,Punalur,"BMS|RamrajMovies",Tamil,14:30,Recliner,₹300,21,0
Kerala,Punalur,"BMS|RamrajMovies",Tamil,14:30,Silver,₹150,147,1
Kerala,Kannur,"BMS|LibertyCinemaKannurAmbiliTheatre",Malayalam,14:30,Recliner,₹300,21,18
Kerala,Kannur,"BMS|LibertyCinemaKannurAmbiliTheatre",Malayalam,14:30,Diamond,₹129.8,227,137
Kerala,Melattur,"PTM|ChembakasseryRimiCinemas",Malayalam,14:30,Standard,₹100,331,0
Kerala,Trivandrum,"BMS|SpCinemas2KAuro111Peyad",Malayalam,14:30,GoldA,₹230,30,0
Kerala,Trivandrum,"BMS|SpCinemas2KAuro111Peyad",Malayalam,14:30,GoldB,₹230,30,0
Kerala,Trivandrum,"BMS|SpCinemas2KAuro111Peyad",Malayalam,14:30,Friends,₹180,413,8
Kerala,Kochi,"BMS|VanithaCineplexRgbLaser4K3DAtmosEdappally",Malayalam,14:30,Screen3,₹200,234,126
Kerala,Kochi,"BMS|VanithaCineplexRgbLaser4K3DAtmosEdappally",Malayalam,14:30,BalconySofa,₹280,63,29
Kerala,Wadakkancherry,"BMS|NewRagam3D2KDolbyAtmosWadakkancherry",Malayalam,14:30,Standard,₹129.75,363,20
Kerala,Thodupuzha,"BMS|AashirvadCineplexxThodupuzha",Malayalam,14:30,PlatinumRecliner,₹345,31,3
Kerala,Thodupuzha,"BMS|AashirvadCineplexxThodupuzha",Malayalam,14:30,Gold,₹185,96,13
Kerala,Thodupuzha,"BMS|AashirvadCineplexxThodupuzha",Malayalam,14:30,Silver,₹155,291,40
Kerala,Nedumkandam,"BMS|GCinemaxMultiplex",Malayalam,14:30,Audi1,₹140,240,0
Kerala,Valanchery,"PTM|KarthikaMoviesAC4KDolbyAtmosValanchery",Malayalam,14:30,ReclinerCircle,₹220,19,0
Kerala,Valanchery,"PTM|KarthikaMoviesAC4KDolbyAtmosValanchery",Malayalam,14:30,UpperCircle,₹110,339,14
Kerala,Trivandrum,"PTM|MtCineplex4KDolbyAtmosPothencode",Malayalam,14:30,Platinum,₹129.8,350,0
Kerala,Trivandrum,"BMS|KalabhavanTheatreTripleBeam3DTrivandrum",Malayalam,14:30,Platinum,₹125,135,68
Kerala,Trivandrum,"BMS|KalabhavanTheatreTripleBeam3DTrivandrum",Malayalam,14:30,Gold,₹105,275,65
Kerala,Trivandrum,"BMS|GTracksScreen1Sony4KKadinamkulam",Tamil,14:30,Gold,₹130,400,2
Kerala,Trivandrum,"BMS|GangaCineHouse4KDolbyAtmosAttingal",Malayalam,14:30,Sofa,₹300,42,0
Kerala,Trivandrum,"BMS|GangaCineHouse4KDolbyAtmosAttingal",Malayalam,14:30,Balcony,₹200,126,0
Kerala,Trivandrum,"BMS|GangaCineHouse4KDolbyAtmosAttingal",Malayalam,14:30,Reserved,₹130,680,0
Kerala,Trivandrum,"PTM|SriKalidasMPlex4KRgbLaserDolbyAtmosThoongamparaKattakada",Malayalam,14:30,Platinumrecliner,₹400,45,5
Kerala,Trivandrum,"PTM|SriKalidasMPlex4KRgbLaserDolbyAtmosThoongamparaKattakada",Malayalam,14:30,Gold,₹180,482,230
Kerala,Trivandrum,"PTM|SriKalidasMPlex4KRgbLaserDolbyAtmosThoongamparaKattakada",Malayalam,14:30,Silver,₹150,224,0
Kerala,Kunnamangalam,"PTM|MagicFramesCinemas4KDolbyAtmosKunnamangalam",Malayalam,14:30,Gold,₹180,177,12
Kerala,Trivandrum,"PTM|MtCineplex4KDolbyAtmosPothencode",Malayalam,14:30,Platinum3DChargesInclusive,₹159.8,350,0
Kerala,Kattanam,"PTM|GanamTheatreComplexACKattanam",Malayalam,14:30,FirstClass,₹150,191,139
Kerala,Kozhikode,"PTM|CrownTheatreDolbyAtmosCalicut",Malayalam,14:30,Audi13DChargesInclusive,₹200,200,20
Kerala,Trivandrum,"BMS|ImpBigScreen2K3DDolbyAtmos",Tamil,14:30,UniqueCircle,₹130,370,0
Kerala,Angamaly,"BMS|FourStarMoviesManjapraAngamaly",Malayalam,14:30,Platinum3D,₹200,15,1
Kerala,Angamaly,"BMS|FourStarMoviesManjapraAngamaly",Malayalam,14:30,Gold3D,₹159,159,15
Kerala,Alappuzha,"BMS|SaniaCinemasEramalloor",Malayalam,14:30,GoldClass,₹140,197,47
Kerala,Kuravilangad,"BMS|BoscoCinemasKuravilangad",Malayalam,14:30,Economy3D,₹130,14,0
Kerala,Kuravilangad,"BMS|BoscoCinemasKuravilangad",Malayalam,14:30,Executive3D,₹180,112,23
Kerala,Kuravilangad,"BMS|BoscoCinemasKuravilangad",Malayalam,14:30,Platinum3D,₹330,10,0
Kerala,Trivandrum,"BMS|KairaliSreeNilaRgbLaser4KDolbyAtmos",Tamil,14:30,Platinum,₹125,443,20
Kerala,Ottapalam,"BMS|LakshmiPicturePalace",Malayalam,14:30,FirstClass,₹130,146,0
Kerala,Trivandrum,"BMS|SreePadmanabhaTheatre4KEastFort",Tamil,14:30,SClassRecliner,₹300,12,0
Kerala,Trivandrum,"BMS|SreePadmanabhaTheatre4KEastFort",Tamil,14:30,Balcony,₹150,229,6
Kerala,Trivandrum,"BMS|SreePadmanabhaTheatre4KEastFort",Tamil,14:30,FirstCircle,₹140,168,0
Kerala,Muvattupuzha,"BMS|AashirvadCineplexxGrandCentreMallMuvattupuzha",Malayalam,14:30,Recliner,₹310,13,1
Kerala,Muvattupuzha,"BMS|AashirvadCineplexxGrandCentreMallMuvattupuzha",Malayalam,14:30,Platinum,₹180,72,12
Kerala,Muvattupuzha,"BMS|AashirvadCineplexxGrandCentreMallMuvattupuzha",Malayalam,14:30,Gold,₹160,106,7
Kerala,Koppam,"BMS|SyndicateCinemasKoppam4KDolbyAtmosRgbLaser",Malayalam,14:30,Platinum,₹250,20,0
Kerala,Koppam,"BMS|SyndicateCinemasKoppam4KDolbyAtmosRgbLaser",Malayalam,14:30,Gold,₹129,185,33
Kerala,Alappuzha,"BMS|EvmGrandCinemaCherthala",Malayalam,14:30,Platinum,₹170,91,0
Kerala,Alappuzha,"BMS|EvmGrandCinemaCherthala",Malayalam,14:30,Gold,₹150,280,28
Kerala,Thiruvalla,"BMS|NewJacobsCinemasThiruvalla",Malayalam,14:30,Platinum,₹110,98,0
