State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kerala,Changanassery,"BMS|AnuAbhinayaCineplex4KDolby71Changanassery",Malayalam,17:15,Club3D,₹140,26,2
Kerala,Kottayam,"BMS|AnaswaraTheatre2KTripleBeam3DKottayam",Malayalam,17:15,GrandCircle,₹135,422,15
Kerala,Mavellikara,"BMS|SandraVallakaliCineComplex",Malayalam,17:15,PlatinumFamilyClass,₹130,114,27
Kerala,Mavellikara,"BMS|SandraVallakaliCineComplex",Malayalam,17:15,GoldBalcony,₹110,143,34
Kerala,Vadakara,"BMS|AshokCnc4KDolbyAtmosTrippleBeam3DVadakara",Malayalam,17:15,Platinum3D,₹180,221,17
Kerala,Vadakara,"BMS|AshokCnc4KDolbyAtmosTrippleBeam3DVadakara",Malayalam,17:15,Diamond3D,₹159.8,210,15
Kerala,Pulpally,"BMS|BlueMoonTheatrePulpally",Malayalam,17:15,Audi1,₹110,168,20
Kerala,Palakkad,"PTM|PriyadarsiniCinema",Tamil,17:30,Executive,₹180,115,0
Kerala,Palakkad,"PTM|PriyadarsiniCinema",Tamil,17:30,Dress,₹140,470,0
Kerala,Mukkam,"PTM|RoseCinePalaceTripleBeam3DMukkam",Malayalam,17:30,Executive3DChargesInclusive,₹149.8,350,132
Kerala,Palakkad,"PTM|EvmNewTheatrePudunagaram",Tamil,17:30,Gold,₹100,207,0
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",Malayalam,17:30,Premium,₹350,223,20
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",Malayalam,17:30,Executive,₹350,51,5
Kerala,SultanBathery,"PTM|AiswaryaAthulyaAiswaryaCineplexSulthanBathery",Malayalam,17:30,SofaSeat,₹180,41,6
Kerala,SultanBathery,"PTM|AiswaryaAthulyaAiswaryaCineplexSulthanBathery",Malayalam,17:30,GoldClass,₹110,288,11
Kerala,Manjeri,"PTM|LadderCinemasIndianMall",Malayalam,17:30,Executive,₹150,126,11
Kerala,Kottakkal,"PTM|SangeethLumiereDolbyAtmosKottakkal",Malayalam,17:30,Executive,₹110,443,99
Kerala,Mananthavady,"PTM|MaruthiECinemas4KAtmosMananthavady",Malayalam,17:30,Sofa,₹140,42,0
Kerala,Mananthavady,"PTM|MaruthiECinemas4KAtmosMananthavady",Malayalam,17:30,Executive,₹110,156,0
Kerala,Mananthavady,"PTM|MaruthiECinemas4KAtmosMananthavady",Malayalam,17:30,Sofa,₹140,26,0
Kerala,Mananthavady,"PTM|MaruthiECinemas4KAtmosMananthavady",Malayalam,17:30,Executive,₹110,97,4
Kerala,Kothamangalam,"BMS|AnnCinemaComplex4K3DDolbyAtmosRgbLaser",Malayalam,17:30,Platinum,₹150,576,37
Kerala,Kollam,"BMS|UshaACCinemaKollam",Malayalam,17:30,Thrimurthi,₹140,492,26
Kerala,Palakkad,"BMS|AromaTheatrePalakkad",Tamil,17:30,Red3D,₹159,246,6
Kerala,Palakkad,"BMS|AromaTheatrePalakkad",Tamil,17:30,Blue3D,₹140,320,0
Kerala,Palakkad,"BMS|VCinemasSreeDeviDurgaPalakkad",Tamil,17:30,Sofa3D,₹210,89,17
Kerala,Palakkad,"BMS|VCinemasSreeDeviDurgaPalakkad",Tamil,17:30,GoldCircle3D,₹159.8,339,31
Kerala,Kanhangad,"BMS|VgmMultiplexAC2K71Dolby",Malayalam,17:30,VgmBlue,₹190,241,33
Kerala,Nenmara,"BMS|DhanalakshmiCinemasNenmara",Tamil,17:30,Standard,₹110,275,84
Kerala,Kanhangad,"BMS|DeepthiCinemasAC2KDolbyAtmosKanhangad",Malayalam,17:30,Gold3D,₹180,185,37
Kerala,Kollengode,"PTM|GowriMovieHouse2KDolby71Kollengode",Tamil,17:40,FirstClass,₹110,201,0
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Hindi,17:45,Normal,₹170,20,3
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Hindi,17:45,Executive,₹190,43,37
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Hindi,17:45,Premium,₹210,44,25
Kerala,Cherpulassery,"BMS|CheloorGrandCinemasCherpulassery",Malayalam,17:45,Diamond,₹140,26,0
Kerala,Cherpulassery,"BMS|CheloorGrandCinemasCherpulassery",Malayalam,17:45,Gold,₹125,220,3
Kerala,Kollam,"BMS|ParthaMovieHouses4KAtmos",Malayalam,17:45,Platinum,₹220,33,6
Kerala,Kollam,"BMS|ParthaMovieHouses4KAtmos",Malayalam,17:45,Gold,₹150,287,53
Kerala,Pathanamthitta,"BMS|TrinityMovieMaxPathanamthitta",Malayalam,17:45,Balcony,₹170,150,59
Kerala,Pathanamthitta,"BMS|TrinityMovieMaxPathanamthitta",Malayalam,17:45,Special,₹150,100,19
Kerala,Kozhikode,"BMS|KairaliSreeTheatreKozhikode",Malayalam,17:45,Platinum,₹180,214,29
Kerala,Kozhikode,"BMS|KairaliSreeTheatreKozhikode",Malayalam,17:45,Gold,₹150,486,19
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Tamil,17:45,RoyalRecliner,₹380,10,5
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Tamil,17:45,Club,₹220,63,4
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Tamil,17:45,Royal,₹220,28,19
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Tamil,17:45,Executive,₹160,22,0
Kerala,Guruvayur,"PTM|DevakiCinemasGuruvayur",Malayalam,17:45,FirstClass,₹110,474,8
Kerala,Erattupetta,"BMS|SuryaTheater4KDolbyAtmosErattupetta",Malayalam,17:45,Platinum3D,₹330,20,6
Kerala,Erattupetta,"BMS|SuryaTheater4KDolbyAtmosErattupetta",Malayalam,17:45,Gold3D,₹180,294,85
Kerala,Erattupetta,"BMS|SuryaTheater4KDolbyAtmosErattupetta",Hindi,17:45,Silver,₹150,194,63
Kerala,Palakkad,"BMS|SathyaMovieHouse3DDolbyAtmosPalakkad",Tamil,17:45,FirstClass,₹129,527,11
Kerala,Adimali,"BMS|EvmMathaCinemaAdimali",Malayalam,17:45,Screen1,₹150,142,31
Kerala,Kollam,"BMS|LmCinemas4K3DDolby71Chathannoor",Malayalam,17:45,Audi13D,₹190,101,19
Kerala,Marayur,"BMS|ChandanaCinemaMarayur",Tamil,17:45,BoxLeft,₹129.19,26,0
Kerala,Marayur,"BMS|ChandanaCinemaMarayur",Tamil,17:45,BoxRight,₹129.19,24,17
Kerala,Marayur,"BMS|ChandanaCinemaMarayur",Tamil,17:45,FirstClasss,₹110,356,263
Kerala,Rajakumari,"BMS|MarBasilEvmTheatreRajakumari",Tamil,17:45,SilverA,₹129.19,178,27
Kerala,Kozhinjampara,"BMS|RavirajComplexACKozhinjampara",Tamil,17:50,Recliner,₹250,36,12
Kerala,Kozhinjampara,"BMS|RavirajComplexACKozhinjampara",Tamil,17:50,FirstClass,₹110,228,88
Kerala,Kattanam,"PTM|GanamTheatreComplexACKattanam",Malayalam,17:50,FirstClass,₹150,191,131
Kerala,Alappuzha,"BMS|ParadiseCinemaCherthala",Malayalam,17:50,Platinum,₹170,180,23
Kerala,Alappuzha,"BMS|ParadiseCinemaCherthala",Malayalam,17:50,Gold,₹150,207,23
Kerala,Kozhinjampara,"BMS|CowmalyaTheatreKozhinjampara",Tamil,17:50,Gold,₹149.8,477,35
Kerala,Puthoor,"BMS|ChellamTheatrePuthoor",Malayalam,18:00,Balcony,₹180,413,164
Kerala,Puthoor,"BMS|ChellamTheatrePuthoor",Malayalam,18:00,Reserved,₹155,630,345
Kerala,Ponnani,"PTM|DreambigSakthiTheatrePonnani",Malayalam,18:00,Sofa,₹200,21,0
Kerala,Ponnani,"PTM|DreambigSakthiTheatrePonnani",Malayalam,18:00,Executive,₹120,240,22
Kerala,Thrissur,"BMS|RagamTheatre4KDolbyAtmosThrissur",Malayalam,18:00,Balcony,₹175,197,178
Kerala,Thrissur,"BMS|RagamTheatre4KDolbyAtmosThrissur",Malayalam,18:00,FirstClass,₹145,550,275
Kerala,Kochi,"BMS|CasinoTalkiesAC2K3DDolbySurround71Aluva",Malayalam,18:00,Daimond3DGlass,₹180,442,86
Kerala,Haripad,"BMS|MLalCineplexxAashirvadHaripad",Malayalam,18:00,Recliner,₹340,19,13
Kerala,Haripad,"BMS|MLalCineplexxAashirvadHaripad",Malayalam,18:00,Platinum,₹160,55,45
Kerala,Haripad,"BMS|MLalCineplexxAashirvadHaripad",Malayalam,18:00,Gold,₹129,222,90
Kerala,Haripad,"BMS|MLalCineplexxAashirvadHaripad",Malayalam,18:00,Silver,₹80,28,0
Kerala,Thrissur,"BMS|ShadowCinemasPazhayannur",Tamil,18:00,Platinum,₹200,16,2
Kerala,Thrissur,"BMS|ShadowCinemasPazhayannur",Tamil,18:00,Gold,₹140,192,15
Kerala,Kozhikode,"BMS|RegalCinemasKozhikode",Malayalam,18:00,FirstclassSc2,₹240,165,29
Kerala,Trivandrum,"BMS|SuryaMultiplex4KDolbyAtmosNedumangad",Malayalam,18:00,Platinum,₹250,28,4
Kerala,Trivandrum,"BMS|SuryaMultiplex4KDolbyAtmosNedumangad",Malayalam,18:00,Gold,₹130,248,5
Kerala,Kannur,"BMS|LibertyCinemaKannurAmbiliTheatre",Malayalam,18:00,Recliner,₹300,21,11
Kerala,Kannur,"BMS|LibertyCinemaKannurAmbiliTheatre",Malayalam,18:00,Diamond,₹129.8,227,148
Kerala,Anchal,"BMS|ArchanaCinemasAcDolbyAtmosAnchalKerala",Malayalam,18:00,Recliner3D,₹280,9,6
Kerala,Anchal,"BMS|ArchanaCinemasAcDolbyAtmosAnchalKerala",Malayalam,18:00,MovieMax3D,₹160,272,20
Kerala,Wadakkancherry,"BMS|NewRagam3D2KDolbyAtmosWadakkancherry",Malayalam,18:00,Standard,₹129.75,363,31
Kerala,Trivandrum,"BMS|AjantaTheatre4KWideTrivandrum",Tamil,18:00,GrandA,₹350,6,0
Kerala,Trivandrum,"BMS|AjantaTheatre4KWideTrivandrum",Tamil,18:00,GrandB,₹350,9,0
Kerala,Trivandrum,"BMS|AjantaTheatre4KWideTrivandrum",Tamil,18:00,Royale,₹250,22,0
Kerala,Trivandrum,"BMS|AjantaTheatre4KWideTrivandrum",Tamil,18:00,Premium,₹150,264,3
Kerala,Thodupuzha,"BMS|AashirvadCineplexxThodupuzha",Malayalam,18:00,PlatinumRecliner,₹345,31,8
Kerala,Thodupuzha,"BMS|AashirvadCineplexxThodupuzha",Malayalam,18:00,Gold,₹185,96,35
Kerala,Thodupuzha,"BMS|AashirvadCineplexxThodupuzha",Malayalam,18:00,Silver,₹155,291,55
Kerala,Nedumkandam,"BMS|GCinemaxMultiplex",Malayalam,18:00,Audi1,₹140,240,7
Kerala,Kochi,"BMS|PvrForumMallKochi",Tamil,18:00,LuxePrime,₹630,42,39
Kerala,Kochi,"BMS|PvrForumMallKochi",Tamil,18:00,Luxe,₹530,16,0
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Hindi,18:00,Recliner,₹530,11,11
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Hindi,18:00,Prime,₹290,120,91
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Hindi,18:00,Classic,₹240,119,13
Kerala,Valanchery,"PTM|KarthikaMoviesAC4KDolbyAtmosValanchery",Malayalam,18:00,ReclinerCircle,₹220,19,8
Kerala,Valanchery,"PTM|KarthikaMoviesAC4KDolbyAtmosValanchery",Malayalam,18:00,UpperCircle,₹110,339,14
Kerala,Mundakayam,"BMS|RdCinemasMundakayam",Malayalam,18:00,Gold3D,₹345,30,0
Kerala,Mundakayam,"BMS|RdCinemasMundakayam",Malayalam,18:00,Executive3D,₹180,267,48
Kerala,Mundakayam,"BMS|RdCinemasMundakayam",Malayalam,18:00,Economy3D,₹130,19,0
Kerala,Kollam,"BMS|JbCinemas4K3DNallila",Malayalam,18:00,RedBox,₹150,15,0
Kerala,Kollam,"BMS|JbCinemas4K3DNallila",Malayalam,18:00,Red,₹129.83,232,60
Kerala,Trivandrum,"BMS|GTracksScreen1Sony4KKadinamkulam",Tamil,18:00,Gold,₹130,400,0
Kerala,Trivandrum,"BMS|GangaCineHouse4KDolbyAtmosAttingal",Malayalam,18:00,Sofa,₹300,42,0
Kerala,Trivandrum,"BMS|GangaCineHouse4KDolbyAtmosAttingal",Malayalam,18:00,Balcony,₹200,126,6
Kerala,Trivandrum,"BMS|GangaCineHouse4KDolbyAtmosAttingal",Malayalam,18:00,Reserved,₹130,680,0
Kerala,Kozhikode,"PTM|CrownTheatreDolbyAtmosCalicut",Hindi,18:00,Audi13DChargesInclusive,₹200,200,20
Kerala,Alakode,"BMS|AlakodeFilmCity4KDolbyAtmos",Malayalam,18:00,Surya3D,₹180,284,86
Kerala,Kozhikode,"BMS|EMaxCinemasDolbyAtmosRgbLaserCalicut",Malayalam,18:00,Audi13D,₹195,175,63
Kerala,Kochi,"BMS|KairaliSreeTheaterNorthParvur",Malayalam,18:00,Platinum,₹105,338,3
Kerala,Angamaly,"BMS|FourStarMoviesManjapraAngamaly",Malayalam,18:00,Platinum3D,₹200,15,14
Kerala,Angamaly,"BMS|FourStarMoviesManjapraAngamaly",Malayalam,18:00,Gold3D,₹159,159,41
Kerala,Alappuzha,"BMS|SaniaCinemasEramalloor",Malayalam,18:00,GoldClass,₹140,197,51
Kerala,Kuravilangad,"BMS|BoscoCinemasKuravilangad",Malayalam,18:00,Economy3D,₹130,14,0
Kerala,Kuravilangad,"BMS|BoscoCinemasKuravilangad",Malayalam,18:00,Executive3D,₹180,112,31
Kerala,Kuravilangad,"BMS|BoscoCinemasKuravilangad",Malayalam,18:00,Platinum3D,₹330,10,0
Kerala,Trivandrum,"BMS|KairaliSreeNilaRgbLaser4KDolbyAtmos",Tamil,18:00,Platinum,₹125,443,43
Kerala,Trivandrum,"BMS|SreePadmanabhaTheatre4KEastFort",Tamil,18:00,SClassRecliner,₹300,12,5
Kerala,Trivandrum,"BMS|SreePadmanabhaTheatre4KEastFort",Tamil,18:00,Balcony,₹150,229,3
Kerala,Trivandrum,"BMS|SreePadmanabhaTheatre4KEastFort",Tamil,18:00,FirstCircle,₹140,168,0
Kerala,Ottapalam,"BMS|LakshmiPicturePalace",Malayalam,18:00,FirstClass,₹130,146,0
Kerala,Kalladikode,"BMS|BalaCinemasDolbyAtmosLaserTrippleBeam3D",Malayalam,18:00,Platinum3D,₹190,17,0
Kerala,Kalladikode,"BMS|BalaCinemasDolbyAtmosLaserTrippleBeam3D",Malayalam,18:00,Gold3D,₹140,209,14
Kerala,Kochi,"BMS|EvmCinemaACRgbLaser3DPerumbavoor",Malayalam,18:00,Executive1,₹174.25,23,5
Kerala,Kochi,"BMS|EvmCinemaACRgbLaser3DPerumbavoor",Malayalam,18:00,Deluxe,₹149.15,501,89
Kerala,Kochi,"BMS|EvmCinemaACRgbLaser3DPerumbavoor",Hindi,18:00,Executive1,₹174.25,8,1
Kerala,Kochi,"BMS|EvmCinemaACRgbLaser3DPerumbavoor",Hindi,18:00,Deluxe,₹149.15,390,74
Kerala,Koppam,"BMS|SyndicateCinemasKoppam4KDolbyAtmosRgbLaser",Malayalam,18:00,Platinum,₹250,20,3
Kerala,Koppam,"BMS|SyndicateCinemasKoppam4KDolbyAtmosRgbLaser",Malayalam,18:00,Gold,₹129,185,64
Kerala,Kozhinjampara,"BMS|GeethaCinemax2K3DKozhinjampara",Tamil,18:00,Standard,₹110,63,0
Kerala,Kozhinjampara,"BMS|GeethaCinemax2K3DKozhinjampara",Tamil,18:00,Standard,₹110,168,0
Kerala,Alappuzha,"BMS|EvmGrandCinemaCherthala",Malayalam,18:00,Platinum,₹170,91,0
Kerala,Alappuzha,"BMS|EvmGrandCinemaCherthala",Malayalam,18:00,Gold,₹150,280,31
Kerala,Kochi,"BMS|NewCentralTalkiesDolbyAtmos2KAnd3DThripun",Malayalam,18:00,Platinum,₹260,16,15
Kerala,Kochi,"BMS|NewCentralTalkiesDolbyAtmos2KAnd3DThripun",Malayalam,18:00,Gold,₹200,234,93
Kerala,Nooranad,"BMS|SwathyScreensNooranad",Malayalam,18:00,Premium3D,₹180,310,107
Kerala,Nooranad,"BMS|SwathyScreensNooranad",Malayalam,18:00,RedPlus3D,₹230,24,17
Kerala,Nooranad,"BMS|SwathyScreensNooranad",Malayalam,18:00,Premium,₹150,140,4
Kerala,Nooranad,"BMS|SwathyScreensNooranad",Malayalam,18:00,GoldPlus,₹200,12,4
Kerala,Parappanangadi,"BMS|JayaKeralaTheatreParappanangadi",Malayalam,18:00,Standard,₹80,546,0
Kerala,Parappanangadi,"BMS|JayaKeralaTheatreParappanangadi",Malayalam,18:00,Executive,₹100,100,0
Kerala,Kochi,"BMS|AashirvadCineplexxPerumbavoor",Malayalam,18:00,Platinum,₹165,116,25
Kerala,Kochi,"BMS|AashirvadCineplexxPerumbavoor",Malayalam,18:00,Gold,₹140,260,50
Kerala,Kollam,"BMS|RevathyCinemaxRgbRealLaserParippally",Malayalam,18:00,Platinum3D,₹280,65,42
Kerala,Kollam,"BMS|RevathyCinemaxRgbRealLaserParippally",Malayalam,18:00,Gold3D,₹180,553,262
Kerala,Thamarassery,"BMS|CityMallCinemasThamarassery",Malayalam,18:00,Platinum,₹260,8,0
Kerala,Thamarassery,"BMS|CityMallCinemasThamarassery",Malayalam,18:00,Gold,₹160,102,8
Kerala,Haripad,"BMS|SnTheatreHaripad",Malayalam,18:00,Screen2,₹110,259,35
Kerala,Shoranur,"BMS|MLalAashirvadCineplexxShoranur",Malayalam,18:00,Recliner,₹350,27,3
Kerala,Shoranur,"BMS|MLalAashirvadCineplexxShoranur",Malayalam,18:00,Sofa,₹200,82,4
Kerala,Shoranur,"BMS|MLalAashirvadCineplexxShoranur",Malayalam,18:00,Platinum,₹140,308,19
Kerala,Manjeri,"BMS|DevakiCinemaxManjeri",Malayalam,18:00,Balcony,₹150,120,82
Kerala,Manjeri,"BMS|DevakiCinemaxManjeri",Malayalam,18:00,FirstClass,₹100,279,241
Kerala,Thrissur,"BMS|SreelakshmiCinemaAmballur4K2KLaserProjection",Malayalam,18:00,Platinum,₹150,277,15
Kerala,Edappal,"BMS|SaradaMoviesEdappal",Malayalam,18:00,Platinum,₹110,270,32
Kerala,Pulluvila,"BMS|SaMultiplex4KDolbyAtmosPulluvila",Malayalam,18:00,Platinum,₹250,26,0
Kerala,Pulluvila,"BMS|SaMultiplex4KDolbyAtmosPulluvila",Malayalam,18:00,Gold,₹150,216,3
Kerala,Kozhikode,"BMS|SurabhiCinemasKozhikode",Malayalam,18:00,BluePearl,₹210,186,39
Kerala,Thrissur,"BMS|RamdasMovieHouseThrissur",Malayalam,18:00,Sofa,₹250,46,4
Kerala,Thrissur,"BMS|RamdasMovieHouseThrissur",Malayalam,18:00,Platinum,₹150,130,38
Kerala,Thrissur,"BMS|RamdasMovieHouseThrissur",Malayalam,18:00,GoldenClass,₹110,238,17
Kerala,Kozhikode,"PTM|MagicFramesApsara4KDolbyAtmosCalicut",Malayalam,18:00,Balcony,₹180,140,-26
Kerala,Kozhikode,"PTM|MagicFramesApsara4KDolbyAtmosCalicut",Malayalam,18:00,FirstClass,₹150,680,-38
Kerala,Ottapalam,"PTM|LadderCinemasOttapalam",Malayalam,18:00,Recliner,₹450,28,14
Kerala,Ottapalam,"PTM|LadderCinemasOttapalam",Malayalam,18:00,Executive,₹150,444,90
Kerala,Kozhikode,"PTM|CrownTheatreDolbyAtmosCalicut",Hindi,18:00,Audi13DChargesInclusive,₹200,200,22
Kerala,Kalady,"BMS|DreambigJawaharCinemasKalady",Malayalam,18:00,Sofa,₹180,14,0
Kerala,Kalady,"BMS|DreambigJawaharCinemasKalady",Malayalam,18:00,Gold,₹160,40,3
Kerala,Kalady,"BMS|DreambigJawaharCinemasKalady",Malayalam,18:00,Silver,₹129,180,0
Kerala,Karunagapally,"BMS|KrishnaACKarunagappally2KDolby71",Malayalam,18:00,Platinum,₹170,54,11
Kerala,Karunagapally,"BMS|KrishnaACKarunagappally2KDolby71",Malayalam,18:00,Gold,₹125,251,34
Kerala,Thalassery,"BMS|LibertyParadiseThalassery",Malayalam,18:00,Paradise,₹129.8,354,284
Kerala,Thriprayar,"BMS|VbCinemas4KRgbLaserAtmosThriprayar",Malayalam,18:00,Gold3D,₹230,48,13
Kerala,Thriprayar,"BMS|VbCinemas4KRgbLaserAtmosThriprayar",Malayalam,18:00,Royal3D,₹200,96,20
Kerala,Thriprayar,"BMS|VbCinemas4KRgbLaserAtmosThriprayar",Malayalam,18:00,Club3D,₹159.8,112,3
Kerala,Thriprayar,"BMS|VbCinemas4KRgbLaserAtmosThriprayar",Malayalam,18:00,Lounger3D,₹230,14,0
Kerala,Thriprayar,"BMS|VbCinemas4KRgbLaserAtmosThriprayar",Malayalam,18:00,Reclainer3D,₹330,16,3
Kerala,Trivandrum,"BMS|RaniTalkies4KDolbyAtmosNedumangadu",Malayalam,18:00,Gold3D,₹160,112,25
Kerala,Trivandrum,"BMS|RaniTalkies4KDolbyAtmosNedumangadu",Malayalam,18:00,Executive,₹250,30,2
Kerala,Trivandrum,"BMS|RaniTalkies4KDolbyAtmosNedumangadu",Malayalam,18:00,Platinum,₹130,238,38
Kerala,Alathur,"BMS|SnehaCinemaACAlathur",Tamil,18:00,Sofa3D,₹200,18,3
Kerala,Alathur,"BMS|SnehaCinemaACAlathur",Tamil,18:00,Platinum3D,₹170,160,14
Kerala,Alathur,"BMS|SnehaCinemaACAlathur",Tamil,18:00,Lounge3D,₹180,14,0
Kerala,Muvattupuzha,"BMS|AashirvadCineplexxGrandCentreMallMuvattupuzha",Malayalam,18:00,Recliner,₹310,13,2
Kerala,Muvattupuzha,"BMS|AashirvadCineplexxGrandCentreMallMuvattupuzha",Malayalam,18:00,Platinum,₹180,72,24
Kerala,Muvattupuzha,"BMS|AashirvadCineplexxGrandCentreMallMuvattupuzha",Malayalam,18:00,Gold,₹160,106,8
Kerala,Alappuzha,"BMS|CherthalaKairaliSreeTheatre",Malayalam,18:00,Platinum,₹125,388,14
Kerala,Kozhikode,"PTM|MallikaPlexDolbyAtmosCalicut",Malayalam,18:00,Executive,₹140,244,5
Kerala,Edappal,"PTM|GovindaCinemasUnipolarBeam3DEdappal",Malayalam,18:00,ReclineCircle3DChargesInclusive,₹270,4,3
Kerala,Edappal,"PTM|GovindaCinemasUnipolarBeam3DEdappal",Malayalam,18:00,FamilyCircle3DChargesInclusive,₹150,92,16
Kerala,Edappal,"PTM|GovindaCinemasUnipolarBeam3DEdappal",Malayalam,18:00,Diamond3DChargesInclusive,₹130,194,7
Kerala,Guruvayur,"PTM|MagicFramesJayashree2K71Guruvayur",Malayalam,18:00,Diamond,₹129.55,171,2
Kerala,Guruvayur,"PTM|MagicFramesJayashree2K71Guruvayur",Malayalam,18:00,Gold,₹110,358,6
Kerala,Trivandrum,"BMS|SreeKaleeswarySreeSaraswathy2K3DKaliyikkav",Tamil,18:00,RoyalCircle,₹180,484,49
Kerala,Pattambi,"BMS|AlexMoviesPattambi",Malayalam,18:00,ElishaCircle,₹110,320,8
Kerala,Trivandrum,"BMS|HarisreeTheatre4K3DDolby71Kazhakuttom",Malayalam,18:00,Platinum,₹129.8,565,5
Kerala,Ullikkal,"BMS|SjGCinemas4KDolbyAtmosUlikkal",Malayalam,18:00,Standard3D,₹150,260,85
Kerala,Mattannur,"BMS|MagicFramesSahinaCinemasMattannur",Malayalam,18:00,Audi2,₹129.78,144,18
Kerala,Peringamala,"BMS|AswathyCineplusPeringamala",Tamil,18:00,Platinum3D,₹280,30,0
Kerala,Peringamala,"BMS|AswathyCineplusPeringamala",Tamil,18:00,Executive3D,₹180,417,6
Kerala,Muvattupuzha,"BMS|EvmLatha4K3DRgbPureLaser71Muvattupuzha",Malayalam,18:00,Deluxe,₹150,292,9
Kerala,Kochi,"BMS|MajesticTheatreNarakkal",Malayalam,18:00,Elite,₹125,159,20
Kerala,Kochi,"BMS|MajesticTheatreNarakkal",Malayalam,18:00,Premium,₹100,16,0
Kerala,Thalassery,"BMS|MagicFramesDowntownMallThalassery",Malayalam,18:00,Gold3D,₹190,136,34
Kerala,Peravoor,"BMS|AuraCinemasPeravoor",Malayalam,18:00,Screen1,₹130,162,0
Kerala,Valanchery,"PTM|KarthikaMoviesAC4KDolbyAtmosValanchery",Malayalam,18:00,DiamondCircle,₹110,232,37
Kerala,Koottanad,"PTM|SapthaTharangScreen22KAtmosKannichirakkalMall",Malayalam,18:00,Executive,₹220,17,0
Kerala,Koottanad,"PTM|SapthaTharangScreen22KAtmosKannichirakkalMall",Malayalam,18:00,Platinum,₹110,252,22
Kerala,Trivandrum,"BMS|SindhuCinemasVenjarammoodu",Malayalam,18:00,Gold,₹129.8,222,2
Kerala,Koothattukulam,"PTM|VCinema",Malayalam,18:00,Platinum,₹250,15,0
Kerala,Koothattukulam,"PTM|VCinema",Malayalam,18:00,Gold,₹160,288,15
Kerala,Palakkad,"BMS|CkmVictoryCinemasPeringottukurissi",Tamil,18:00,Platinum,₹150,12,0
Kerala,Palakkad,"BMS|CkmVictoryCinemasPeringottukurissi",Tamil,18:00,Gold,₹110,112,0
Kerala,Palakkad,"BMS|KairaliSreeTheatreChittur",Tamil,18:00,Platinum,₹105,341,17
Kerala,Kottayi,"BMS|KrvMoviesKottayi",Tamil,18:00,Sofa,₹150,34,0
Kerala,Kottayi,"BMS|KrvMoviesKottayi",Tamil,18:00,FirstClass,₹110,130,0
Kerala,Palakkad,"BMS|AvishkarCinemasDolbyAtmosKottayi",Tamil,18:00,Executive3D,₹210,19,11
Kerala,Palakkad,"BMS|AvishkarCinemasDolbyAtmosKottayi",Tamil,18:00,Standard3D,₹180,171,19
Kerala,Thiruvalla,"BMS|AashirvadCineplexxKadappra",Malayalam,18:00,SofaSeat,₹275,23,10
Kerala,Thiruvalla,"BMS|AashirvadCineplexxKadappra",Malayalam,18:00,Platinum,₹175,75,53
Kerala,Thiruvalla,"BMS|AashirvadCineplexxKadappra",Malayalam,18:00,Gold,₹155,143,31
Kerala,Thiruvalla,"BMS|AashirvadCineplexxKadappra",Malayalam,18:00,Silver,₹100,22,0
Kerala,Karunagapally,"BMS|KhansCinemaACKarunagapally",Malayalam,18:00,Balcony,₹150,235,0
Kerala,Kanichar,"BMS|DevCinemasKanichar",Malayalam,18:00,Screen1,₹129.8,251,22
Kerala,Vadakkencherry,"BMS|JayabharathTheatreVadakkencherry",Tamil,18:00,Movies,₹120,367,155
Kerala,Pattambi,"BMS|KrishnaCineplex4KRgbLaser3DDolbyAtmos",Malayalam,18:00,SunCircle,₹200,34,1
Kerala,Pattambi,"BMS|KrishnaCineplex4KRgbLaser3DDolbyAtmos",Malayalam,18:00,MoonCircle,₹130,302,18
Kerala,Tirur,"BMS|MagicFramesAnoograhaCinemasTirur",Malayalam,18:00,Recliner,₹180,16,5
Kerala,Tirur,"BMS|MagicFramesAnoograhaCinemasTirur",Malayalam,18:00,FirstClass,₹140,380,16
Kerala,Pathanapuram,"BMS|SeemaCineplexPathanapuram",Malayalam,18:00,Audi1,₹160,206,0
Kerala,Poovar,"BMS|MridhangaCineplex4KDolbyAtmosPoovar",Tamil,18:00,Balcony3D,₹230,72,0
Kerala,Poovar,"BMS|MridhangaCineplex4KDolbyAtmosPoovar",Tamil,18:00,Executive3D,₹180,288,11
Kerala,Pathanapuram,"BMS|SeemaCineplexPathanapuram",Malayalam,18:00,Audi2,₹140,121,15
Kerala,Chengannur,"BMS|CCinemasChengannur",Malayalam,18:10,ExecutiveSofa,₹250,22,0
Kerala,Chengannur,"BMS|CCinemasChengannur",Malayalam,18:10,KingsLounge,₹150,321,21
