State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Malayalam,08:00,Normal,₹150,38,5
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Malayalam,08:00,Executive,₹190,57,4
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Malayalam,08:00,Premium,₹210,202,9
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Telugu,08:10,Normal,₹150,30,10
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Telugu,08:10,Executive,₹190,45,0
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Telugu,08:10,Premium,₹210,96,2
Kerala,Trivandrum,"BMS|PvrKripaThampanoorTrivandrum",Tamil,08:45,Prime,₹185,16,1
Kerala,Trivandrum,"BMS|PvrKripaThampanoorTrivandrum",Tamil,08:45,Classic,₹165,196,44
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Telugu,08:55,Normal,₹110,34,3
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Telugu,08:55,Executive,₹140,70,0
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Telugu,08:55,Premium,₹160,177,36
Kerala,Kochi,"BMS|CinepolisVipCentreSquareMallKochi",Malayalam,09:00,VipExecutive,₹430,22,0
Kerala,Kochi,"BMS|CinepolisVipCentreSquareMallKochi",Malayalam,09:00,VipPremium,₹480,54,9
Kerala,Trivandrum,"BMS|PvrKripaThampanoorTrivandrum",Malayalam,09:10,Classic,₹165,325,43
Kerala,Kochi,"BMS|CinepolisVipCentreSquareMallKochi",Tamil,09:15,VipExecutive,₹400,24,0
Kerala,Kochi,"BMS|CinepolisVipCentreSquareMallKochi",Tamil,09:15,VipPremium,₹450,62,8
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Hindi,09:25,Normal,₹110,26,3
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Hindi,09:25,Executive,₹140,56,0
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Hindi,09:25,Premium,₹160,117,36
Kerala,Kochi,"BMS|CinepolisVipCentreSquareMallKochi",Hindi,09:30,VipExecutive,₹400,20,0
Kerala,Kochi,"BMS|CinepolisVipCentreSquareMallKochi",Hindi,09:30,VipPremium,₹450,53,15
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",Malayalam,09:30,Normal,₹220,29,4
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",Malayalam,09:30,Executive,₹240,83,12
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",Malayalam,09:30,Premium,₹260,44,5
Kerala,Kochi,"BMS|PvrForumMallKochi",Tamil,09:30,Recliner,₹430,13,8
Kerala,Kochi,"BMS|PvrForumMallKochi",Tamil,09:30,Elite,₹220,218,19
Kerala,Kochi,"BMS|PvrForumMallKochi",Tamil,09:30,Prime,₹210,60,0
Kerala,Kochi,"BMS|PvrForumMallKochi",Tamil,09:30,Classic,₹200,40,0
