City,Time(IST),Name,Area,Price,Capacity,Booked,Language,Format
Kozhikode,13:00,PalaxiCinemasHiLITEMALLKozhikode,Recliner,₹450,27,0,Malayalam,2D
Kozhikode,13:00,PalaxiCinemasHiLITEMALLKozhikode,Premium,₹220,165,0,Malayalam,2D
Kozhikode,13:00,PalaxiCinemasHiLITEMALLKozhikode,Executive,₹170,40,0,Malayalam,2D
Kozhikode,13:00,PalaxiCinemasHiLITEMALLKozhikode,Recliner,₹400,27,0,Malayalam,2D
Kozhikode,13:00,PalaxiCinemasHiLITEMALLKozhikode,Premium,₹99,165,4,Malayalam,2D
Kozhikode,13:00,PalaxiCinemasHiLITEMALLKozhikode,Executive,₹99,40,0,Malayalam,2D
Ernakulam,12:00,PVRForumMallNH47Kochi,Classic,₹92,14,0,Malayalam,2D
Ernakulam,12:00,PVRForumMallNH47Kochi,Elite,₹92,125,46,Malayalam,2D
Ernakulam,12:00,PVRForumMallNH47Kochi,Recliner,₹260.32,8,0,Malayalam,2D
Trivandrum,12:55,PVRLULULuluInternationalShoppingMallTrivandrum,Classic,₹129,65,9,Malayalam,2D
Trivandrum,12:55,PVRLULULuluInternationalShoppingMallTrivandrum,Prime,₹129,34,26,Malayalam,2D
Trivandrum,12:55,PVRLULULuluInternationalShoppingMallTrivandrum,Recliner,₹300,8,7,Malayalam,2D
Ernakulam,16:00,PVRForumMallNH47Kochi,Classic,₹92,22,0,Malayalam,2D
Ernakulam,16:00,PVRForumMallNH47Kochi,Elite,₹92,85,51,Malayalam,2D
Trivandrum,22:15,PVRLULULuluInternationalShoppingMallTrivandrum,Classic,₹129,60,4,Malayalam,2D
Trivandrum,22:15,PVRLULULuluInternationalShoppingMallTrivandrum,Prime,₹129,39,35,Malayalam,2D
Trivandrum,22:15,PVRLULULuluInternationalShoppingMallTrivandrum,Recliner,₹300,8,6,Malayalam,2D
