District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Palakkad,RavirajComplexACKozhinjampara,Tamil,11:00,FirstClass,₹110,172,77
Palakkad,PriyadarsiniCinema,Tamil,11:30,Dress,₹110,906,2
Ernakulam,SangeetaCinemaKochi,Tamil,12:00,BlueCircle,₹150,187,54
Ernakulam,SaritaCinemasKacheripady,Tamil,12:00,BlueCircle,₹150,227,218
Alappuzha,CCinemasChengannur,Tamil,13:30,Chirry,₹150,101,0
Palakkad,DreamaxCinemas2K71SurroundMayannur,Tamil,14:15,Executive,₹129.8,342,0
Alappuzha,GanamTheatreComplexACKattanam,Tamil,14:30,FirstClass,₹140,387,321
