District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Trivandrum,PvrLuluTrivandrum,English,16:25,Recliner,₹400,8,2
Trivandrum,PvrLuluTrivandrum,English,16:25,Prime,₹210,39,18
Trivandrum,PvrLuluTrivandrum,English,16:25,Classic,₹180,60,0
Ernakulam,CinepolisCentreSquareMallKochi,English,16:35,Normal,₹140,13,0
Ernakulam,CinepolisCentreSquareMallKochi,English,16:35,Executive,₹170,26,0
Ernakulam,CinepolisCentreSquareMallKochi,English,16:35,Premium,₹200,67,4
Ernakulam,PvrForumMallKochi,English,16:40,Recliner,₹350,8,1
Ernakulam,PvrForumMallKochi,English,16:40,Elite,₹170,111,10
Ernakulam,PvrForumMallKochi,English,16:40,Classic,₹150,28,0
Ernakulam,PvrLuluKochi,English,17:10,Recliner,₹300,9,0
Ernakulam,PvrLuluKochi,English,17:10,Prime,₹160,64,16
Ernakulam,PvrLuluKochi,English,17:10,ClassicPlus,₹140,91,1
Ernakulam,PvrLuluKochi,English,17:10,Classic,₹110,39,0
Ernakulam,CinepolisCentreSquareMallKochi,English,22:15,Normal,₹140,13,0
Ernakulam,CinepolisCentreSquareMallKochi,English,22:15,Executive,₹170,26,0
Ernakulam,CinepolisCentreSquareMallKochi,English,22:15,Premium,₹200,67,3
Trivandrum,CinepolisMotTrivandrum,English,22:25,Normal,₹180,34,0
Trivandrum,CinepolisMotTrivandrum,English,22:25,Executive,₹200,85,6
Trivandrum,CinepolisMotTrivandrum,English,22:25,PlatinumPremium,₹280,50,14
Kozhikode,CinepolisGokulamGalleriaMall,English,22:35,Normal,₹200,27,4
Kozhikode,CinepolisGokulamGalleriaMall,English,22:35,Executive,₹220,78,10
Kozhikode,CinepolisGokulamGalleriaMall,English,22:35,Premium,₹240,41,0
