State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kerala,Kozhikode,"BMS|ArcCoronation4KDolbyAtmos",Malayalam,10:00,Elite,₹160,146,15
Kerala,Trivandrum,"BMS|CinepolisMotTrivandrum",Malayalam,10:10,Normal,₹180,32,0
Kerala,Trivandrum,"BMS|CinepolisMotTrivandrum",Malayalam,10:10,Executive,₹200,128,2
Kerala,Trivandrum,"BMS|CinepolisMotTrivandrum",Malayalam,10:10,Premium,₹220,76,4
Kerala,Trivandrum,"BMS|CinepolisMotTrivandrum",Malayalam,10:10,Vip,₹400,12,12
Kerala,Kollam,"BMS|MyCinemasRpMallKollamKerala",Malayalam,10:30,PremiumOffline,₹180,108,19
Kerala,Taliparamba,"BMS|CrownCinema2KDolbyTaliparamba",Malayalam,10:30,Crown,₹130,201,3
Kerala,Payyanur,"PTM|SumangaliCinemasAnnurRoad",Malayalam,10:30,GoldenCircle,₹130,192,1
Kerala,Kariyad,"BMS|MyCinemasRedCarpetKariyad",Malayalam,10:45,GoldLounge,₹290,32,0
Kerala,Kariyad,"BMS|MyCinemasRedCarpetKariyad",Malayalam,10:45,ExecutiveOffline,₹190,96,0
Kerala,Kottayam,"BMS|AbhilashTheatre4KKottayam",Malayalam,11:00,Royal,₹180,16,3
Kerala,Kottayam,"BMS|AbhilashTheatre4KKottayam",Malayalam,11:00,Platinum,₹150,252,7
Kerala,Kottayam,"BMS|AbhilashTheatre4KKottayam",Malayalam,11:00,Gold,₹130,413,0
Kerala,Kottayam,"BMS|AbhilashTheatre4KKottayam",Malayalam,11:00,Silver,₹110,54,0
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,11:00,Recliner,₹400,10,2
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,11:00,Elite,₹180,94,21
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,11:00,Prime,₹170,48,0
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,11:00,Classic,₹160,32,0
Kerala,Cherpulassery,"BMS|CheloorGrandCinemasCherpulassery",Malayalam,11:00,Diamond,₹140,20,0
Kerala,Cherpulassery,"BMS|CheloorGrandCinemasCherpulassery",Malayalam,11:00,Gold,₹125,162,0
Kerala,Ponnani,"PTM|AiswaryaMoviesAC4KDolby3DPonnani",Malayalam,11:00,Platinum,₹110,344,65
Kerala,Changanassery,"BMS|AnuAbhinayaCineplex4KDolby71Changanassery",Malayalam,11:00,Platinum,₹140,90,0
Kerala,Changanassery,"BMS|AnuAbhinayaCineplex4KDolby71Changanassery",Malayalam,11:00,Gold,₹130,160,0
Kerala,Changanassery,"BMS|AnuAbhinayaCineplex4KDolby71Changanassery",Malayalam,11:00,Silver,₹110,40,0
Kerala,Alappuzha,"BMS|KairaliSreeTheaterAlappuzha",Malayalam,11:00,Platinum,₹125,305,3
Kerala,SultanBathery,"BMS|MintCinemasAC2K3DSulthanBathery",Malayalam,11:00,Platinum,₹129.7,74,0
Kerala,SultanBathery,"BMS|MintCinemasAC2K3DSulthanBathery",Malayalam,11:00,Gold,₹110,107,2
Kerala,Mattannur,"BMS|AuraCinemasMattannur",Malayalam,11:00,Executive,₹130,137,0
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,11:10,Recliner,₹350,7,4
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,11:10,Prime,₹190,68,18
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,11:10,Classic,₹170,104,11
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,11:10,Recliner,₹400,14,11
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,11:10,Prime,₹160,125,35
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,11:10,ClassicPlus,₹140,108,12
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,11:10,Classic,₹110,54,0
Kerala,Trivandrum,"BMS|KairaliSreeNilaRgbLaser4KDolbyAtmos",Malayalam,11:15,Platinum,₹125,310,8
Kerala,Vadakkencherry,"BMS|JayabharathTheatreVadakkencherry",Malayalam,11:15,Screen1,₹120,293,90
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,11:20,RoyalRecliner,₹270,10,0
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,11:20,Royal,₹170,32,16
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,11:20,Club,₹140,155,9
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,11:20,Executive,₹110,26,0
Kerala,Thrissur,"BMS|ShadowCinemasPazhayannur",Malayalam,11:30,Platinum,₹200,15,0
Kerala,Thrissur,"BMS|ShadowCinemasPazhayannur",Malayalam,11:30,Gold,₹140,228,6
Kerala,Trivandrum,"BMS|KalabhavanTheatreTripleBeam3DTrivandrum",Malayalam,11:30,Platinum,₹125,135,66
Kerala,Trivandrum,"BMS|KalabhavanTheatreTripleBeam3DTrivandrum",Malayalam,11:30,Gold,₹105,275,65
Kerala,Valanchery,"PTM|KarthikaMoviesAC4KDolbyAtmosValanchery",Malayalam,11:30,DiamondCircle,₹110,232,0
Kerala,Kozhikode,"BMS|MirajCinemasBlueDiamondMallCalicut",Malayalam,11:40,Silver,₹200,26,0
Kerala,Kozhikode,"BMS|MirajCinemasBlueDiamondMallCalicut",Malayalam,11:40,Gold,₹220,65,7
Kerala,Kozhikode,"BMS|MirajCinemasBlueDiamondMallCalicut",Malayalam,11:40,Platinum,₹240,40,2
Kerala,Nedumkandam,"BMS|GCinemaxMultiplex",Malayalam,11:45,Audi2,₹150,155,0
Kerala,Trivandrum,"BMS|ArtechCinemasTrivandrum",Malayalam,11:45,Platinum,₹180,105,7
Kerala,Trivandrum,"BMS|ArtechCinemasTrivandrum",Malayalam,11:45,Silver,₹160,68,0
Kerala,Manjeri,"PTM|LadderCinemasIndianMall",Malayalam,12:00,Executive,₹150,80,4
Kerala,Thrissur,"BMS|JosTheatre4KRgbLaserAtmosThrissur",Malayalam,12:00,Sofa,₹230,18,2
Kerala,Thrissur,"BMS|JosTheatre4KRgbLaserAtmosThrissur",Malayalam,12:00,Club,₹150,282,20
Kerala,Thrissur,"BMS|GanamCinemasThrissur",Malayalam,12:00,BlueCircle,₹120,340,9
Kerala,Kollam,"BMS|LmCinemas4K3DDolby71Chathannoor",Malayalam,12:00,Audi2,₹170,101,1
Kerala,Kochi,"BMS|ZeenathTheatre2KACAluva",Malayalam,12:15,Balcony,₹170,55,18
Kerala,Kochi,"BMS|ZeenathTheatre2KACAluva",Malayalam,12:15,EmeraldRing,₹130,124,8
Kerala,Pallickathodu,"BMS|AnchaniCinemas4KDolbyAtmosPallickathodu",Malayalam,12:30,Platinum,₹250,12,0
Kerala,Pallickathodu,"BMS|AnchaniCinemas4KDolbyAtmosPallickathodu",Malayalam,12:30,Gold,₹150,117,5
Kerala,Thalayolaparambu,"BMS|MyCinemasThalayolaparambuKerala",Malayalam,12:30,Gold,₹110,144,9
Kerala,Thodupuzha,"BMS|AashirvadCineplexxThodupuzha",Malayalam,13:15,Platinum,₹210,19,0
Kerala,Thodupuzha,"BMS|AashirvadCineplexxThodupuzha",Malayalam,13:15,Gold,₹185,73,5
Kerala,Thodupuzha,"BMS|AashirvadCineplexxThodupuzha",Malayalam,13:15,Silver,₹155,124,0
Kerala,Trivandrum,"BMS|PvrKripaThampanoorTrivandrum",Malayalam,13:30,Prime,₹160,16,2
Kerala,Trivandrum,"BMS|PvrKripaThampanoorTrivandrum",Malayalam,13:30,Classic,₹140,196,0
Kerala,Trivandrum,"BMS|GreenfieldMoviemaxCinemasTrivandrum",Malayalam,13:30,Executive,₹150,119,2
Kerala,Taliparamba,"BMS|CrownCinema2KDolbyTaliparamba",Malayalam,13:30,Crown,₹130,201,3
Kerala,Payyanur,"PTM|SumangaliCinemasAnnurRoad",Malayalam,13:30,GoldenCircle,₹130,192,1
Kerala,Vadakara,"BMS|KirthiMudra4KRgbLaserDolbyAtmos",Malayalam,13:30,Sofa,₹200,16,0
Kerala,Vadakara,"BMS|KirthiMudra4KRgbLaserDolbyAtmos",Malayalam,13:30,Gold,₹129.8,182,0
Kerala,Ettumanoor,"BMS|UgmCinemasEttumanoor",Malayalam,13:45,Platinum,₹250,16,4
Kerala,Ettumanoor,"BMS|UgmCinemasEttumanoor",Malayalam,13:45,Gold,₹150,160,1
Kerala,Kunnamangalam,"PTM|MagicFramesCinemas4KDolbyAtmosKunnamangalam",Malayalam,13:45,Gold,₹180,130,0
Kerala,Kollengode,"PTM|ThankarajTheatreKollengode",Malayalam,13:50,FirstClass,₹110,297,151
Kerala,Thamarassery,"BMS|CityMallCinemasThamarassery",Malayalam,13:50,Platinum,₹260,9,0
Kerala,Thamarassery,"BMS|CityMallCinemasThamarassery",Malayalam,13:50,Gold,₹160,78,0
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,13:55,Recliner,₹350,7,2
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,13:55,Prime,₹190,68,18
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,13:55,Classic,₹170,104,10
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,13:55,Recliner,₹300,14,7
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,13:55,Prime,₹160,125,42
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,13:55,ClassicPlus,₹140,108,14
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,13:55,Classic,₹110,54,0
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,13:55,RoyalRecliner,₹350,10,4
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,13:55,Club,₹190,66,12
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,13:55,Royal,₹190,28,27
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,13:55,Executive,₹130,22,0
Kerala,Thrissur,"BMS|ShadowCinemasPazhayannur",Malayalam,14:00,Platinum,₹200,15,0
Kerala,Thrissur,"BMS|ShadowCinemasPazhayannur",Malayalam,14:00,Gold,₹140,228,0
Kerala,Angamaly,"BMS|MyCinemasKsrtComplexAngamalyKerala",Malayalam,14:00,Platinum,₹160,110,42
Kerala,Angamaly,"BMS|MyCinemasKsrtComplexAngamalyKerala",Malayalam,14:00,GoldOffline,₹150,188,6
Kerala,Changanassery,"BMS|AnuAbhinayaCineplex4KDolby71Changanassery",Malayalam,14:00,Platinum,₹140,90,8
Kerala,Changanassery,"BMS|AnuAbhinayaCineplex4KDolby71Changanassery",Malayalam,14:00,Gold,₹130,160,0
Kerala,Changanassery,"BMS|AnuAbhinayaCineplex4KDolby71Changanassery",Malayalam,14:00,Silver,₹110,40,0
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",Malayalam,14:00,Recliner,₹450,27,0
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",Malayalam,14:00,Premium,₹220,165,11
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",Malayalam,14:00,Executive,₹150,40,0
Kerala,Punalur,"BMS|DevaCarnivalCinemasDMallPunalur",Malayalam,14:00,Sofa,₹200,11,2
Kerala,Punalur,"BMS|DevaCarnivalCinemasDMallPunalur",Malayalam,14:00,Silver,₹129.7,147,17
Kerala,Pandikkad,"PTM|IllamCinemas4KDolbyAtmosPandikkad",Malayalam,14:00,DiamondCircle,₹129.8,182,0
Kerala,Kottayam,"BMS|AbhilashTheatre4KKottayam",Malayalam,14:15,Royal,₹180,16,4
Kerala,Kottayam,"BMS|AbhilashTheatre4KKottayam",Malayalam,14:15,Platinum,₹150,252,3
Kerala,Kottayam,"BMS|AbhilashTheatre4KKottayam",Malayalam,14:15,Gold,₹130,413,0
Kerala,Kottayam,"BMS|AbhilashTheatre4KKottayam",Malayalam,14:15,Silver,₹110,54,0
Kerala,Manjeri,"PTM|LadderCinemasIndianMall",Malayalam,14:15,Executive,₹150,80,1
Kerala,Muvattupuzha,"BMS|AashirvadCineplexxGrandCentreMallMuvattupuzha",Malayalam,14:15,Recliner,₹310,11,0
Kerala,Muvattupuzha,"BMS|AashirvadCineplexxGrandCentreMallMuvattupuzha",Malayalam,14:15,Platinum,₹180,39,0
Kerala,Muvattupuzha,"BMS|AashirvadCineplexxGrandCentreMallMuvattupuzha",Malayalam,14:15,Gold,₹160,105,0
Kerala,Shoranur,"BMS|MLalAashirvadCineplexxShoranur",Malayalam,14:15,Sofa,₹200,17,2
Kerala,Shoranur,"BMS|MLalAashirvadCineplexxShoranur",Malayalam,14:15,Platinum,₹140,64,0
Kerala,Trivandrum,"BMS|ArtechCinemasTrivandrum",Malayalam,14:15,Platinum,₹190,105,4
Kerala,Trivandrum,"BMS|ArtechCinemasTrivandrum",Malayalam,14:15,Silver,₹170,68,1
Kerala,Pattambi,"BMS|MagicFramesCinemasPattambi",Malayalam,14:20,Gold,₹180,112,10
Kerala,Pattambi,"BMS|MagicFramesCinemasPattambi",Malayalam,14:20,Silver,₹150,57,0
Kerala,Mavelikkara,"BMS|DreambigPrathibaTheatreMavelikkara",Malayalam,14:30,Balcony,₹150,204,5
Kerala,Mavelikkara,"BMS|DreambigPrathibaTheatreMavelikkara",Malayalam,14:30,FirstClass,₹120,421,0
Kerala,Cherpulassery,"BMS|CheloorGrandCinemasCherpulassery",Malayalam,14:30,Diamond,₹140,20,0
Kerala,Cherpulassery,"BMS|CheloorGrandCinemasCherpulassery",Malayalam,14:30,Gold,₹125,162,0
Kerala,Palakkad,"PTM|PriyadarsiniCinema",Malayalam,14:30,Executive,₹180,68,0
Kerala,Palakkad,"PTM|PriyadarsiniCinema",Malayalam,14:30,Dress,₹110,368,0
Kerala,Ponnani,"PTM|AiswaryaMoviesAC4KDolby3DPonnani",Malayalam,14:30,Platinum,₹110,344,65
Kerala,Kozhikode,"BMS|AashirvadCineplexxKozhikode",Malayalam,14:30,Recliner,₹380,17,0
Kerala,Kozhikode,"BMS|AashirvadCineplexxKozhikode",Malayalam,14:30,Platinum,₹220,51,3
Kerala,Kozhikode,"BMS|AashirvadCineplexxKozhikode",Malayalam,14:30,Gold,₹200,111,5
Kerala,Kollam,"BMS|ParthaMovieHouses4KAtmos",Malayalam,14:30,Diamond,₹150,194,0
Kerala,Trivandrum,"BMS|KairaliSreeNilaRgbLaser4KDolbyAtmos",Malayalam,14:30,Platinum,₹125,310,16
Kerala,Kalladikode,"BMS|BalaCinemasDolbyAtmosLaserTrippleBeam3D",Malayalam,14:30,Platinum,₹160,14,0
Kerala,Kalladikode,"BMS|BalaCinemasDolbyAtmosLaserTrippleBeam3D",Malayalam,14:30,Gold,₹110,133,0
Kerala,Kozhikode,"BMS|KairaliSreeTheatreKozhikode",Malayalam,14:30,SreeGold,₹150,311,12
Kerala,Kayamkulam,"BMS|SvCinemasKayamkulam",Malayalam,14:30,Standard,₹150,108,3
Kerala,Kollam,"BMS|RevathyCinemaxRgbRealLaserParippally",Malayalam,14:30,Platinum,₹250,28,0
Kerala,Kollam,"BMS|RevathyCinemaxRgbRealLaserParippally",Malayalam,14:30,Gold,₹150,181,0
Kerala,Kollam,"BMS|PranavamACCinemas4KKollam",Malayalam,14:30,UpperCircle,₹150,187,11
Kerala,Kollam,"BMS|PranavamACCinemas4KKollam",Malayalam,14:30,SpecialCircle,₹140,364,0
Kerala,Valanchery,"PTM|KarthikaMoviesAC4KDolbyAtmosValanchery",Malayalam,14:30,DiamondCircle,₹110,232,0
Kerala,Edappal,"PTM|GovindaCinemasUnipolarBeam3DEdappal",Malayalam,14:30,Diamond,₹110,143,0
Kerala,Kanhangad,"BMS|VgmMultiplexAC2K71Dolby",Malayalam,14:30,VgmRed,₹190,161,22
Kerala,Palakkad,"BMS|KairaliSreeTheatreChittur",Malayalam,14:30,Platinum,₹105,234,3
Kerala,Vadakkencherry,"BMS|JayabharathTheatreVadakkencherry",Malayalam,14:30,Screen1,₹120,293,90
Kerala,Kanichar,"BMS|DevCinemasKanichar",Malayalam,14:30,Screen2,₹129.8,189,0
Kerala,Kozhikode,"BMS|MirajCinemasBlueDiamondMallCalicut",Malayalam,14:40,Silver,₹200,28,0
Kerala,Kozhikode,"BMS|MirajCinemasBlueDiamondMallCalicut",Malayalam,14:40,Gold,₹220,84,2
Kerala,Kozhikode,"BMS|MirajCinemasBlueDiamondMallCalicut",Malayalam,14:40,Platinum,₹240,42,6
Kerala,Kozhikode,"BMS|MirajCinemasBlueDiamondMallCalicut",Malayalam,14:40,Recliner,₹400,12,3
Kerala,Nedumkandam,"BMS|GCinemaxMultiplex",Malayalam,14:45,Audi2,₹150,155,3
Kerala,Koppam,"BMS|SyndicateCinemasKoppam4KDolbyAtmosRgbLaser",Malayalam,14:45,Platinum,₹250,20,1
Kerala,Koppam,"BMS|SyndicateCinemasKoppam4KDolbyAtmosRgbLaser",Malayalam,14:45,Gold,₹129,185,0
Kerala,Kozhikode,"BMS|SurabhiCinemasKozhikode",Malayalam,14:45,RedRuby,₹180,106,6
Kerala,Kochi,"BMS|PvrOberonMallKochi",Malayalam,14:55,ClassicPlus,₹150,81,24
Kerala,Kochi,"BMS|PvrOberonMallKochi",Malayalam,14:55,Classic,₹120,36,2
Kerala,Thrissur,"BMS|DeepaCinema2K111Viyyur",Malayalam,15:00,LuxurySuit,₹250,16,0
Kerala,Thrissur,"BMS|DeepaCinema2K111Viyyur",Malayalam,15:00,Platinum,₹129,296,5
Kerala,Kattappana,"BMS|AiswaryaCinemasKattappana",Malayalam,15:00,Diamond,₹129,172,0
Kerala,Changaramkulam,"BMS|MarsCinemas4KDolbyAtmosChangaramkulam",Malayalam,15:00,Executive,₹250,12,0
Kerala,Changaramkulam,"BMS|MarsCinemas4KDolbyAtmosChangaramkulam",Malayalam,15:00,Platinum,₹150,124,0
Kerala,Thrissur,"BMS|GanamCinemasThrissur",Malayalam,15:00,BlueCircle,₹120,340,4
Kerala,Kozhikode,"BMS|ArcCoronation4KDolbyAtmos",Malayalam,15:00,Elite,₹160,146,8
Kerala,Malappuram,"PTM|MallikaPlexRachanaNaveenMalappuram",Malayalam,15:00,Sofa,₹200,11,0
Kerala,Malappuram,"PTM|MallikaPlexRachanaNaveenMalappuram",Malayalam,15:00,Executive,₹129.8,140,0
Kerala,Kollam,"BMS|LmCinemas4K3DDolby71Chathannoor",Malayalam,15:00,Audi2,₹170,101,0
Kerala,Kumarakom,"BMS|VelvetViewCinemasKumarakom",Malayalam,15:00,Platinum,₹250,14,0
Kerala,Kumarakom,"BMS|VelvetViewCinemasKumarakom",Malayalam,15:00,Gold,₹150,124,0
Kerala,Kariyad,"BMS|MyCinemasRedCarpetKariyad",Malayalam,15:20,GoldLounge,₹290,32,0
Kerala,Kariyad,"BMS|MyCinemasRedCarpetKariyad",Malayalam,15:20,ExecutiveOffline,₹190,96,8
Kerala,Kochi,"BMS|ZeenathTheatre2KACAluva",Malayalam,15:30,Balcony,₹170,55,17
Kerala,Kochi,"BMS|ZeenathTheatre2KACAluva",Malayalam,15:30,EmeraldRing,₹130,124,18
Kerala,Thalayolaparambu,"BMS|MyCinemasThalayolaparambuKerala",Malayalam,15:30,Gold,₹110,144,7
Kerala,Pattambi,"BMS|MagicFramesCinemasPattambi",Malayalam,15:35,Gold,₹180,104,0
Kerala,Pattambi,"BMS|MagicFramesCinemasPattambi",Malayalam,15:35,Silver,₹150,33,0
Kerala,Alakode,"BMS|AlakodeFilmCity4KDolbyAtmos",Malayalam,16:00,Nakshatra,₹160,212,0
Kerala,Irinjalakuda,"PTM|ChembakasseryCinemas4K3DDolbyAtmos",Malayalam,16:00,RoyalCircle,₹129.8,270,4
Kerala,Perinthalmanna,"PTM|VismayaCinemas4KDolbyAtmosPerinthalmanna",Malayalam,16:10,Platinum,₹100,230,22
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,16:25,Recliner,₹400,10,6
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,16:25,Elite,₹180,94,40
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,16:25,Prime,₹170,48,2
