District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kannur,CrownCinema2KDolbyTaliparamba,Malayalam,10:30,Crown,₹130,201,9
Trivandrum,CinepolisMotTrivandrum,Malayalam,10:30,Normal,₹180,32,0
Trivandrum,CinepolisMotTrivandrum,Malayalam,10:30,Executive,₹200,128,0
Trivandrum,CinepolisMotTrivandrum,Malayalam,10:30,Premium,₹220,76,0
Trivandrum,CinepolisMotTrivandrum,Malayalam,10:30,Vip,₹400,12,12
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,10:30,Normal,₹200,38,8
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,10:30,Executive,₹220,69,4
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,10:30,Premium,₹240,57,4
Kollam,MyCinemasRpMallKollamKerala,Malayalam,10:30,PremiumOffline,₹180,108,3
Ernakulam,PvrLuluKochi,Malayalam,10:55,Recliner,₹350,9,7
Ernakulam,PvrLuluKochi,Malayalam,10:55,Prime,₹160,64,24
Ernakulam,PvrLuluKochi,Malayalam,10:55,ClassicPlus,₹140,91,4
Ernakulam,PvrLuluKochi,Malayalam,10:55,Classic,₹110,39,0
Thrissur,InoxSobhaCityMall,Malayalam,10:55,RoyalRecliner,₹200,10,6
Thrissur,InoxSobhaCityMall,Malayalam,10:55,Club,₹130,155,0
Thrissur,InoxSobhaCityMall,Malayalam,10:55,Royal,₹130,32,18
Thrissur,InoxSobhaCityMall,Malayalam,10:55,Executive,₹100,26,0
Malappuram,AiswaryaMoviesAC4KDolby3DPonnani,Malayalam,11:00,Platinum,₹110,344,65
Ernakulam,PvrForumMallKochi,Malayalam,11:00,Recliner,₹350,10,2
Ernakulam,PvrForumMallKochi,Malayalam,11:00,Elite,₹170,94,27
Ernakulam,PvrForumMallKochi,Malayalam,11:00,Prime,₹160,48,5
Ernakulam,PvrForumMallKochi,Malayalam,11:00,Classic,₹150,32,0
Wayanad,MintCinemasAC2K3DSulthanBathery,Malayalam,11:00,Platinum,₹129.7,74,0
Wayanad,MintCinemasAC2K3DSulthanBathery,Malayalam,11:00,Gold,₹110,107,0
Kottayam,AbhilashTheatre4KKottayam,Malayalam,11:00,Royal,₹180,16,3
Kottayam,AbhilashTheatre4KKottayam,Malayalam,11:00,Platinum,₹150,252,0
Kottayam,AbhilashTheatre4KKottayam,Malayalam,11:00,Gold,₹130,413,3
Kottayam,AbhilashTheatre4KKottayam,Malayalam,11:00,Silver,₹110,54,0
Ernakulam,DreambigJawaharCinemasKalady,Malayalam,11:00,Sofa,₹180,14,0
Ernakulam,DreambigJawaharCinemasKalady,Malayalam,11:00,Gold,₹160,40,0
Ernakulam,DreambigJawaharCinemasKalady,Malayalam,11:00,Silver,₹129,180,0
Kottayam,AnuAbhinayaCineplex4KDolby71Changanassery,Malayalam,11:00,Platinum,₹140,90,9
Kottayam,AnuAbhinayaCineplex4KDolby71Changanassery,Malayalam,11:00,Gold,₹130,160,2
Kottayam,AnuAbhinayaCineplex4KDolby71Changanassery,Malayalam,11:00,Silver,₹110,40,0
Trivandrum,ArtechCinemasTrivandrum,Malayalam,11:00,Platinum,₹180,105,16
Trivandrum,ArtechCinemasTrivandrum,Malayalam,11:00,Silver,₹160,68,0
Kannur,AuraCinemasMattannur,Malayalam,11:00,Executive,₹130,137,0
Trivandrum,PvrLuluTrivandrum,Malayalam,11:10,Recliner,₹350,7,4
Trivandrum,PvrLuluTrivandrum,Malayalam,11:10,Prime,₹160,68,18
Trivandrum,PvrLuluTrivandrum,Malayalam,11:10,Classic,₹140,104,4
Kollam,MyCinemasHJComplexKarunagapally,Malayalam,11:10,ClassicOffline,₹110,194,0
Trivandrum,KairaliSreeNilaRgbLaser4KDolbyAtmos,Malayalam,11:15,Platinum,₹125,310,5
Trivandrum,KalabhavanTheatreTripleBeam3DTrivandrum,Malayalam,11:30,Platinum,₹125,135,63
Trivandrum,KalabhavanTheatreTripleBeam3DTrivandrum,Malayalam,11:30,Gold,₹105,275,63
Thrissur,ShadowCinemasPazhayannur,Malayalam,11:30,Platinum,₹200,15,3
Thrissur,ShadowCinemasPazhayannur,Malayalam,11:30,Gold,₹140,228,2
Kollam,DevaCarnivalCinemasDMallPunalur,Malayalam,11:30,Recliner,₹290,17,3
Kollam,DevaCarnivalCinemasDMallPunalur,Malayalam,11:30,Silver,₹129.7,215,25
Idukki,GCinemaxMultiplex,Malayalam,11:45,Audi2,₹150,155,0
Kollam,LmCinemas4K3DDolby71Chathannoor,Malayalam,12:00,Audi2,₹170,101,0
Thrissur,JosTheatre4KRgbLaserAtmosThrissur,Malayalam,12:00,Sofa,₹230,18,0
Thrissur,JosTheatre4KRgbLaserAtmosThrissur,Malayalam,12:00,Club,₹150,282,12
Thrissur,GanamCinemasThrissur,Malayalam,12:00,BlueCircle,₹120,340,7
Kottayam,MyCinemasThalayolaparambuKerala,Malayalam,13:00,Gold,₹110,144,0
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,13:10,Normal,₹200,38,8
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,13:10,Executive,₹220,69,14
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,13:10,Premium,₹240,57,16
Idukki,AashirvadCineplexxThodupuzha,Malayalam,13:15,Platinum,₹210,19,0
Idukki,AashirvadCineplexxThodupuzha,Malayalam,13:15,Gold,₹185,73,10
Idukki,AashirvadCineplexxThodupuzha,Malayalam,13:15,Silver,₹155,124,0
Kannur,CrownCinema2KDolbyTaliparamba,Malayalam,13:30,Crown,₹130,201,3
Kozhikode,BmCinemasKakkattil,Malayalam,13:30,Executive,₹110,167,0
Trivandrum,PvrKripaThampanoorTrivandrum,Malayalam,13:30,Prime,₹160,16,0
Trivandrum,PvrKripaThampanoorTrivandrum,Malayalam,13:30,Classic,₹140,196,3
Kozhikode,MagicFramesCinemas4KDolbyAtmosKunnamangalam,Malayalam,13:30,Gold,₹180,130,0
Kannur,SumangaliCinemasAnnurRoad,Malayalam,13:30,GoldenCircle,₹130,192,3
Ernakulam,PvrLuluKochi,Malayalam,13:40,Recliner,₹300,9,0
Ernakulam,PvrLuluKochi,Malayalam,13:40,Prime,₹160,64,15
Ernakulam,PvrLuluKochi,Malayalam,13:40,ClassicPlus,₹140,91,17
Ernakulam,PvrLuluKochi,Malayalam,13:40,Classic,₹110,39,3
Palakkad,ThankarajTheatreKollengode,Malayalam,13:50,FirstClass,₹110,297,151
Kozhikode,CityMallCinemasThamarassery,Malayalam,13:50,Platinum,₹260,9,2
Kozhikode,CityMallCinemasThamarassery,Malayalam,13:50,Gold,₹160,78,0
Trivandrum,PvrLuluTrivandrum,Malayalam,13:55,Recliner,₹300,7,0
Trivandrum,PvrLuluTrivandrum,Malayalam,13:55,Prime,₹160,68,20
Trivandrum,PvrLuluTrivandrum,Malayalam,13:55,Classic,₹140,104,1
Thrissur,ShadowCinemasPazhayannur,Malayalam,14:00,Platinum,₹200,15,0
Thrissur,ShadowCinemasPazhayannur,Malayalam,14:00,Gold,₹140,228,0
