District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Malayalam,10:00,Platinum,₹100,111,15
Kasaragod,MoviemaxCircleKasaragod,Malayalam,10:30,Max3,₹129.8,289,6
Kasaragod,DeepthiCinemasAC2KDolbyAtmosKanhangad,Malayalam,10:30,Gold,₹150,204,17
Kannur,SumangaliCinemasAnnurRoad,Malayalam,10:30,DiamondCircle,₹130,141,0
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,10:40,Normal,₹110,30,5
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,10:40,Executive,₹140,45,1
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,10:40,Premium,₹160,95,4
Kannur,AlinkeelCinemas2KAtmos71Taliparamba,Malayalam,10:45,Reserved,₹129.8,190,1
Trivandrum,CinepolisMotTrivandrum,Malayalam,10:50,VipExecutive,₹350,18,0
Trivandrum,CinepolisMotTrivandrum,Malayalam,10:50,VipPremium,₹400,18,6
Kozhikode,One2OnePlusFilmCity4K3DDolbyAtmosVadakara,Malayalam,11:00,Screen2,₹129.8,164,0
Wayanad,MintCinemasAC2K3DSulthanBathery,Malayalam,11:00,Platinum,₹129.7,44,2
Wayanad,MintCinemasAC2K3DSulthanBathery,Malayalam,11:00,Gold,₹110,82,0
Palakkad,AromaScreen2Palakkad,Malayalam,11:15,KingCircle,₹129,235,0
Ernakulam,MyCinemasKsrtComplexAngamalyKerala,Malayalam,11:15,GoldOffline,₹100,202,27
Idukki,AashirvadCineplexxThodupuzha,Malayalam,11:15,Gold,₹185,11,0
Idukki,AashirvadCineplexxThodupuzha,Malayalam,11:15,Silver,₹155,91,0
Trivandrum,SwaramLayamCinemasKattakada,Malayalam,11:30,Swaram,₹129.8,193,0
Palakkad,LadderCinemasOttapalam,Malayalam,11:30,Executive,₹150,214,0
Kannur,LibertyParadiseThalassery,Malayalam,11:30,Gold,₹129.8,214,139
Ernakulam,AashirvadCineplexxGrandCentreMallMuvattupuzha,Malayalam,11:30,Recliner,₹310,11,3
Ernakulam,AashirvadCineplexxGrandCentreMallMuvattupuzha,Malayalam,11:30,Platinum,₹180,39,3
Ernakulam,AashirvadCineplexxGrandCentreMallMuvattupuzha,Malayalam,11:30,Gold,₹160,105,7
Wayanad,MaruthiECinemas4KAtmosMananthavady,Malayalam,11:30,Sofa,₹140,30,0
Wayanad,MaruthiECinemas4KAtmosMananthavady,Malayalam,11:30,Executive,₹110,149,0
Trivandrum,PvrLuluTrivandrum,Malayalam,11:50,Recliner,₹300,8,0
Trivandrum,PvrLuluTrivandrum,Malayalam,11:50,Prime,₹160,84,1
Trivandrum,PvrLuluTrivandrum,Malayalam,11:50,Classic,₹140,88,0
Thrissur,InoxSobhaCityMall,Malayalam,11:50,RoyalRecliner,₹200,10,1
Thrissur,InoxSobhaCityMall,Malayalam,11:50,Club,₹130,66,3
Thrissur,InoxSobhaCityMall,Malayalam,11:50,Royal,₹130,28,19
Thrissur,InoxSobhaCityMall,Malayalam,11:50,Executive,₹100,22,0
Malappuram,LadderCinemasIndianMall,Malayalam,12:00,Executive,₹150,74,2
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,12:25,Silver,₹200,28,0
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,12:25,Gold,₹220,84,0
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,12:25,Platinum,₹240,42,0
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,12:25,Recliner,₹400,12,0
Malappuram,LeenaTheatre4K3DDolbyAtmosKottakkal,Malayalam,13:00,Executive,₹129.8,309,2
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Malayalam,13:10,Platinum,₹100,151,23
Kozhikode,One2OnePlusFilmCity4K3DDolbyAtmosVadakara,Malayalam,13:30,Screen2,₹129.8,164,0
Kasaragod,MoviemaxCircleKasaragod,Malayalam,13:30,Max3,₹129.8,289,6
Kasaragod,KaveriCinemasACDtsDolbyKarmamthody,Malayalam,13:30,Standard,₹110,145,0
Ernakulam,PvrOberonMallKochi,Malayalam,13:30,ClassicPlus,₹150,141,16
Ernakulam,PvrOberonMallKochi,Malayalam,13:30,Classic,₹120,36,0
Kannur,SumangaliCinemasAnnurRoad,Malayalam,13:30,DiamondCircle,₹130,141,4
Kannur,AlinkeelCinemas2KAtmos71Taliparamba,Malayalam,13:45,Reserved,₹129.8,190,0
Ernakulam,PvrForumMallKochi,Malayalam,13:45,Recliner,₹350,10,0
Ernakulam,PvrForumMallKochi,Malayalam,13:45,Elite,₹170,94,7
Ernakulam,PvrForumMallKochi,Malayalam,13:45,Prime,₹160,48,0
Ernakulam,PvrForumMallKochi,Malayalam,13:45,Classic,₹150,32,0
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Malayalam,14:00,Gold,₹150,66,15
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Malayalam,14:00,Executive,₹130,198,46
Trivandrum,PvrLuluTrivandrum,Malayalam,14:00,LuxePrime,₹400,18,0
Trivandrum,PvrLuluTrivandrum,Malayalam,14:00,Luxe,₹300,24,0
Trivandrum,ArtechCinemasTrivandrum,Malayalam,14:10,Gold,₹300,13,0
Trivandrum,ArtechCinemasTrivandrum,Malayalam,14:10,Platinum,₹190,112,16
Trivandrum,ArtechCinemasTrivandrum,Malayalam,14:10,Silver,₹170,68,0
Palakkad,AromaScreen2Palakkad,Malayalam,14:15,KingCircle,₹129,235,0
Kottayam,AshaTheatreKottayam,Malayalam,14:15,Gold,₹130,187,5
Kottayam,AshaTheatreKottayam,Malayalam,14:15,Silver,₹110,33,0
Trivandrum,SwaramLayamCinemasKattakada,Malayalam,14:30,Swaram,₹129.8,193,0
Trivandrum,NewTheatre4KRgbLaserDolbyAtmosTrivandrum,Malayalam,14:30,Elite,₹150,173,1
Malappuram,LadderCinemasIndianMall,Malayalam,14:30,Executive,₹150,74,0
Kasaragod,DeepthiCinemasAC2KDolbyAtmosKanhangad,Malayalam,14:30,Gold,₹150,204,20
Wayanad,MaruthiECinemas4KAtmosMananthavady,Malayalam,14:30,Sofa,₹140,30,0
Wayanad,MaruthiECinemas4KAtmosMananthavady,Malayalam,14:30,Executive,₹110,149,0
Palakkad,AlexMoviesPattambi,Malayalam,14:30,AnnSquare,₹110,243,2
Malappuram,KarthikaMoviesAC4KDolbyAtmosValanchery,Malayalam,14:30,PearlCircle,₹110,215,4
Alappuzha,PanCinemasAlappuzha,Malayalam,14:40,Platinum,₹250,34,0
Alappuzha,PanCinemasAlappuzha,Malayalam,14:40,Gold,₹180,138,0
Malappuram,DreambigSakthiTheatrePonnani,Malayalam,14:45,Executive,₹120,152,0
Kannur,LibertyParadiseThalassery,Malayalam,14:45,Gold,₹129.8,214,139
Thrissur,JosTheatre4KRgbLaserAtmosThrissur,Malayalam,15:00,Sofa,₹230,18,0
Thrissur,JosTheatre4KRgbLaserAtmosThrissur,Malayalam,15:00,Club,₹150,282,17
Kollam,MyCinemasRpMallKollamKerala,Malayalam,15:00,PremiumOffline,₹180,108,2
Ernakulam,PvrLuluKochi,Malayalam,15:35,Recliner,₹300,13,3
Ernakulam,PvrLuluKochi,Malayalam,15:35,Prime,₹160,92,2
Ernakulam,PvrLuluKochi,Malayalam,15:35,ClassicPlus,₹140,126,2
Ernakulam,PvrLuluKochi,Malayalam,15:35,Classic,₹110,54,4
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,15:50,Normal,₹200,38,8
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,15:50,Executive,₹220,69,8
Kozhikode,CinepolisGokulamGalleriaMall,Malayalam,15:50,Premium,₹240,57,5
Ernakulam,PvrOberonMallKochi,Malayalam,16:00,ClassicPlus,₹160,104,21
Ernakulam,PvrOberonMallKochi,Malayalam,16:00,Classic,₹140,54,0
Wayanad,MintCinemasAC2K3DSulthanBathery,Malayalam,16:15,Platinum,₹129.7,44,0
Wayanad,MintCinemasAC2K3DSulthanBathery,Malayalam,16:15,Gold,₹110,82,1
Kozhikode,One2OnePlusFilmCity4K3DDolbyAtmosVadakara,Malayalam,16:30,Screen2,₹129.8,164,0
Kasaragod,KaveriCinemasACDtsDolbyKarmamthody,Malayalam,16:30,Standard,₹110,145,5
Kollam,MyCinemasHJComplexKarunagapally,Malayalam,16:30,ClassicOffline,₹150,194,0
Kannur,SumangaliCinemasAnnurRoad,Malayalam,16:30,DiamondCircle,₹130,141,0
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,16:40,Normal,₹140,30,5
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,16:40,Executive,₹160,45,1
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,16:40,Premium,₹190,95,5
Kannur,AlinkeelCinemas2KAtmos71Taliparamba,Malayalam,16:45,Reserved,₹129.8,190,0
Ernakulam,MyCinemasKsrtComplexAngamalyKerala,Malayalam,16:45,GoldOffline,₹130,202,0
Trivandrum,ArtechCinemasTrivandrum,Malayalam,17:00,Platinum,₹190,105,2
Trivandrum,ArtechCinemasTrivandrum,Malayalam,17:00,Silver,₹170,68,0
Thrissur,InoxSobhaCityMall,Malayalam,17:05,RoyalRecliner,₹290,10,0
Thrissur,InoxSobhaCityMall,Malayalam,17:05,Club,₹170,66,0
Thrissur,InoxSobhaCityMall,Malayalam,17:05,Royal,₹170,28,17
Thrissur,InoxSobhaCityMall,Malayalam,17:05,Executive,₹130,22,0
Trivandrum,PvrLuluTrivandrum,Malayalam,17:10,Recliner,₹300,8,2
Trivandrum,PvrLuluTrivandrum,Malayalam,17:10,Prime,₹160,84,17
Trivandrum,PvrLuluTrivandrum,Malayalam,17:10,Classic,₹140,88,0
Kasaragod,DeepthiCinemasAC2KDolbyAtmosKanhangad,Malayalam,17:30,Gold,₹150,204,17
Palakkad,AromaScreen2Palakkad,Malayalam,18:00,KingCircle,₹129,235,21
Kottayam,AshaTheatreKottayam,Malayalam,18:00,Gold,₹130,187,5
Kottayam,AshaTheatreKottayam,Malayalam,18:00,Silver,₹110,33,0
Kannur,LibertyParadiseThalassery,Malayalam,18:00,Gold,₹129.8,214,139
Wayanad,MaruthiECinemas4KAtmosMananthavady,Malayalam,18:00,Sofa,₹140,30,0
Wayanad,MaruthiECinemas4KAtmosMananthavady,Malayalam,18:00,Executive,₹110,149,0
Trivandrum,GangaCineHouse4KDolbyAtmosAttingal,Malayalam,18:15,Kavery,₹130,465,0
Palakkad,AlexMoviesPattambi,Malayalam,18:15,AnnSquare,₹110,243,1
Trivandrum,SwaramLayamCinemasKattakada,Malayalam,18:30,Swaram,₹129.8,193,0
Ernakulam,AashirvadCineplexxGrandCentreMallMuvattupuzha,Malayalam,18:30,Recliner,₹310,11,0
Ernakulam,AashirvadCineplexxGrandCentreMallMuvattupuzha,Malayalam,18:30,Platinum,₹180,39,7
Ernakulam,AashirvadCineplexxGrandCentreMallMuvattupuzha,Malayalam,18:30,Gold,₹160,105,7
Thrissur,VbCinemas4KRgbLaserAtmosThriprayar,Malayalam,18:30,Reclainer,₹300,8,0
Thrissur,VbCinemas4KRgbLaserAtmosThriprayar,Malayalam,18:30,Gold,₹200,34,0
Thrissur,VbCinemas4KRgbLaserAtmosThriprayar,Malayalam,18:30,Royal,₹170,68,0
Thrissur,VbCinemas4KRgbLaserAtmosThriprayar,Malayalam,18:30,Club,₹100,69,0
Malappuram,DreambigSakthiTheatrePonnani,Malayalam,18:30,Executive,₹120,152,0
Malappuram,KarthikaMoviesAC4KDolbyAtmosValanchery,Malayalam,18:30,PearlCircle,₹110,215,4
Thrissur,SurabhiMovies4K3DChalakudy,Malayalam,18:30,Box,₹139,20,20
Thrissur,SurabhiMovies4K3DChalakudy,Malayalam,18:30,Gold,₹129,295,40
Palakkad,LadderCinemasOttapalam,Malayalam,18:30,Executive,₹150,214,0
Trivandrum,GreenfieldMoviemaxCinemasTrivandrum,Malayalam,19:00,Executive,₹150,145,0
Wayanad,MintCinemasAC2K3DSulthanBathery,Malayalam,19:00,Platinum,₹129.7,44,0
Wayanad,MintCinemasAC2K3DSulthanBathery,Malayalam,19:00,Gold,₹110,82,0
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Malayalam,19:00,Platinum,₹100,111,27
Malappuram,LeenaTheatre4K3DDolbyAtmosKottakkal,Malayalam,19:00,Executive,₹129.8,309,2
Ernakulam,PvrForumMallKochi,Malayalam,19:10,Recliner,₹350,10,1
Ernakulam,PvrForumMallKochi,Malayalam,19:10,Elite,₹180,94,1
Ernakulam,PvrForumMallKochi,Malayalam,19:10,Prime,₹170,48,1
Ernakulam,PvrForumMallKochi,Malayalam,19:10,Classic,₹160,32,0
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Malayalam,19:15,Gold,₹150,51,0
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Malayalam,19:15,Executive,₹130,152,0
Kozhikode,One2OnePlusFilmCity4K3DDolbyAtmosVadakara,Malayalam,19:30,Screen2,₹129.8,164,0
Kasaragod,MoviemaxCircleKasaragod,Malayalam,19:30,Max3,₹129.8,289,9
Kasaragod,KaveriCinemasACDtsDolbyKarmamthody,Malayalam,19:30,Standard,₹110,145,5
Kozhikode,ArcCoronation4KDolbyAtmos,Malayalam,19:30,Elite,₹160,146,28
Malappuram,LadderCinemasIndianMall,Malayalam,19:30,Executive,₹150,74,3
Kannur,SumangaliCinemasAnnurRoad,Malayalam,19:30,DiamondCircle,₹130,141,0
Kannur,AlinkeelCinemas2KAtmos71Taliparamba,Malayalam,19:45,Reserved,₹129.8,190,0
Kasaragod,DeepthiCinemasAC2KDolbyAtmosKanhangad,Malayalam,20:15,Gold,₹150,204,19
Palakkad,AromaScreen2Palakkad,Malayalam,21:00,KingCircle,₹129,235,6
Thrissur,JosTheatre4KRgbLaserAtmosThrissur,Malayalam,21:00,Sofa,₹230,18,6
Thrissur,JosTheatre4KRgbLaserAtmosThrissur,Malayalam,21:00,Club,₹150,282,13
Wayanad,MaruthiECinemas4KAtmosMananthavady,Malayalam,21:00,Sofa,₹140,60,0
Wayanad,MaruthiECinemas4KAtmosMananthavady,Malayalam,21:00,Executive,₹110,298,0
Pathanamthitta,TrinityMovieMaxPathanamthitta,Malayalam,21:15,Special,₹130,110,6
Palakkad,AlexMoviesPattambi,Malayalam,21:15,AnnSquare,₹110,243,0
Trivandrum,SwaramLayamCinemasKattakada,Malayalam,21:30,Swaram,₹129.8,193,0
Trivandrum,NewTheatre4KRgbLaserDolbyAtmosTrivandrum,Malayalam,21:30,Elite,₹150,173,5
Wayanad,MintCinemasAC2K3DSulthanBathery,Malayalam,21:30,Platinum,₹129.7,44,0
Wayanad,MintCinemasAC2K3DSulthanBathery,Malayalam,21:30,Gold,₹110,82,0
Kannur,LibertyParadiseThalassery,Malayalam,21:30,Gold,₹129.8,214,139
Thrissur,MasMoviesIrinjalakuda,Malayalam,21:30,Silver,₹129,207,0
