State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kerala,Trivandrum,"BMS|KairaliSreeNilaRgbLaser4KDolbyAtmos",Malayalam,11:15,Platinum,₹125,259,71
Kerala,Kollam,"BMS|AshokCineHouseParavur",Malayalam,11:30,Audi2,₹150,98,0
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",Malayalam,11:30,Recliner,₹400,27,1
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",Malayalam,11:30,Premium,₹180,165,11
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",Malayalam,11:30,Executive,₹100,40,0
Kerala,Irinjalakuda,"PTM|ChembakasseryCinemas4K3DDolbyAtmos",Malayalam,11:30,RoyalCircle,₹129.8,213,13
Kerala,Mukkam,"PTM|PeeCeeTalkies4KAtmosMukkam",Malayalam,11:30,Executive,₹110,139,15
Kerala,Alappuzha,"BMS|KairaliSreeTheaterAlappuzha",Malayalam,14:15,Platinum,₹125,305,0
Kerala,Kollam,"BMS|AshokCineHouseParavur",Malayalam,14:30,Audi2,₹150,98,0
Kerala,Kochi,"BMS|KairaliSreeTheaterNorthParvur",Malayalam,14:30,Platinum,₹105,245,1
Kerala,Alappuzha,"BMS|CherthalaKairaliSreeTheatre",Malayalam,14:30,Platinum,₹125,262,0
Kerala,Mukkam,"PTM|PeeCeeTalkies4KAtmosMukkam",Malayalam,14:45,Executive,₹110,139,15
Kerala,Chalakudy,"PTM|SurabhiMovies4K3DChalakudy",Malayalam,15:00,Box,₹139,20,20
Kerala,Chalakudy,"PTM|SurabhiMovies4K3DChalakudy",Malayalam,15:00,Gold,₹129,295,41
Kerala,Mukkam,"PTM|PeeCeeTalkies4KAtmosMukkam",Malayalam,18:00,Executive,₹110,139,15
Kerala,Trivandrum,"PTM|SriKalidasMPlex4KRgbLaserDolbyAtmosThoongamparaKattakada",Malayalam,18:15,Platinumrecliner,₹400,13,5
Kerala,Trivandrum,"PTM|SriKalidasMPlex4KRgbLaserDolbyAtmosThoongamparaKattakada",Malayalam,18:15,Gold,₹180,225,56
Kerala,Trivandrum,"PTM|SriKalidasMPlex4KRgbLaserDolbyAtmosThoongamparaKattakada",Malayalam,18:15,Silver,₹150,51,0
Kerala,Trivandrum,"BMS|KairaliSreeNilaRgbLaser4KDolbyAtmos",Malayalam,18:15,Platinum,₹125,259,29
Kerala,Kollam,"BMS|AshokCineHouseParavur",Malayalam,18:30,Audi2,₹150,98,0
Kerala,Mukkam,"PTM|PeeCeeTalkies4KAtmosMukkam",Malayalam,21:00,Executive,₹110,139,15
Kerala,Kollam,"BMS|AshokCineHouseParavur",Malayalam,21:30,Audi2,₹150,98,0
Kerala,Trivandrum,"PTM|SriKalidasMPlex4KRgbLaserDolbyAtmosThoongamparaKattakada",Malayalam,21:30,Platinumrecliner,₹400,13,4
Kerala,Trivandrum,"PTM|SriKalidasMPlex4KRgbLaserDolbyAtmosThoongamparaKattakada",Malayalam,21:30,Gold,₹180,225,64
Kerala,Trivandrum,"PTM|SriKalidasMPlex4KRgbLaserDolbyAtmosThoongamparaKattakada",Malayalam,21:30,Silver,₹150,51,0
