District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Ernakulam,JmMoviesJoshMallMookkannoorAngamaly,Malayalam,10:00,Gold,₹129,120,0
Ernakulam,JmMoviesJoshMallMookkannoorAngamaly,Malayalam,10:00,Platinum,₹160,16,2
Thrissur,AppasTheatreGuruvayur,Malayalam,12:00,Gold,₹129.8,160,0
Thrissur,AppasTheatreGuruvayur,Malayalam,12:00,Silver,₹110,391,0
Ernakulam,Kanoos2KRavipuram,Malayalam,12:00,Diamond,₹110,186,2
Ernakulam,JmMoviesJoshMallMookkannoorAngamaly,Malayalam,12:15,Gold,₹129,120,0
Ernakulam,JmMoviesJoshMallMookkannoorAngamaly,Malayalam,12:15,Platinum,₹160,16,0
Ernakulam,PvrForumMallKochi,Malayalam,12:20,Elite,₹170,85,3
Ernakulam,PvrForumMallKochi,Malayalam,12:20,Classic,₹150,22,0
Ernakulam,PvrLuluKochi,Malayalam,13:10,Recliner,₹300,14,4
Ernakulam,PvrLuluKochi,Malayalam,13:10,Prime,₹160,125,13
Ernakulam,PvrLuluKochi,Malayalam,13:10,ClassicPlus,₹140,108,17
Ernakulam,PvrLuluKochi,Malayalam,13:10,Classic,₹110,54,0
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,13:30,Recliner,₹450,29,0
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,13:30,Premium,₹220,135,3
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,13:30,Executive,₹150,27,3
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,13:30,Lounger,₹250,24,1
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,13:40,Normal,₹110,26,3
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,13:40,Executive,₹140,39,6
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,13:40,Premium,₹160,86,8
Idukki,AashirvadCineplexxThodupuzha,Malayalam,14:00,Gold,₹185,11,0
Idukki,AashirvadCineplexxThodupuzha,Malayalam,14:00,Silver,₹155,91,9
Idukki,GmaxCinemasThodupuzha,Malayalam,14:30,Box,₹180,3,3
Idukki,GmaxCinemasThodupuzha,Malayalam,14:30,Blue,₹140,174,8
Kollam,GmaxCinemasJerome3D71JblKollam,Malayalam,14:30,Blue,₹160,170,28
Palakkad,KrvMoviesKottayi,Malayalam,14:30,FirstClass,₹110,125,1
Kottayam,UgmCinemasEttumanoor,Malayalam,14:45,Platinum,₹250,16,0
Kottayam,UgmCinemasEttumanoor,Malayalam,14:45,Gold,₹150,171,1
Ernakulam,EvmCinemaAC4KRgbLaser3DPerumbavoor,Malayalam,15:45,Executive1,₹174.25,4,0
Ernakulam,EvmCinemaAC4KRgbLaser3DPerumbavoor,Malayalam,15:45,Deluxe,₹149.15,98,0
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,16:05,Silver,₹200,26,2
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,16:05,Gold,₹220,65,1
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,16:05,Platinum,₹240,40,2
Ernakulam,PvrOberonMallKochi,Malayalam,16:25,ClassicPlus,₹170,81,27
Ernakulam,PvrOberonMallKochi,Malayalam,16:25,Classic,₹140,36,0
Trivandrum,ArtechCinemasTrivandrum,Malayalam,17:00,Platinum,₹200,106,4
Trivandrum,ArtechCinemasTrivandrum,Malayalam,17:00,Silver,₹180,90,0
Kozhikode,ArcCoronation4KDolbyAtmos,Malayalam,17:30,Elite,₹160,146,12
Thrissur,AppasTheatreGuruvayur,Malayalam,18:00,Gold,₹129.8,160,0
Thrissur,AppasTheatreGuruvayur,Malayalam,18:00,Silver,₹110,391,0
Idukki,GmaxCinemasThodupuzha,Malayalam,18:00,Box,₹180,3,3
Idukki,GmaxCinemasThodupuzha,Malayalam,18:00,Blue,₹140,174,0
Ernakulam,JmMoviesJoshMallMookkannoorAngamaly,Malayalam,18:00,Gold,₹129,120,0
Ernakulam,JmMoviesJoshMallMookkannoorAngamaly,Malayalam,18:00,Platinum,₹160,16,0
Palakkad,KrvMoviesKottayi,Malayalam,18:15,FirstClass,₹110,125,0
Kollam,GmaxCinemasJerome3D71JblKollam,Malayalam,18:30,Blue,₹180,170,34
Trivandrum,GreenfieldMoviemaxCinemasTrivandrum,Malayalam,18:45,Executive,₹150,132,12
Ernakulam,Kanoos2KRavipuram,Malayalam,19:00,Diamond,₹110,186,4
Kannur,ShanthiCinemasPayyanur,Malayalam,19:30,Platinum,₹130,314,32
Thrissur,InoxSobhaCityMall,Malayalam,19:55,RoyalRecliner,₹350,10,10
Thrissur,InoxSobhaCityMall,Malayalam,19:55,Club,₹190,66,52
Thrissur,InoxSobhaCityMall,Malayalam,19:55,Royal,₹190,28,28
Thrissur,InoxSobhaCityMall,Malayalam,19:55,Executive,₹130,22,0
Ernakulam,JmMoviesJoshMallMookkannoorAngamaly,Malayalam,20:15,Gold,₹129,120,3
Ernakulam,JmMoviesJoshMallMookkannoorAngamaly,Malayalam,20:15,Platinum,₹160,16,3
Idukki,GmaxCinemasThodupuzha,Malayalam,21:00,Box,₹180,3,3
Idukki,GmaxCinemasThodupuzha,Malayalam,21:00,Blue,₹140,174,0
Kollam,GmaxCinemasJerome3D71JblKollam,Malayalam,21:30,Blue,₹180,170,27
Palakkad,KrvMoviesKottayi,Malayalam,21:30,FirstClass,₹110,125,0
Ernakulam,Kanoos2KRavipuram,Malayalam,21:50,Diamond,₹110,186,10
Ernakulam,PvrForumMallKochi,Malayalam,22:00,LuxePrime,₹550,42,32
Ernakulam,PvrForumMallKochi,Malayalam,22:00,Luxe,₹400,16,0
Trivandrum,PvrLuluTrivandrum,Malayalam,22:00,Recliner,₹350,7,6
Trivandrum,PvrLuluTrivandrum,Malayalam,22:00,Prime,₹190,51,46
Trivandrum,PvrLuluTrivandrum,Malayalam,22:00,Classic,₹140,70,31
Ernakulam,PvrLuluKochi,Malayalam,22:40,Recliner,₹450,54,8
