City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Thrissur,MasMoviesIrinjalakuda,Malayalam,10:30,Silver,₹129,207,125
Kollam,GmaxCinemasJerome3D7Point1JBLKollam,Malayalam,11:15,Green,₹160,86,7
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,13:30,Silver,₹99,26,0
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,13:30,Gold,₹99,65,12
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,13:30,Platinum,₹99,40,14
Ernakulam,PVRLuluKochi,Malayalam,13:55,Recliner,₹199,9,3
Ernakulam,PVRLuluKochi,Malayalam,13:55,Classic,₹99,39,2
Ernakulam,PVRLuluKochi,Malayalam,13:55,ClassicPlus,₹99,91,16
Ernakulam,PVRLuluKochi,Malayalam,13:55,Prime,₹99,64,23
Ernakulam,ManuDMaxCinemasPuthenvelikkara,Malayalam,15:00,Diamond,₹110,252,0
Thrissur,MasMoviesIrinjalakuda,Malayalam,17:00,Silver,₹129,207,3
Thrissur,DCINEMAAMUGHALMALLBARCO4KLASERKODUNGALLUR,Malayalam,17:30,Platinum,₹250,10,0
Thrissur,DCINEMAAMUGHALMALLBARCO4KLASERKODUNGALLUR,Malayalam,17:30,Gold,₹150,172,6
Ernakulam,ManuDMaxCinemasPuthenvelikkara,Malayalam,18:30,Diamond,₹110,252,0
Thrissur,AshokaTheatreVadanappally,Malayalam,18:30,Gold,₹130,264,0
Thrissur,INOXSobhaCityMall,Malayalam,18:55,RoyalRecliner,₹199,10,2
Thrissur,INOXSobhaCityMall,Malayalam,18:55,Club,₹99,66,4
Thrissur,INOXSobhaCityMall,Malayalam,18:55,Executive,₹99,22,0
Thrissur,INOXSobhaCityMall,Malayalam,18:55,Royal,₹99,28,26
Ernakulam,PVRForumMallKochi,Malayalam,19:00,Classic,₹99,22,7
Ernakulam,PVRForumMallKochi,Malayalam,19:00,Elite,₹99,85,76
Trivandrum,PVRLuluTrivandrum,Malayalam,19:10,Recliner,₹400,8,0
Trivandrum,PVRLuluTrivandrum,Malayalam,19:10,Prime,₹210,34,5
Trivandrum,PVRLuluTrivandrum,Malayalam,19:10,Classic,₹180,65,17
Ernakulam,ManuDMaxCinemasPuthenvelikkara,Malayalam,21:30,Diamond,₹110,252,1
Thrissur,AshokaTheatreVadanappally,Malayalam,21:30,Gold,₹130,264,0
Thrissur,ChembakasseryCinemas4K3DDolbyAtmos,Malayalam,10:00,RoyalCircle,₹129.8,213,0
Thrissur,ChembakasseryCinemas4K3DDolbyAtmos,Malayalam,10:30,RoyalCircle,₹129.8,270,0
Thrissur,ChembakasseryCinemas4K3DDolbyAtmos,Malayalam,20:00,RoyalCircle,₹129.8,270,17
Thrissur,DCinemas4KChalakudy,Malayalam,20:30,Platinum,₹300,5,3
Thrissur,DCinemas4KChalakudy,Malayalam,20:30,Gold,₹150,239,21
