District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Trivandrum,PvrLuluTrivandrum,English,10:35,Prime,₹330,32,4
Trivandrum,PvrLuluTrivandrum,English,10:35,Classic,₹280,48,0
Ernakulam,GCinemasFortKochi4KDolbyAtmos,English,11:00,Gold3D,₹180,182,0
Ernakulam,PvrForumMallKochi,English,11:00,Recliner,₹330,10,0
Ernakulam,PvrForumMallKochi,English,11:00,Elite,₹190,111,16
Ernakulam,PvrForumMallKochi,English,11:00,Classic,₹170,24,0
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,English,11:00,Recliner,₹400,102,11
Trivandrum,GreenfieldMoviemaxCinemasTrivandrum,English,11:00,Executive3D,₹180,132,8
Palakkad,VrindavanTheatreKozhinjampara,Tamil,11:00,Platinum,₹140,189,184
Ernakulam,CinepolisCentreSquareMallKochi,English,11:15,Normal,₹170,30,10
Ernakulam,CinepolisCentreSquareMallKochi,English,11:15,Executive,₹190,45,0
Ernakulam,CinepolisCentreSquareMallKochi,English,11:15,Premium,₹200,96,4
Ernakulam,AashirvadCineplexxGrandCentreMallMuvattupuzha,English,11:15,Recliner,₹310,8,0
Ernakulam,AashirvadCineplexxGrandCentreMallMuvattupuzha,English,11:15,Platinum,₹180,27,0
Ernakulam,AashirvadCineplexxGrandCentreMallMuvattupuzha,English,11:15,Gold,₹160,63,0
Idukki,AashirvadCineplexxThodupuzha,English,11:15,Platinum,₹210,19,0
Idukki,AashirvadCineplexxThodupuzha,English,11:15,Gold,₹185,73,5
Idukki,AashirvadCineplexxThodupuzha,English,11:15,Silver,₹155,124,0
Thrissur,InoxSobhaCityMall,English,11:20,RoyalRecliner,₹230,15,2
Thrissur,InoxSobhaCityMall,English,11:20,Club,₹160,221,4
Thrissur,InoxSobhaCityMall,English,11:20,Royal,₹160,44,22
Thrissur,InoxSobhaCityMall,English,11:20,Executive,₹130,36,0
Palakkad,SathyaMovieHouse3DDolbyAtmosPalakkad,English,11:30,FirstClass3D,₹160,527,0
