City,Time(IST),Name,Area,Price,Capacity,Booked,Language,Format
Ernakulam,10:00,MYCinemasKSRTComplexAngamalyKerala,Gold,₹130,202,43,Malayalam,2D
Kannur,10:00,AlakodeFilmCity4KDolbyAtmos,Nakshatra,₹160,212,12,Malayalam,2D
Kannur,10:00,BabyCinemasKuthuparamba,Standard,₹130,168,10,Malayalam,2D
Kozhikode,10:15,PalaxiCinemasHiLITEMALLKozhikode,Recliner,₹400,55,4,Malayalam,2D
Kozhikode,10:15,PalaxiCinemasHiLITEMALLKozhikode,Premium,₹99,169,52,Malayalam,2D
Kozhikode,10:15,PalaxiCinemasHiLITEMALLKozhikode,Executive,₹99,75,5,Malayalam,2D
Kozhikode,10:15,PalaxiCinemasHiLITEMALLKozhikode,Lounger,₹200,32,5,Malayalam,2D
Kannur,10:15,ArchanaCineplexRGBLaser4K3DATMOSPayyanur,Standard,₹129.7,278,19,Malayalam,2D
Kannur,10:15,ShanthiCinemasPayyanur,Platinum,₹130,314,35,Malayalam,2D
Trivandrum,10:15,GreenfieldMoviemaxCinemasTrivandrum,Executive,₹160,132,0,Malayalam,2D
Kozhikode,10:30,AshokCNC4KDolbyAtmosTrippleBeam3DVadakara,Platinum,₹129.8,120,10,Malayalam,2D
Trivandrum,10:30,ArtechCinemasTrivandrum,Platinum,₹200,106,4,Malayalam,2D
Trivandrum,10:30,ArtechCinemasTrivandrum,Silver,₹180,90,0,Malayalam,2D
Kollam,10:30,KrishnaAC2KDolby7Point1Karunagappally,Platinum,₹170,54,2,Malayalam,2D
Kollam,10:30,KrishnaAC2KDolby7Point1Karunagappally,Gold,₹125,251,25,Malayalam,2D
Kasaragod,10:30,MoviemaxCircleKasaragod,Max3,₹129.8,289,20,Malayalam,2D
Kollam,10:30,MYCinemasHJComplexKarunagapally,Classic,₹150,194,25,Malayalam,2D
Kasaragod,10:30,DeepthiCinemasAC2KDolbyAtmosKanhangad,Gold,₹150,204,19,Malayalam,2D
Kasaragod,10:30,VGMMultiplexAC2K7Point1Dolby,VgmGreen,₹190,160,24,Malayalam,2D
Kasaragod,10:30,MagicFramesMehboobTheatreComplex4KKasaragod,Executive,₹129.7,222,27,Malayalam,2D
Kottayam,10:30,AnuAbhinayaCineplex4KDolby7Point1Changanassery,Platinum,₹150,90,14,Malayalam,2D
Kottayam,10:30,AnuAbhinayaCineplex4KDolby7Point1Changanassery,Gold,₹140,180,4,Malayalam,2D
Kottayam,10:30,AnuAbhinayaCineplex4KDolby7Point1Changanassery,Silver,₹110,20,0,Malayalam,2D
Kannur,10:30,MagicFramesDowntownMallThalassery,Gold,₹160,136,10,Malayalam,2D
Kottayam,10:45,AbhilashTheatre4KKottayam,Royal,₹180,16,5,Malayalam,2D
Kottayam,10:45,AbhilashTheatre4KKottayam,Platinum,₹160,252,14,Malayalam,2D
Kottayam,10:45,AbhilashTheatre4KKottayam,Gold,₹140,413,1,Malayalam,2D
Kottayam,10:45,AbhilashTheatre4KKottayam,Silver,₹110,54,0,Malayalam,2D
Pathanamthitta,10:45,TrinityMovieMaxPathanamthitta,Balcony,₹190,150,15,Malayalam,2D
Pathanamthitta,10:45,TrinityMovieMaxPathanamthitta,Special,₹150,100,4,Malayalam,2D
Kannur,10:45,AlinkeelCinemas2KAtmos7Point1Taliparamba,Reserved,₹129.8,277,0,Malayalam,2D
Kannur,10:45,AlinkeelCinemas2KAtmos7Point1Taliparamba,Balcony,₹150,219,0,Malayalam,2D
Kozhikode,10:45,EMaxCinemasDolbyAtmosRGBLaserCalicut,Audi2,₹160,165,1,Malayalam,2D
Pathanamthitta,11:00,NewJacobsCinemasEnhanced4KThiruvalla,Platinum,₹120,98,1,Malayalam,2D
Pathanamthitta,11:00,NewJacobsCinemasEnhanced4KThiruvalla,Gold,₹110,188,2,Malayalam,2D
