District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kozhikode,KairaliSreeTheatreKozhikode,Malayalam,11:00,SreeGold,₹150,311,0
Ernakulam,GCinemasKothamangalam4K3DDolbyAtmos,Malayalam,11:00,Standard,₹150,279,1
Kozhikode,PeeCeeTalkies4KAtmosMukkam,Malayalam,11:30,Executive,₹110,294,46
Ernakulam,KairaliSreeTheaterNorthParvur,Malayalam,11:30,Platinum,₹105,245,3
Thrissur,RamdasMovieHouseThrissur,Malayalam,12:00,DiamondCircle,₹150,51,3
Thrissur,RamdasMovieHouseThrissur,Malayalam,12:00,PearlCircle,₹110,245,15
Trivandrum,PvrLuluTrivandrum,Malayalam,12:30,Recliner,₹300,7,2
Trivandrum,PvrLuluTrivandrum,Malayalam,12:30,Prime,₹160,51,3
Trivandrum,PvrLuluTrivandrum,Malayalam,12:30,Classic,₹140,70,0
Kozhikode,ArcCoronation4KDolbyAtmos,Malayalam,12:30,Elite,₹160,146,4
Ernakulam,PvrForumMallKochi,Malayalam,13:20,Recliner,₹350,10,2
Ernakulam,PvrForumMallKochi,Malayalam,13:20,Elite,₹170,111,12
Ernakulam,PvrForumMallKochi,Malayalam,13:20,Classic,₹150,24,0
Palakkad,NewAromaTheatrePalakkad,Malayalam,14:15,PlatinumCircle,₹129,200,7
Palakkad,NewAromaTheatrePalakkad,Malayalam,14:15,DiamondCircle,₹110,229,0
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,14:25,Silver,₹200,26,0
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,14:25,Gold,₹220,65,0
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,14:25,Platinum,₹240,40,0
Trivandrum,KairaliSreeNilaRgbLaser4KDolbyAtmos,Malayalam,14:30,Platinum,₹125,310,4
Trivandrum,PvrLuluTrivandrum,Malayalam,14:45,Recliner,₹300,7,0
Trivandrum,PvrLuluTrivandrum,Malayalam,14:45,Prime,₹160,51,2
Trivandrum,PvrLuluTrivandrum,Malayalam,14:45,Classic,₹140,70,1
Kozhikode,PeeCeeTalkies4KAtmosMukkam,Malayalam,14:45,Executive,₹110,294,46
Alappuzha,SnTheatreHaripad,Malayalam,14:45,Screen1,₹110,175,0
Thrissur,AppasTheatreGuruvayur,Malayalam,15:00,Gold,₹129.8,160,0
Thrissur,AppasTheatreGuruvayur,Malayalam,15:00,Silver,₹110,391,0
Kozhikode,PeeCeeTalkies4KAtmosMukkam,Malayalam,18:00,Executive,₹110,294,46
Trivandrum,GreenfieldMoviemaxCinemasTrivandrum,Malayalam,19:00,Executive,₹150,132,0
Trivandrum,PvrLuluTrivandrum,Malayalam,19:35,Recliner,₹300,7,5
Trivandrum,PvrLuluTrivandrum,Malayalam,19:35,Prime,₹160,51,12
Trivandrum,PvrLuluTrivandrum,Malayalam,19:35,Classic,₹140,70,4
Ernakulam,PvrOberonMallKochi,Malayalam,20:30,ClassicPlus,₹140,81,28
Ernakulam,PvrOberonMallKochi,Malayalam,20:30,Classic,₹120,36,3
Palakkad,NewAromaTheatrePalakkad,Malayalam,21:00,PlatinumCircle,₹129,200,2
Palakkad,NewAromaTheatrePalakkad,Malayalam,21:00,DiamondCircle,₹110,229,1
Thrissur,AppasTheatreGuruvayur,Malayalam,21:00,Gold,₹129.8,160,0
Thrissur,AppasTheatreGuruvayur,Malayalam,21:00,Silver,₹110,391,0
Kozhikode,PeeCeeTalkies4KAtmosMukkam,Malayalam,21:00,Executive,₹110,294,46
Kozhikode,KairaliSreeTheatreKozhikode,Malayalam,21:00,SreeGold,₹150,311,0
Thrissur,InoxSobhaCityMall,Malayalam,21:50,RoyalRecliner,₹290,10,2
Thrissur,InoxSobhaCityMall,Malayalam,21:50,Club,₹170,63,3
Thrissur,InoxSobhaCityMall,Malayalam,21:50,Royal,₹170,28,13
Thrissur,InoxSobhaCityMall,Malayalam,21:50,Executive,₹130,22,0
Ernakulam,PvrLuluKochi,Malayalam,22:15,Recliner,₹350,10,9
Ernakulam,PvrLuluKochi,Malayalam,22:15,Prime,₹160,68,16
Ernakulam,PvrLuluKochi,Malayalam,22:15,ClassicPlus,₹140,91,17
Ernakulam,PvrLuluKochi,Malayalam,22:15,Classic,₹110,39,0
