State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,09:25,Recliner,₹350,8,0
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,09:25,Elite,₹170,125,27
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,09:25,Classic,₹150,14,0
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",Malayalam,09:50,Normal,₹180,27,24
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",Malayalam,09:50,Executive,₹200,78,4
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",Malayalam,09:50,Premium,₹220,41,0
Kerala,Kollam,"BMS|LmCinemas4K3DDolby71Chathannoor",Malayalam,10:00,Audi2,₹170,101,0
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Malayalam,10:15,Normal,₹140,26,3
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Malayalam,10:15,Executive,₹160,39,2
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Malayalam,10:15,Premium,₹190,86,22
Kerala,Kasaragod,"BMS|MoviemaxCircleKasaragod",Malayalam,10:30,Max3,₹129.8,289,4
Kerala,Trivandrum,"BMS|GreenfieldMoviemaxCinemasTrivandrum",Malayalam,10:30,Executive,₹150,119,15
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,10:50,RoyalRecliner,₹200,10,0
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,10:50,Club,₹130,155,0
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,10:50,Royal,₹130,32,12
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,10:50,Executive,₹100,26,0
Kerala,Kozhikode,"BMS|KairaliSreeTheatreKozhikode",Malayalam,11:00,SreeGold,₹150,311,33
Kerala,Kothamangalam,"BMS|GCinemasKothamangalam4K3DDolbyAtmos",Malayalam,11:00,Standard,₹150,279,30
Kerala,Kochi,"BMS|GCinemasFortKochi4KDolbyAtmos",Malayalam,11:00,Gold,₹150,182,2
Kerala,Angamaly,"BMS|MyCinemasKsrtComplexAngamalyKerala",Malayalam,11:00,GoldOffline,₹100,203,32
Kerala,Kozhikode,"BMS|EMaxCinemasDolbyAtmosRgbLaserCalicut",Malayalam,11:00,Audi3,₹160,151,25
Kerala,SultanBathery,"PTM|AiswaryaAthulyaAiswaryaCineplexSulthanBathery",Malayalam,11:00,SofaSeat,₹180,16,0
Kerala,SultanBathery,"PTM|AiswaryaAthulyaAiswaryaCineplexSulthanBathery",Malayalam,11:00,GoldClass,₹110,147,0
Kerala,Haripad,"BMS|SnTheatreHaripad",Malayalam,11:15,Screen1,₹110,175,0
Kerala,Palakkad,"BMS|NewAromaTheatrePalakkad",Malayalam,11:30,PlatinumCircle,₹129,200,0
Kerala,Palakkad,"BMS|NewAromaTheatrePalakkad",Malayalam,11:30,DiamondCircle,₹110,229,0
Kerala,Kollam,"BMS|GmaxCinemasJerome3D71JblKollam",Malayalam,11:30,Red,₹160,279,19
