District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kozhikode,KairaliSreeTheatreKozhikode,Malayalam,11:00,SreeGold,₹150,311,2
Ernakulam,GCinemasKothamangalam4K3DDolbyAtmos,Malayalam,11:00,Standard,₹150,279,0
Kozhikode,PeeCeeTalkies4KAtmosMukkam,Malayalam,11:30,Executive,₹110,294,46
Ernakulam,KairaliSreeTheaterNorthParvur,Malayalam,11:30,Platinum,₹105,245,0
Thrissur,RamdasMovieHouseThrissur,Malayalam,12:00,DiamondCircle,₹150,51,0
Thrissur,RamdasMovieHouseThrissur,Malayalam,12:00,PearlCircle,₹110,245,2
Trivandrum,PvrLuluTrivandrum,Malayalam,12:30,Recliner,₹300,7,0
Trivandrum,PvrLuluTrivandrum,Malayalam,12:30,Prime,₹160,51,11
Trivandrum,PvrLuluTrivandrum,Malayalam,12:30,Classic,₹140,70,2
Kozhikode,ArcCoronation4KDolbyAtmos,Malayalam,12:30,Elite,₹160,146,5
Ernakulam,PvrForumMallKochi,Malayalam,13:20,Recliner,₹199,10,4
Ernakulam,PvrForumMallKochi,Malayalam,13:20,Classic,₹99,24,0
Ernakulam,PvrForumMallKochi,Malayalam,13:20,Elite,₹99,111,37
Palakkad,NewAromaTheatrePalakkad,Malayalam,14:15,PlatinumCircle,₹129,200,1
Palakkad,NewAromaTheatrePalakkad,Malayalam,14:15,DiamondCircle,₹110,229,2
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,14:25,Silver,₹200,26,2
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,14:25,Gold,₹220,65,9
Kozhikode,MirajCinemasBlueDiamondMallCalicut,Malayalam,14:25,Platinum,₹240,40,4
Trivandrum,KairaliSreeNilaRgbLaser4KDolbyAtmos,Malayalam,14:30,Platinum,₹125,310,8
Trivandrum,GreenfieldMoviemaxCinemasTrivandrum,Malayalam,14:40,Executive,₹150,132,0
Kozhikode,PeeCeeTalkies4KAtmosMukkam,Malayalam,14:45,Executive,₹110,294,46
Trivandrum,PvrLuluTrivandrum,Malayalam,14:45,Recliner,₹300,7,2
Trivandrum,PvrLuluTrivandrum,Malayalam,14:45,Prime,₹160,51,0
Trivandrum,PvrLuluTrivandrum,Malayalam,14:45,Classic,₹140,70,0
Thrissur,AppasTheatreGuruvayur,Malayalam,15:00,Gold,₹129.8,160,0
Thrissur,AppasTheatreGuruvayur,Malayalam,15:00,Silver,₹110,391,0
Alappuzha,SnTheatreHaripad,Malayalam,15:00,Screen1,₹110,175,0
Kozhikode,PeeCeeTalkies4KAtmosMukkam,Malayalam,18:00,Executive,₹110,294,46
Trivandrum,GreenfieldMoviemaxCinemasTrivandrum,Malayalam,19:00,Executive,₹150,132,0
Trivandrum,PvrLuluTrivandrum,Malayalam,19:35,Recliner,₹300,7,2
Trivandrum,PvrLuluTrivandrum,Malayalam,19:35,Prime,₹160,51,8
Trivandrum,PvrLuluTrivandrum,Malayalam,19:35,Classic,₹140,70,4
Ernakulam,PvrOberonMallKochi,Malayalam,20:30,Classic,₹99,36,1
Ernakulam,PvrOberonMallKochi,Malayalam,20:30,ClassicPlus,₹99,81,34
Palakkad,NewAromaTheatrePalakkad,Malayalam,21:00,PlatinumCircle,₹129,200,0
Palakkad,NewAromaTheatrePalakkad,Malayalam,21:00,DiamondCircle,₹110,229,0
Kozhikode,PeeCeeTalkies4KAtmosMukkam,Malayalam,21:00,Executive,₹110,294,46
Thrissur,AppasTheatreGuruvayur,Malayalam,21:00,Gold,₹129.8,160,0
Thrissur,AppasTheatreGuruvayur,Malayalam,21:00,Silver,₹110,391,0
Kozhikode,KairaliSreeTheatreKozhikode,Malayalam,21:00,SreeGold,₹150,311,0
Thrissur,InoxSobhaCityMall,Malayalam,21:50,RoyalRecliner,₹199,10,0
Thrissur,InoxSobhaCityMall,Malayalam,21:50,Club,₹99,63,2
Thrissur,InoxSobhaCityMall,Malayalam,21:50,Executive,₹99,22,0
Thrissur,InoxSobhaCityMall,Malayalam,21:50,Royal,₹99,28,19
Ernakulam,PvrLuluKochi,Malayalam,22:15,Recliner,₹350,10,7
Ernakulam,PvrLuluKochi,Malayalam,22:15,Prime,₹160,68,14
Ernakulam,PvrLuluKochi,Malayalam,22:15,ClassicPlus,₹140,91,15
Ernakulam,PvrLuluKochi,Malayalam,22:15,Classic,₹110,39,1
