District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kannur,SumangaliCinemasAnnurRoad,Malayalam,10:30,GoldenCircle,₹130,192,1
Kasaragod,VgmMultiplexAC2K71Dolby,Malayalam,12:15,VgmRed,₹190,161,16
Trivandrum,PvrLuluTrivandrum,Malayalam,12:40,Recliner,₹199,8,2
Trivandrum,PvrLuluTrivandrum,Malayalam,12:40,Classic,₹99,65,7
Trivandrum,PvrLuluTrivandrum,Malayalam,12:40,Prime,₹99,34,18
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,13:30,Recliner,₹400,27,1
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,13:30,Premium,₹99,146,24
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,13:30,Executive,₹99,25,0
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,13:30,Lounger,₹200,22,0
Kozhikode,AlankarMoviesPerambra,Malayalam,13:30,Executive,₹150,142,9
Kozhikode,AlankarMoviesPerambra,Malayalam,16:30,Executive,₹150,142,0
Ernakulam,PvrForumMallKochi,Malayalam,16:45,Classic,₹99,22,0
Ernakulam,PvrForumMallKochi,Malayalam,16:45,Elite,₹99,85,20
Alappuzha,GanamTheatreComplexACKattanam,Malayalam,18:30,FirstClass,₹140,129,67
Kozhikode,AlankarMoviesPerambra,Malayalam,19:30,Executive,₹150,142,9
Kottayam,AbhilashTheatre4KKottayam,Malayalam,21:00,Royal,₹180,16,9
Kottayam,AbhilashTheatre4KKottayam,Malayalam,21:00,Platinum,₹150,252,0
Kottayam,AbhilashTheatre4KKottayam,Malayalam,21:00,Gold,₹130,413,3
Kottayam,AbhilashTheatre4KKottayam,Malayalam,21:00,Silver,₹110,54,0
Kottayam,UgmCinemasEttumanoor,Malayalam,21:15,Platinum,₹250,16,4
Kottayam,UgmCinemasEttumanoor,Malayalam,21:15,Gold,₹150,171,27
Alappuzha,GanamTheatreComplexACKattanam,Malayalam,21:30,FirstClass,₹140,129,67
Ernakulam,PvrLuluKochi,Malayalam,22:00,Recliner,₹199,9,9
Ernakulam,PvrLuluKochi,Malayalam,22:00,Classic,₹99,39,0
Ernakulam,PvrLuluKochi,Malayalam,22:00,ClassicPlus,₹99,91,21
Ernakulam,PvrLuluKochi,Malayalam,22:00,Prime,₹99,64,35
Wayanad,JoseTheatreMananthavady,Malayalam,18:00,Class1,₹145,195,0
Wayanad,JoseTheatreMananthavady,Malayalam,21:00,Class1,₹145,195,0
