City,Time(IST),Name,Area,Price,Capacity,Booked,Language,Format
Ernakulam,12:15,SridarMarineDriveKochi,GoldClass,₹160,150,150,Hindi,2D
Ernakulam,12:15,SridarMarineDriveKochi,ClubClass,₹140,267,267,Hindi,2D
Ernakulam,15:15,SridarMarineDriveKochi,GoldClass,₹160,150,13,Hindi,2D
Ernakulam,15:15,SridarMarineDriveKochi,ClubClass,₹140,267,0,Hindi,2D
Trivandrum,16:15,ArtechCinemasTrivandrum,Gold,₹350,13,3,Hindi,2D
Trivandrum,16:15,ArtechCinemasTrivandrum,Platinum,₹180,80,16,Hindi,2D
Trivandrum,16:15,ArtechCinemasTrivandrum,Silver,₹160,84,0,Hindi,2D
Kozhikode,16:45,PalaxiCinemasHiLITEMALLKozhikode,Recliner,₹450,29,1,Hindi,2D
Kozhikode,16:45,PalaxiCinemasHiLITEMALLKozhikode,Premium,₹220,135,1,Hindi,2D
Kozhikode,16:45,PalaxiCinemasHiLITEMALLKozhikode,Executive,₹170,27,1,Hindi,2D
Kozhikode,16:45,PalaxiCinemasHiLITEMALLKozhikode,Lounger,₹250,24,1,Hindi,2D
Ernakulam,18:15,SridarMarineDriveKochi,GoldClass,₹160,150,13,Hindi,2D
Ernakulam,18:15,SridarMarineDriveKochi,ClubClass,₹140,267,0,Hindi,2D
Ernakulam,21:15,SridarMarineDriveKochi,GoldClass,₹160,150,13,Hindi,2D
Ernakulam,21:15,SridarMarineDriveKochi,ClubClass,₹140,267,0,Hindi,2D
Trivandrum,09:30,PVRLULULuluInternationalShoppingMallTrivandrum,Classic,₹170,104,4,Hindi,2D
Trivandrum,09:30,PVRLULULuluInternationalShoppingMallTrivandrum,Prime,₹190,68,19,Hindi,2D
Trivandrum,09:30,PVRLULULuluInternationalShoppingMallTrivandrum,Recliner,₹350,7,5,Hindi,2D
Ernakulam,10:05,PVRForumMallNH47Kochi,Classic,₹150,32,0,Hindi,2D
Ernakulam,10:05,PVRForumMallNH47Kochi,Prime,₹170,48,0,Hindi,2D
Ernakulam,10:05,PVRForumMallNH47Kochi,Elite,₹190,94,21,Hindi,2D
Ernakulam,10:05,PVRForumMallNH47Kochi,Recliner,₹400,10,0,Hindi,2D
Kozhikode,10:20,CinepolisGokulamGalleriaMallArayidathupalamKozhikode,Normal,₹200,27,4,Hindi,2D
Kozhikode,10:20,CinepolisGokulamGalleriaMallArayidathupalamKozhikode,Executive,₹220,74,0,Hindi,2D
Kozhikode,10:20,CinepolisGokulamGalleriaMallArayidathupalamKozhikode,Premium,₹240,41,10,Hindi,2D
Ernakulam,10:25,CinepolisCentreSquareMallErnakulamKochi,Normal,₹140,22,4,Hindi,2D
Ernakulam,10:25,CinepolisCentreSquareMallErnakulamKochi,Executive,₹160,45,0,Hindi,2D
Ernakulam,10:25,CinepolisCentreSquareMallErnakulamKochi,Premium,₹180,95,10,Hindi,2D
Thrissur,13:20,INOXSobhaCityMallPuzhakkalThrissur,Executive,₹130,36,4,Hindi,2D
Thrissur,13:20,INOXSobhaCityMallPuzhakkalThrissur,Club,₹170,221,0,Hindi,2D
Thrissur,13:20,INOXSobhaCityMallPuzhakkalThrissur,Royal,₹170,44,18,Hindi,2D
Thrissur,13:20,INOXSobhaCityMallPuzhakkalThrissur,RoyalRecliner,₹290,15,0,Hindi,2D
Ernakulam,13:45,CinepolisVIPCentreSquareMallErnakulamKochi,VipExecutive,₹350,24,1,Hindi,2D
Ernakulam,13:45,CinepolisVIPCentreSquareMallErnakulamKochi,VipPremium,₹400,62,8,Hindi,2D
