District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Ernakulam,CasinoTalkiesAC2K3DDolbySurround71Aluva,Tamil,06:00,Daimond,₹150,442,148
Thrissur,RagamTheatre4KDolbyAtmosThrissur,Tamil,06:00,Balcony,₹150,197,187
Thrissur,RagamTheatre4KDolbyAtmosThrissur,Tamil,06:00,FirstClass,₹120,550,418
Palakkad,RavirajComplexACKozhinjampara,Tamil,06:00,Recliner,₹250,36,20
Palakkad,RavirajComplexACKozhinjampara,Tamil,06:00,FirstClass,₹110,228,124
Trivandrum,NewTheatre4KRgbLaserDolbyAtmosTrivandrum,Tamil,06:00,RoyalCircle,₹250,100,69
Trivandrum,NewTheatre4KRgbLaserDolbyAtmosTrivandrum,Tamil,06:00,FamilyCircle,₹150,349,179
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Tamil,06:00,Screen2,₹180,160,139
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Tamil,06:00,Screen2Sofa,₹260,35,35
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Tamil,06:00,Screen3,₹180,234,203
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Tamil,06:00,BalconySofa,₹260,63,63
Palakkad,CowmalyaTheatreKozhinjampara,Tamil,06:00,Gold,₹129.8,477,133
Ernakulam,KavithaTheatre4K3DDolby71Ernakulam,Tamil,06:00,GoldCircle,₹160,306,154
Ernakulam,KavithaTheatre4K3DDolby71Ernakulam,Tamil,06:00,SilverCircle,₹140,770,202
Ernakulam,KavithaTheatre4K3DDolby71Ernakulam,Tamil,06:00,Sofa,₹250,23,23
Trivandrum,SreePadmanabhaTheatre4KEastFort,Tamil,06:00,SClassRecliner,₹300,12,7
Trivandrum,SreePadmanabhaTheatre4KEastFort,Tamil,06:00,Balcony,₹150,229,143
Trivandrum,SreePadmanabhaTheatre4KEastFort,Tamil,06:00,FirstCircle,₹140,168,6
Trivandrum,SreeKaleeswarySreeSaraswathy2K3DKaliyikkav,Tamil,06:00,RoyalCircle,₹150,484,151
Trivandrum,SpCinemas2KAuro111Peyad,Tamil,06:00,GoldA,₹200,30,2
Trivandrum,SpCinemas2KAuro111Peyad,Tamil,06:00,GoldB,₹200,30,0
Trivandrum,SpCinemas2KAuro111Peyad,Tamil,06:00,Friends,₹150,413,30
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Tamil,06:00,Screen1,₹180,180,169
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Tamil,06:00,Screen1Sofa,₹260,32,32
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Tamil,06:00,Screen4,₹180,154,108
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Tamil,06:00,Screen4Sofa,₹260,15,15
Trivandrum,NewTheatre4KRgbLaserDolbyAtmosTrivandrum,Tamil,06:01,Elite,₹150,200,0
Alappuzha,AecCinemasAlappuzha,Tamil,06:05,Platinum,₹250,31,11
Alappuzha,AecCinemasAlappuzha,Tamil,06:05,Gold,₹180,195,63
Alappuzha,AecCinemasAlappuzha,Tamil,06:05,Silver,₹150,95,5
Trivandrum,GreenfieldMoviemaxCinemasTrivandrum,Tamil,06:05,Executive,₹150,145,91
Ernakulam,MCinemas4K3DDolbyAtmosVarapuzha,Tamil,06:15,Audi1,₹150,244,120
Ernakulam,MCinemas4K3DDolbyAtmosVarapuzha,Tamil,06:30,Audi2,₹150,182,41
Trivandrum,KairaliSreeNilaRgbLaser4KDolbyAtmos,Tamil,06:30,Platinum,₹125,443,179
Trivandrum,ArtechCinemasTrivandrum,Tamil,06:30,Platinum,₹200,105,48
Trivandrum,ArtechCinemasTrivandrum,Tamil,06:30,Silver,₹180,68,6
Trivandrum,PvrKripaThampanoorTrivandrum,Tamil,06:35,Classic,₹180,325,75
Ernakulam,NewCentralTalkiesDolbyAtmos2KAnd3DThripun,Tamil,06:45,Platinum,₹230,16,14
Ernakulam,NewCentralTalkiesDolbyAtmos2KAnd3DThripun,Tamil,06:45,Gold,₹170,234,82
Thrissur,InoxSobhaCityMall,Tamil,06:50,RoyalRecliner,₹270,14,8
Thrissur,InoxSobhaCityMall,Tamil,06:50,Royal,₹170,51,29
Thrissur,InoxSobhaCityMall,Tamil,06:50,Club,₹140,256,22
Thrissur,InoxSobhaCityMall,Tamil,06:50,Executive,₹110,36,0
Kollam,DevaCarnivalCinemasDMallPunalur,Tamil,07:00,Recliner,₹290,17,3
Kollam,DevaCarnivalCinemasDMallPunalur,Tamil,07:00,Silver,₹129.7,215,32
Alappuzha,AecCinemasAlappuzha,Tamil,07:00,Platinum,₹200,15,8
Alappuzha,AecCinemasAlappuzha,Tamil,07:00,Gold,₹150,98,11
Trivandrum,DreamsAttingal,Tamil,07:00,Recliner,₹350,15,10
Trivandrum,DreamsAttingal,Tamil,07:00,Sofa,₹200,120,72
Trivandrum,ThapasyaCineHouseAttingal,Tamil,07:00,Balcony,₹150,188,10
Trivandrum,ThapasyaCineHouseAttingal,Tamil,07:00,Circle,₹130,451,14
Kollam,DhanyaRemyaKollam,Tamil,07:00,Daimond,₹135,529,108
Trivandrum,SaMultiplex4KDolbyAtmosPulluvila,Tamil,07:00,Platinum,₹250,26,15
Trivandrum,SaMultiplex4KDolbyAtmosPulluvila,Tamil,07:00,Gold,₹150,216,140
Trivandrum,GreenfieldMoviemaxCinemasTrivandrum,Tamil,07:00,Gold,₹300,42,8
Kollam,ParthaMovieHouses4KAtmos,Tamil,07:00,Platinum,₹220,33,17
Kollam,ParthaMovieHouses4KAtmos,Tamil,07:00,Gold,₹150,287,138
Pathanamthitta,DhanyaRemyaPathanamthitta,Tamil,07:00,DhanyaCircle,₹135,422,121
Alappuzha,PanCinemasAlappuzha,Tamil,07:00,Platinum,₹250,34,0
Alappuzha,PanCinemasAlappuzha,Tamil,07:00,Gold,₹180,138,0
Kottayam,DhanyaRemyaChanganassery,Tamil,07:00,Dhanya,₹135,423,47
Kottayam,DhanyaRemyaKottayam,Tamil,07:00,Dhanya,₹135,465,32
Kollam,RamrajMovies,Tamil,07:00,Recliner,₹300,8,0
Kollam,RamrajMovies,Tamil,07:00,Sofa,₹200,46,5
Kollam,RamrajMovies,Tamil,07:00,Gold,₹130,255,14
Trivandrum,HarisreeTheatre4K3DDolby71Kazhakuttom,Tamil,07:00,Platinum,₹129.8,565,27
Trivandrum,HkCinemasPothencode,Tamil,07:00,Platinum,₹129.8,391,30
Trivandrum,AswathyCineplusPeringamala,Tamil,07:00,Platinum,₹250,30,16
Trivandrum,AswathyCineplusPeringamala,Tamil,07:00,Executive,₹150,417,65
Thrissur,ShivadhamCinemasUrakamThrissur,Tamil,07:00,Platinum,₹260,22,1
Thrissur,ShivadhamCinemasUrakamThrissur,Tamil,07:00,Gold,₹150,168,27
Thrissur,ShivadhamCinemasUrakamThrissur,Tamil,07:00,Silver,₹129,60,4
Trivandrum,SrCinemaVarkkala,Tamil,07:00,Balcony,₹170,96,3
