District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Hindi,10:00,Platinum,₹100,198,25
Kozhikode,CrownTheatreDolbyAtmosCalicut,Hindi,11:00,Audi2,₹160,148,25
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,11:30,Platinum,₹430,42,12
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,11:30,Gold,₹300,16,4
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,11:30,Executive,₹160,200,78
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,11:30,Economy,₹110,29,7
Ernakulam,ShenoysKochi,Hindi,12:15,Lounge,₹250,26,3
Ernakulam,ShenoysKochi,Hindi,12:15,Diamond,₹180,88,30
Ernakulam,ShenoysKochi,Hindi,12:45,Diamond,₹180,71,0
Ernakulam,ShenoysKochi,Hindi,12:45,Diamond,₹180,71,71
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,13:00,Screen1,₹160,180,107
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,13:00,Screen1Sofa,₹240,32,15
Kozhikode,CrownTheatreDolbyAtmosCalicut,Hindi,13:00,Audi2,₹160,148,38
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Hindi,13:00,Platinum,₹100,198,40
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,14:00,Platinum,₹430,42,12
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,14:00,Gold,₹300,16,4
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,14:00,Executive,₹160,200,54
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,14:00,Economy,₹110,29,7
Ernakulam,ShenoysKochi,Hindi,14:30,Lounge,₹250,26,7
Ernakulam,ShenoysKochi,Hindi,14:30,Diamond,₹180,88,36
Ernakulam,ShenoysKochi,Hindi,15:00,Diamond,₹180,71,0
Ernakulam,ShenoysKochi,Hindi,15:00,Diamond,₹180,71,71
Kozhikode,CrownTheatreDolbyAtmosCalicut,Hindi,15:00,Audi2,₹160,148,42
Ernakulam,CinepolisCentreSquareMallKochi,Hindi,15:25,Normal,₹140,13,3
Ernakulam,CinepolisCentreSquareMallKochi,Hindi,15:25,Executive,₹160,26,13
Ernakulam,CinepolisCentreSquareMallKochi,Hindi,15:25,Premium,₹190,67,23
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,15:30,Screen1,₹160,180,136
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,15:30,Screen1Sofa,₹240,32,18
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,15:55,Normal,₹220,38,13
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,15:55,Executive,₹240,69,12
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,15:55,Premium,₹240,57,18
Trivandrum,CinepolisMotTrivandrum,Hindi,16:15,Normal,₹180,34,0
Trivandrum,CinepolisMotTrivandrum,Hindi,16:15,Executive,₹200,85,21
Trivandrum,CinepolisMotTrivandrum,Hindi,16:15,PlatinumPremium,₹280,50,17
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Hindi,16:25,Platinum,₹100,230,66
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,16:30,Platinum,₹430,42,11
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,16:30,Gold,₹300,16,4
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,16:30,Executive,₹160,200,58
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,16:30,Economy,₹110,29,7
Ernakulam,PvrForumMallKochi,Hindi,16:35,Recliner,₹400,8,7
Ernakulam,PvrForumMallKochi,Hindi,16:35,Elite,₹190,111,85
Ernakulam,PvrForumMallKochi,Hindi,16:35,Classic,₹160,28,0
Kozhikode,CrownTheatreDolbyAtmosCalicut,Hindi,17:00,Audi2,₹160,148,55
Ernakulam,ShenoysKochi,Hindi,18:30,Lounge,₹250,24,4
Ernakulam,ShenoysKochi,Hindi,18:30,Diamond,₹180,243,102
Trivandrum,CinepolisMotTrivandrum,Hindi,18:35,Normal,₹180,34,2
Trivandrum,CinepolisMotTrivandrum,Hindi,18:35,Executive,₹200,85,43
Trivandrum,CinepolisMotTrivandrum,Hindi,18:35,PlatinumPremium,₹280,50,23
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,19:00,Platinum,₹430,42,14
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,19:00,Gold,₹300,16,8
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,19:00,Executive,₹160,200,150
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,19:00,Economy,₹110,29,7
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,19:00,Screen1,₹160,180,142
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,19:00,Screen1Sofa,₹240,32,32
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Hindi,19:00,Platinum,₹100,198,124
Ernakulam,PvrForumMallKochi,Hindi,19:15,LuxePrime,₹500,42,15
Ernakulam,PvrForumMallKochi,Hindi,19:15,Luxe,₹400,16,0
Kozhikode,CrownTheatreDolbyAtmosCalicut,Hindi,19:15,Audi2,₹160,148,118
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,19:30,Normal,₹200,27,4
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,19:30,Executive,₹220,78,65
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,19:30,Premium,₹240,41,23
Ernakulam,CinepolisVipCentreSquareMallKochi,Hindi,20:00,VipExecutive,₹350,22,0
Ernakulam,CinepolisVipCentreSquareMallKochi,Hindi,20:00,VipPremium,₹400,54,9
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,20:25,Normal,₹220,38,15
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,20:25,Executive,₹240,69,55
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,20:25,Premium,₹240,56,47
Ernakulam,CinepolisCentreSquareMallKochi,Hindi,20:30,Normal,₹140,13,3
Ernakulam,CinepolisCentreSquareMallKochi,Hindi,20:30,Executive,₹170,26,20
Ernakulam,CinepolisCentreSquareMallKochi,Hindi,20:30,Premium,₹200,67,55
Ernakulam,ShenoysKochi,Hindi,20:45,Lounge,₹250,24,0
Ernakulam,ShenoysKochi,Hindi,20:45,Diamond,₹180,243,0
Ernakulam,ShenoysKochi,Hindi,20:45,Lounge,₹250,24,24
Ernakulam,ShenoysKochi,Hindi,20:45,Diamond,₹180,243,243
Ernakulam,ShenoysKochi,Hindi,20:45,Lounge,₹250,24,18
Ernakulam,ShenoysKochi,Hindi,20:45,Diamond,₹180,243,171
Trivandrum,CinepolisMotTrivandrum,Hindi,20:55,Normal,₹180,34,0
Trivandrum,CinepolisMotTrivandrum,Hindi,20:55,Executive,₹200,85,77
Trivandrum,CinepolisMotTrivandrum,Hindi,20:55,PlatinumPremium,₹280,50,28
Kozhikode,CrownTheatreDolbyAtmosCalicut,Hindi,21:15,Audi2,₹160,148,113
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,21:30,Platinum,₹430,42,11
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,21:30,Gold,₹300,16,10
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,21:30,Executive,₹160,200,164
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,21:30,Economy,₹110,29,7
Ernakulam,PvrForumMallKochi,Hindi,21:50,Recliner,₹450,10,10
Ernakulam,PvrForumMallKochi,Hindi,21:50,Elite,₹200,94,93
Ernakulam,PvrForumMallKochi,Hindi,21:50,Prime,₹190,48,46
Ernakulam,PvrForumMallKochi,Hindi,21:50,Classic,₹170,32,8
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,22:00,Screen1,₹160,180,167
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,22:00,Screen1Sofa,₹240,32,32
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Hindi,22:00,Platinum,₹100,151,23
Trivandrum,PvrLuluTrivandrum,Hindi,22:10,Recliner,₹450,8,8
Trivandrum,PvrLuluTrivandrum,Hindi,22:10,Prime,₹240,34,34
Trivandrum,PvrLuluTrivandrum,Hindi,22:10,Classic,₹210,65,64
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,22:10,Normal,₹200,38,26
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,22:10,Executive,₹220,69,63
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,22:10,Premium,₹240,57,46
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Hindi,22:15,Platinum,₹100,230,128
Ernakulam,ShenoysKochi,Hindi,22:20,Diamond,₹180,71,0
Ernakulam,ShenoysKochi,Hindi,22:30,Diamond,₹180,71,56
Ernakulam,CinepolisVipCentreSquareMallKochi,Hindi,22:30,VipExecutive,₹350,24,24
Ernakulam,CinepolisVipCentreSquareMallKochi,Hindi,22:30,VipPremium,₹400,62,62
Ernakulam,CinepolisVipCentreSquareMallKochi,Hindi,22:30,VipExecutive,₹350,24,0
Ernakulam,CinepolisVipCentreSquareMallKochi,Hindi,22:30,VipPremium,₹400,62,30
Ernakulam,ShenoysKochi,Hindi,23:00,Lounge,₹250,24,24
Ernakulam,ShenoysKochi,Hindi,23:00,Diamond,₹180,243,224
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,23:10,Normal,₹200,27,21
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,23:10,Executive,₹220,78,67
Kozhikode,CinepolisGokulamGalleriaMall,Hindi,23:10,Premium,₹240,41,28
