District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Hindi,10:00,Platinum,₹100,198,24
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,11:30,Platinum,₹430,42,12
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,11:30,Gold,₹300,16,10
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,11:30,Executive,₹160,200,71
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,11:30,Economy,₹110,29,7
Ernakulam,ShenoysKochi,Hindi,12:45,Diamond,₹180,71,60
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,13:00,Screen1,₹160,180,128
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,13:00,Screen1Sofa,₹240,32,28
Kozhikode,CrownTheatreDolbyAtmosCalicut,Hindi,13:00,Audi2,₹160,148,58
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Hindi,13:00,Platinum,₹100,198,28
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,14:00,Platinum,₹430,42,11
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,14:00,Gold,₹300,16,4
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,14:00,Executive,₹160,200,71
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,14:00,Economy,₹110,29,7
Ernakulam,ShenoysKochi,Hindi,15:00,Diamond,₹180,71,38
Kozhikode,CrownTheatreDolbyAtmosCalicut,Hindi,15:00,Audi2,₹160,148,45
Ernakulam,CinepolisCentreSquareMallKochi,Hindi,15:25,Normal,₹150,13,0
Ernakulam,CinepolisCentreSquareMallKochi,Hindi,15:25,Executive,₹170,26,8
Ernakulam,CinepolisCentreSquareMallKochi,Hindi,15:25,Premium,₹200,67,45
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,15:30,Screen1,₹160,180,128
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,15:30,Screen1Sofa,₹240,32,9
Trivandrum,CinepolisMotTrivandrum,Hindi,16:15,Normal,₹180,34,0
Trivandrum,CinepolisMotTrivandrum,Hindi,16:15,Executive,₹200,85,5
Trivandrum,CinepolisMotTrivandrum,Hindi,16:15,PlatinumPremium,₹280,50,10
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Hindi,16:25,Platinum,₹100,230,71
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,16:30,Platinum,₹430,42,14
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,16:30,Gold,₹300,16,4
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,16:30,Executive,₹160,200,72
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,16:30,Economy,₹110,29,8
Ernakulam,PvrForumMallKochi,Hindi,16:35,Recliner,₹400,8,7
Ernakulam,PvrForumMallKochi,Hindi,16:35,Elite,₹180,111,70
Ernakulam,PvrForumMallKochi,Hindi,16:35,Classic,₹160,28,0
Kozhikode,CrownTheatreDolbyAtmosCalicut,Hindi,17:00,Audi2,₹160,148,43
Ernakulam,ShenoysKochi,Hindi,18:30,Lounge,₹250,24,21
Ernakulam,ShenoysKochi,Hindi,18:30,Diamond,₹180,243,139
Trivandrum,CinepolisMotTrivandrum,Hindi,18:35,Normal,₹180,34,0
Trivandrum,CinepolisMotTrivandrum,Hindi,18:35,Executive,₹200,85,34
Trivandrum,CinepolisMotTrivandrum,Hindi,18:35,PlatinumPremium,₹280,50,19
Trivandrum,CinepolisMotTrivandrum,Hindi,19:00,Normal,₹180,34,0
Trivandrum,CinepolisMotTrivandrum,Hindi,19:00,Executive,₹200,51,0
Trivandrum,CinepolisMotTrivandrum,Hindi,19:00,Premium,₹220,34,0
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,19:00,Platinum,₹430,42,12
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,19:00,Gold,₹300,16,6
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,19:00,Executive,₹160,200,109
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Hindi,19:00,Economy,₹110,29,9
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,19:00,Screen1,₹160,180,145
Ernakulam,VanithaCineplexRgbLaser4K3DAtmosEdappally,Hindi,19:00,Screen1Sofa,₹240,32,32
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Hindi,19:00,Platinum,₹100,198,114
Kozhikode,CrownTheatreDolbyAtmosCalicut,Hindi,19:15,Audi2,₹160,148,121
Ernakulam,PvrForumMallKochi,Hindi,19:15,LuxePrime,₹500,42,25
