District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Trivandrum,CinepolisMotTrivandrum,Hindi,10:00,VipExecutive,₹350,18,0
Trivandrum,CinepolisMotTrivandrum,Hindi,10:00,VipPremium,₹400,18,2
Kozhikode,ArcCoronation4KDolbyAtmos,Hindi,10:00,Elite,₹160,146,9
Malappuram,LeenaTheatre4K3DDolbyAtmosKottakkal,Hindi,10:00,Executive,₹110,186,8
Malappuram,VismayaCinemas4KDolbyAtmosPerinthalmanna,Hindi,10:00,Platinum,₹100,230,29
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Hindi,10:00,Premium,₹180,223,10
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Hindi,10:00,Executive,₹100,51,8
Kozhikode,RegalCinemasKozhikode,Hindi,10:30,FirstclassSc1,₹200,95,5
Kannur,ArchanaCineplexRgbLaser4K3DAtmosPayyanur,Hindi,10:30,Standard,₹129.7,131,17
Kasaragod,DeepthiCinemasAC2KDolbyAtmosKanhangad,Hindi,10:30,Gold,₹150,143,15
Kozhikode,BmCinemasKakkattil,Hindi,10:30,Executive,₹110,167,0
Kannur,AlinkeelCinemas2KAtmos71Taliparamba,Hindi,10:45,Reserved,₹129.8,190,0
Kozhikode,CrownTheatreDolbyAtmosCalicut,Hindi,10:45,Audi2,₹160,296,46
Alappuzha,SanthoshVallakaliCineComplex,Hindi,11:00,KingCircle,₹110,256,61
Kottayam,AnuAbhinayaCineplex4KDolby71Changanassery,Hindi,11:00,Platinum,₹140,90,12
Kottayam,AnuAbhinayaCineplex4KDolby71Changanassery,Hindi,11:00,Gold,₹130,160,6
Kottayam,AnuAbhinayaCineplex4KDolby71Changanassery,Hindi,11:00,Silver,₹110,40,1
Kannur,MagicFramesDowntownMallThalassery,Hindi,11:00,Gold,₹160,135,3
Kozhikode,One2OnePlusFilmCity4K3DDolbyAtmosVadakara,Hindi,11:00,Screen2,₹129.8,164,3
Pathanamthitta,DhanyaRemyaPathanamthitta,Hindi,11:00,RemyaCircle,₹135,197,55
Ernakulam,GCinemasKothamangalam4K3DDolbyAtmos,Hindi,11:00,Standard,₹150,162,1
Kottayam,AnaswaraTheatre2KTripleBeam3DKottayam,Hindi,11:00,GrandCircle,₹135,422,20
Kollam,DhanyaRemyaKollam,Hindi,11:00,Platinum,₹135,200,46
Pathanamthitta,AashirvadCineplexxKadappra,Hindi,11:00,SofaSeat,₹275,21,0
Pathanamthitta,AashirvadCineplexxKadappra,Hindi,11:00,Platinum,₹175,68,0
Pathanamthitta,AashirvadCineplexxKadappra,Hindi,11:00,Gold,₹155,124,0
Pathanamthitta,AashirvadCineplexxKadappra,Hindi,11:00,Silver,₹100,20,0
Ernakulam,ShenoysKochi,Hindi,11:00,Lounge,₹330,26,0
Ernakulam,ShenoysKochi,Hindi,11:00,Diamond,₹220,88,14
Ernakulam,GCinemasFortKochi4KDolbyAtmos,Hindi,11:00,Gold,₹150,182,1
Kottayam,SuryaTheater4KDolbyAtmosErattupetta,Hindi,11:00,Silver,₹150,194,63
Malappuram,AlankarCinemasACPonnani,Hindi,11:00,Diamond,₹120,356,0
Thrissur,ChembakasseryCinemas4K3DDolbyAtmos,Hindi,11:00,RoyalCircle,₹129.8,810,1
Alappuzha,MLalCineplexxAashirvadHaripad,Hindi,11:15,Recliner,₹350,11,0
Alappuzha,MLalCineplexxAashirvadHaripad,Hindi,11:15,Platinum,₹170,47,4
Alappuzha,MLalCineplexxAashirvadHaripad,Hindi,11:15,Gold,₹150,101,12
Alappuzha,MLalCineplexxAashirvadHaripad,Hindi,11:15,Silver,₹90,17,0
Palakkad,MLalAashirvadCineplexxShoranur,Hindi,11:15,Sofa,₹200,30,0
Palakkad,MLalAashirvadCineplexxShoranur,Hindi,11:15,Platinum,₹140,92,0
Ernakulam,LakshmiCinemasCantonMallMuvattupuzha,Hindi,11:15,Gold,₹150,121,5
Trivandrum,ArtechCinemasTrivandrum,Hindi,11:15,Gold,₹350,13,0
Trivandrum,ArtechCinemasTrivandrum,Hindi,11:15,Platinum,₹200,80,15
Trivandrum,ArtechCinemasTrivandrum,Hindi,11:15,Silver,₹180,84,7
Malappuram,SreedeviCinePalaceManjeri,Hindi,11:30,Gopalakrishna,₹150,157,115
Kannur,LibertyParadiseThalassery,Hindi,11:30,Suite,₹129.8,324,251
