District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Tamil,10:30,Recliner,₹400,27,1
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Tamil,10:30,Premium,₹99,146,29
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Tamil,10:30,Executive,₹99,25,0
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Tamil,10:30,Lounger,₹200,22,0
Kannur,RajadhaniCinemas,Tamil,10:30,UpperCircle,₹130,502,7
Malappuram,SangeethLumiereDolbyAtmosKottakkal,Tamil,10:35,Executive,₹129.8,212,0
Trivandrum,CinepolisMotTrivandrum,Tamil,10:50,Normal,₹180,34,0
Trivandrum,CinepolisMotTrivandrum,Tamil,10:50,Executive,₹200,51,0
Trivandrum,CinepolisMotTrivandrum,Tamil,10:50,Premium,₹220,34,0
Alappuzha,GanamTheatreComplexACKattanam,Tamil,11:00,FirstClass,₹150,202,0
Trivandrum,SreePadmanabhaTheatreScreen2EastFort,Tamil,11:00,Devipriya,₹150,186,1
Trivandrum,SreeKaleeswarySreeSaraswathy2K3DKaliyikkav,Tamil,11:00,RoyalCircle,₹150,87,0
Palakkad,CowmalyaTheatreKozhinjampara,Tamil,11:00,Gold,₹129.8,207,12
Trivandrum,CinepolisMotTrivandrum,Tamil,11:00,Normal,₹180,34,0
Trivandrum,CinepolisMotTrivandrum,Tamil,11:00,Executive,₹200,85,5
Trivandrum,CinepolisMotTrivandrum,Tamil,11:00,PlatinumPremium,₹280,50,13
Trivandrum,CinepolisMotTrivandrum,Tamil,11:00,PlatinumPremiumComp,₹237.3,50,13
Palakkad,VCinemasSreeDeviDurgaPalakkad,Tamil,11:30,Standard,₹129.8,126,14
Malappuram,DreambigSakthiTheatrePonnani,Tamil,11:30,Executive,₹120,152,0
Kozhikode,EMaxCinemasDolbyAtmosRgbLaserCalicut,Tamil,13:00,Audi3,₹160,151,0
Ernakulam,CinepolisCentreSquareMallKochi,Tamil,13:30,Normal,₹110,30,5
Ernakulam,CinepolisCentreSquareMallKochi,Tamil,13:30,Executive,₹140,45,1
Ernakulam,CinepolisCentreSquareMallKochi,Tamil,13:30,Premium,₹160,95,3
Trivandrum,PvrLuluTrivandrum,Tamil,13:30,Recliner,₹199,7,7
Trivandrum,PvrLuluTrivandrum,Tamil,13:30,Classic,₹99,77,4
