State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kerala,Payyanur,"BMS|ArchanaCineplexRgbLaser4K3DAtmosPayyanur",Malayalam,10:30,Standard,₹129.7,196,0
Kerala,Kasaragod,"BMS|MagicFramesMehboobTheatreComplex4KKasaragod",Malayalam,10:30,Executive,₹129.7,175,0
Kerala,Kollam,"BMS|GmaxCinemasJerome3D71JblKollam",Malayalam,11:00,Blue,₹160,170,20
Kerala,Kayamkulam,"BMS|SvCinemasKayamkulam",Malayalam,11:00,Standard,₹150,94,0
Kerala,Thodupuzha,"BMS|SilverHillsCinemas4KLaser3DDolby71",Malayalam,11:15,Silver,₹130,80,0
Kerala,Palakkad,"BMS|NewAromaTheatrePalakkad",Malayalam,11:15,PlatinumCircle,₹129,200,3
Kerala,Palakkad,"BMS|NewAromaTheatrePalakkad",Malayalam,11:15,DiamondCircle,₹110,229,0
Kerala,Kozhikode,"BMS|AashirvadCineplexxKozhikode",Malayalam,11:15,Platinum,₹220,27,0
Kerala,Kozhikode,"BMS|AashirvadCineplexxKozhikode",Malayalam,11:15,Gold,₹200,54,0
Kerala,Trivandrum,"BMS|ThapasyaCineHouseAttingal",Malayalam,11:30,Circle,₹130,436,49
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,11:40,Recliner,₹350,8,0
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,11:40,Elite,₹170,125,0
Kerala,Kochi,"BMS|PvrForumMallKochi",Malayalam,11:40,Classic,₹150,14,0
Kerala,Kochi,"BMS|SavitaCinemaKochi",Malayalam,12:00,Deluxe,₹150,555,34
Kerala,Mulleria,"BMS|KaveriCinemasACDtsDolbyKarmamthody",Malayalam,13:30,Standard,₹110,145,0
Kerala,Kasaragod,"BMS|MagicFramesMehboobTheatreComplex4KKasaragod",Malayalam,13:30,Executive,₹129.7,175,9
Kerala,Kochi,"BMS|EvmCinemaACRgbLaser3DPerumbavoor",Malayalam,14:00,Executive1,₹174.25,14,0
Kerala,Kochi,"BMS|EvmCinemaACRgbLaser3DPerumbavoor",Malayalam,14:00,Deluxe,₹149.15,128,0
Kerala,Thodupuzha,"BMS|SilverHillsCinemas4KLaser3DDolby71",Malayalam,14:15,Silver,₹130,80,0
Kerala,Haripad,"BMS|MLalCineplexxAashirvadHaripad",Malayalam,14:15,Recliner,₹340,13,0
Kerala,Haripad,"BMS|MLalCineplexxAashirvadHaripad",Malayalam,14:15,Platinum,₹160,91,2
Kerala,Haripad,"BMS|MLalCineplexxAashirvadHaripad",Malayalam,14:15,Gold,₹129,111,0
Kerala,Haripad,"BMS|MLalCineplexxAashirvadHaripad",Malayalam,14:15,Silver,₹80,24,0
Kerala,Trivandrum,"BMS|ThapasyaCineHouseAttingal",Malayalam,14:45,Circle,₹130,436,49
Kerala,Vadakara,"BMS|One2OnePlusFilmCity4K3DDolbyAtmosVadakara",Malayalam,16:00,Screen2,₹129.8,164,0
Kerala,Thalassery,"BMS|MagicFramesDowntownMallThalassery",Malayalam,16:00,Gold,₹140,135,10
Kerala,Angamaly,"BMS|MyCinemasKsrtComplexAngamalyKerala",Malayalam,16:10,GoldOffline,₹130,202,27
Kerala,Mulleria,"BMS|KaveriCinemasACDtsDolbyKarmamthody",Malayalam,16:30,Standard,₹110,145,0
Kerala,Kasaragod,"BMS|MagicFramesMehboobTheatreComplex4KKasaragod",Malayalam,16:30,Executive,₹129.7,175,0
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",Malayalam,17:30,Recliner,₹390,29,0
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",Malayalam,17:30,Premium,₹190,135,1
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",Malayalam,17:30,Executive,₹100,27,1
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",Malayalam,17:30,Lounger,₹210,24,1
Kerala,Kochi,"BMS|EvmCinemaACRgbLaser3DPerumbavoor",Malayalam,18:00,Executive1,₹174.25,14,0
Kerala,Kochi,"BMS|EvmCinemaACRgbLaser3DPerumbavoor",Malayalam,18:00,Deluxe,₹149.15,128,0
Kerala,Kollam,"BMS|GmaxCinemasJerome3D71JblKollam",Malayalam,18:45,Blue,₹180,170,1
Kerala,Vadakara,"BMS|One2OnePlusFilmCity4K3DDolbyAtmosVadakara",Malayalam,19:00,Screen2,₹129.8,164,2
Kerala,Kayamkulam,"BMS|SvCinemasKayamkulam",Malayalam,19:00,Standard,₹150,94,0
Kerala,Payyanur,"BMS|ArchanaCineplexRgbLaser4K3DAtmosPayyanur",Malayalam,19:30,Standard,₹129.7,196,13
Kerala,Mulleria,"BMS|KaveriCinemasACDtsDolbyKarmamthody",Malayalam,19:30,Standard,₹110,145,10
Kerala,Vadakara,"BMS|One2OnePlusFilmCity4K3DDolbyAtmosVadakara",Malayalam,21:00,Screen2,₹129.8,164,0
Kerala,Kochi,"BMS|EvmCinemaAC4KRgbLaser3DPerumbavoor",Malayalam,21:00,Executive1,₹174.25,14,0
Kerala,Kochi,"BMS|EvmCinemaAC4KRgbLaser3DPerumbavoor",Malayalam,21:00,Deluxe,₹149.15,128,0
Kerala,Kollam,"BMS|GmaxCinemasJerome3D71JblKollam",Malayalam,21:45,Blue,₹180,170,0
