State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kerala,Cheruvathur,"PTM|PakkanarCinemas2K3D71JblCheruvathur",Malayalam,10:30,Executive,₹100,322,0
Kerala,Kanhangad,"BMS|VinayakaTheaterComplex2KACDolby71",Malayalam,10:30,NewVinayaka2Executive,₹150,300,48
Kerala,Palakkad,"BMS|NewAromaTheatrePalakkad",Malayalam,11:15,PlatinumCircle,₹129,200,2
Kerala,Palakkad,"BMS|NewAromaTheatrePalakkad",Malayalam,11:15,DiamondCircle,₹110,229,1
Kerala,Kodaly,"BMS|SreedeviSCinemasKodaly",Malayalam,12:00,Royal,₹220,21,0
Kerala,Kodaly,"BMS|SreedeviSCinemasKodaly",Malayalam,12:00,Blue,₹129,132,0
Kerala,Kasaragod,"BMS|MagicFramesMehboobTheatreComplex4KKasaragod",Malayalam,13:30,Executive,₹129.7,175,2
Kerala,Kanhangad,"BMS|VinayakaTheaterComplex2KACDolby71",Malayalam,14:30,NewVinayaka2Executive,₹150,300,48
Kerala,Kodaly,"BMS|SreedeviSCinemasKodaly",Malayalam,15:30,Royal,₹220,21,0
Kerala,Kodaly,"BMS|SreedeviSCinemasKodaly",Malayalam,15:30,Blue,₹129,132,0
Kerala,Kozhikode,"BMS|AashirvadCineplexxKozhikode",Malayalam,16:15,Platinum,₹220,27,0
Kerala,Kozhikode,"BMS|AashirvadCineplexxKozhikode",Malayalam,16:15,Gold,₹200,60,30
Kerala,Kanhangad,"BMS|VinayakaTheaterComplex2KACDolby71",Malayalam,17:30,NewVinayaka2Executive,₹150,300,48
Kerala,Kodaly,"BMS|SreedeviSCinemasKodaly",Malayalam,19:00,Royal,₹220,21,0
Kerala,Kodaly,"BMS|SreedeviSCinemasKodaly",Malayalam,19:00,Blue,₹129,132,0
Kerala,Cheruvathur,"PTM|PakkanarCinemas2K3D71JblCheruvathur",Malayalam,19:30,Executive,₹100,322,9
Kerala,Payyanur,"BMS|ArchanaCineplexRgbLaser4K3DAtmosPayyanur",Malayalam,19:30,Standard,₹129.7,196,15
Kerala,Kasaragod,"BMS|MagicFramesMehboobTheatreComplex4KKasaragod",Malayalam,19:30,Executive,₹129.7,175,22
Kerala,Kanhangad,"BMS|VinayakaTheaterComplex2KACDolby71",Malayalam,20:00,NewVinayaka2Executive,₹150,300,67
Kerala,Kodaly,"BMS|SreedeviSCinemasKodaly",Malayalam,21:30,Royal,₹220,21,0
Kerala,Kodaly,"BMS|SreedeviSCinemasKodaly",Malayalam,21:30,Blue,₹129,132,0
