State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kerala,Kanhangad,"BMS|DeepthiCinemasAC2KDolbyAtmosKanhangad",Malayalam,12:30,Gold,₹150,143,44
Kerala,Kozhikode,"BMS|AashirvadCineplexxKozhikode",Malayalam,14:00,Platinum,₹220,27,0
Kerala,Kozhikode,"BMS|AashirvadCineplexxKozhikode",Malayalam,14:00,Gold,₹200,60,0
Kerala,Muvattupuzha,"BMS|LakshmiCinemasCantonMallMuvattupuzha",Malayalam,14:15,Gold,₹150,121,5
Kerala,Kochi,"BMS|SangeetaCinemaKochi",Malayalam,15:00,BlueCircle,₹150,187,18
Kerala,Kochi,"PTM|SaritaCinemasKacheripady",Malayalam,15:00,BlueCircle,₹150,227,218
Kerala,Alappuzha,"BMS|PanCinemasAlappuzha",Malayalam,15:30,Platinum,₹250,34,0
Kerala,Alappuzha,"BMS|PanCinemasAlappuzha",Malayalam,15:30,Gold,₹180,138,21
Kerala,Kasaragod,"BMS|MoviemaxCircleKasaragod",Malayalam,16:30,Max2,₹129.8,195,31
Kerala,Trivandrum,"BMS|ArtechCinemasTrivandrum",Malayalam,17:25,Platinum,₹190,106,17
Kerala,Trivandrum,"BMS|ArtechCinemasTrivandrum",Malayalam,17:25,Silver,₹170,90,28
Kerala,Palakkad,"BMS|NewAromaTheatrePalakkad",Malayalam,18:00,PlatinumCircle,₹129,200,0
Kerala,Palakkad,"BMS|NewAromaTheatrePalakkad",Malayalam,18:00,DiamondCircle,₹110,229,31
Kerala,Haripad,"BMS|SnTheatreHaripad",Malayalam,18:15,Screen1,₹110,175,20
