District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Ernakulam,PvrForumMallKochi,English,10:20,Recliner,₹330,10,3
Ernakulam,PvrForumMallKochi,English,10:20,Elite,₹190,111,30
Ernakulam,PvrForumMallKochi,English,10:20,Classic,₹170,24,0
Thrissur,InoxSobhaCityMall,English,13:30,RoyalRecliner,₹380,10,5
Thrissur,InoxSobhaCityMall,English,13:30,Club,₹220,63,2
Thrissur,InoxSobhaCityMall,English,13:30,Royal,₹220,28,22
Thrissur,InoxSobhaCityMall,English,13:30,Executive,₹160,22,0
Kozhikode,CinepolisGokulamGalleriaMall,English,14:20,Normal,₹220,29,4
Kozhikode,CinepolisGokulamGalleriaMall,English,14:20,Executive,₹240,83,20
Kozhikode,CinepolisGokulamGalleriaMall,English,14:20,Premium,₹260,44,2
Ernakulam,PvrLuluKochi,English,14:35,Classic,₹330,116,35
Trivandrum,PvrLuluTrivandrum,English,17:40,Prime,₹380,32,31
Trivandrum,PvrLuluTrivandrum,English,17:40,Classic,₹330,48,43
Ernakulam,CinepolisCentreSquareMallKochi,English,17:50,Normal,₹150,20,5
Ernakulam,CinepolisCentreSquareMallKochi,English,17:50,Executive,₹190,43,42
Ernakulam,CinepolisCentreSquareMallKochi,English,17:50,Premium,₹210,44,32
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,English,22:30,Recliner,₹450,23,4
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,English,22:30,Premium,₹220,88,13
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,English,22:30,Executive,₹150,17,4
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,English,22:30,Lounger,₹250,14,0
