State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kerala,Kochi,"BMS|PvrForumMallKochi",English,10:10,Recliner,₹330,10,0
Kerala,Kochi,"BMS|PvrForumMallKochi",English,10:10,Elite,₹190,111,18
Kerala,Kochi,"BMS|PvrForumMallKochi",English,10:10,Classic,₹170,24,0
Kerala,Kochi,"BMS|PvrLuluKochi",English,10:20,Recliner,₹380,10,4
Kerala,Kochi,"BMS|PvrLuluKochi",English,10:20,Prime,₹220,68,17
Kerala,Kochi,"BMS|PvrLuluKochi",English,10:20,ClassicPlus,₹190,91,17
Kerala,Kochi,"BMS|PvrLuluKochi",English,10:20,Classic,₹170,39,0
Kerala,Kochi,"BMS|PvrLuluKochi",English,11:25,Classic,₹330,116,24
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",English,13:25,Normal,₹220,38,12
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",English,13:25,Executive,₹240,69,10
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",English,13:25,Premium,₹260,56,0
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",English,13:30,Prime,₹380,32,24
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",English,13:30,Classic,₹330,48,30
Kerala,Kochi,"BMS|PvrLuluKochi",English,13:40,Classic,₹330,116,31
Kerala,Kochi,"BMS|PvrForumMallKochi",English,16:10,Recliner,₹330,10,4
Kerala,Kochi,"BMS|PvrForumMallKochi",English,16:10,Elite,₹190,111,15
Kerala,Kochi,"BMS|PvrForumMallKochi",English,16:10,Classic,₹170,24,0
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",English,16:15,Normal,₹140,26,3
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",English,16:15,Executive,₹160,39,18
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",English,16:15,Premium,₹190,86,30
Kerala,Thrissur,"BMS|InoxSobhaCityMall",English,16:40,RoyalRecliner,₹320,10,9
Kerala,Thrissur,"BMS|InoxSobhaCityMall",English,16:40,Club,₹200,63,15
Kerala,Thrissur,"BMS|InoxSobhaCityMall",English,16:40,Royal,₹200,28,27
Kerala,Thrissur,"BMS|InoxSobhaCityMall",English,16:40,Executive,₹160,22,0
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",English,16:40,Normal,₹220,29,4
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",English,16:40,Executive,₹240,83,17
Kerala,Kozhikode,"BMS|CinepolisGokulamGalleriaMall",English,16:40,Premium,₹260,44,8
Kerala,Kochi,"BMS|PvrOberonMallKochi",English,17:00,ClassicPlus,₹175,141,58
Kerala,Kochi,"BMS|PvrOberonMallKochi",English,17:00,Classic,₹165,36,0
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",English,17:55,Prime,₹380,32,22
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",English,17:55,Classic,₹330,48,35
Kerala,Kochi,"BMS|PvrLuluKochi",English,18:05,Classic,₹330,116,90
Kerala,Thrissur,"BMS|InoxSobhaCityMall",English,19:10,RoyalRecliner,₹320,10,0
Kerala,Thrissur,"BMS|InoxSobhaCityMall",English,19:10,Club,₹200,63,17
Kerala,Thrissur,"BMS|InoxSobhaCityMall",English,19:10,Royal,₹200,28,21
Kerala,Thrissur,"BMS|InoxSobhaCityMall",English,19:10,Executive,₹160,22,0
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",English,20:45,Recliner,₹390,23,0
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",English,20:45,Premium,₹190,88,21
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",English,20:45,Executive,₹100,17,3
Kerala,Kozhikode,"BMS|PalaxiCinemasHiLiteMallKozhikode",English,20:45,Lounger,₹210,14,0
