City,Time(IST),Name,Area,Price,Capacity,Booked,Language,Format
Kozhikode,18:15,PalaxiCinemasHiLITEMALLKozhikode,Recliner,₹450,23,0,English,3D
Kozhikode,18:15,PalaxiCinemasHiLITEMALLKozhikode,Premium,₹220,88,0,English,3D
Kozhikode,18:15,PalaxiCinemasHiLITEMALLKozhikode,Executive,₹170,17,0,English,3D
Kozhikode,18:15,PalaxiCinemasHiLITEMALLKozhikode,Lounger,₹250,14,0,English,3D
Thrissur,10:55,INOXSobhaCityMallPuzhakkalThrissur,Executive,₹150,22,4,English,3D
Thrissur,10:55,INOXSobhaCityMallPuzhakkalThrissur,Club,₹180,63,1,English,3D
Thrissur,10:55,INOXSobhaCityMallPuzhakkalThrissur,Royal,₹180,28,15,English,3D
Thrissur,10:55,INOXSobhaCityMallPuzhakkalThrissur,RoyalRecliner,₹250,10,2,English,3D
Trivandrum,11:00,CinepolisMOTEanchakkalThiruvananthapuram,PlatinumPremium,₹150,33,10,English,2D
Trivandrum,11:00,CinepolisMOTEanchakkalThiruvananthapuram,PlatinumExecutive,₹150,32,0,English,2D
Kannur,11:05,CinepolisSecuraCentreKannur,Normal,₹170,26,0,English,3D
Kannur,11:05,CinepolisSecuraCentreKannur,Executive,₹190,81,0,English,3D
Kannur,11:05,CinepolisSecuraCentreKannur,Premium,₹210,43,9,English,3D
Trivandrum,11:40,PVRLULULuluInternationalShoppingMallTrivandrum,Classic,₹400,48,0,English,4DX3D
Trivandrum,11:40,PVRLULULuluInternationalShoppingMallTrivandrum,Prime,₹550,32,10,English,4DX3D
Kozhikode,13:55,CinepolisGokulamGalleriaMallArayidathupalamKozhikode,Normal,₹200,29,4,English,3D
Kozhikode,13:55,CinepolisGokulamGalleriaMallArayidathupalamKozhikode,Executive,₹220,79,5,English,3D
Kozhikode,13:55,CinepolisGokulamGalleriaMallArayidathupalamKozhikode,Premium,₹240,44,10,English,3D
Ernakulam,16:20,PVRForumMallNH47Kochi,Classic,₹190,14,0,English,3D
Ernakulam,16:20,PVRForumMallNH47Kochi,Elite,₹210,125,26,English,3D
Ernakulam,16:20,PVRForumMallNH47Kochi,Recliner,₹480,8,6,English,3D
Ernakulam,17:40,PVRLuluLuluInternationalShoppingMallKochi,Classic,₹150,39,2,English,3D
Ernakulam,17:40,PVRLuluLuluInternationalShoppingMallKochi,ClassicPlus,₹170,91,5,English,3D
Ernakulam,17:40,PVRLuluLuluInternationalShoppingMallKochi,Prime,₹190,68,19,English,3D
Ernakulam,17:40,PVRLuluLuluInternationalShoppingMallKochi,Recliner,₹380,10,7,English,3D
Thrissur,19:15,INOXSobhaCityMallPuzhakkalThrissur,Executive,₹160,22,4,English,3D
Thrissur,19:15,INOXSobhaCityMallPuzhakkalThrissur,Club,₹200,63,9,English,3D
Thrissur,19:15,INOXSobhaCityMallPuzhakkalThrissur,Royal,₹200,28,28,English,3D
Thrissur,19:15,INOXSobhaCityMallPuzhakkalThrissur,RoyalRecliner,₹320,10,5,English,3D
Trivandrum,19:25,PVRLULULuluInternationalShoppingMallTrivandrum,Classic,₹180,60,9,English,3D
Trivandrum,19:25,PVRLULULuluInternationalShoppingMallTrivandrum,Prime,₹220,39,20,English,3D
Trivandrum,19:25,PVRLULULuluInternationalShoppingMallTrivandrum,Recliner,₹330,8,7,English,3D
Ernakulam,19:25,PVRForumMallNH47Kochi,Luxe,₹480,16,0,English,3D
Ernakulam,19:25,PVRForumMallNH47Kochi,LuxePrime,₹580,42,18,English,3D
Ernakulam,19:45,CinepolisCentreSquareMallErnakulamKochi,Normal,₹140,19,4,English,3D
Ernakulam,19:45,CinepolisCentreSquareMallErnakulamKochi,Executive,₹180,43,2,English,3D
Ernakulam,19:45,CinepolisCentreSquareMallErnakulamKochi,Premium,₹200,44,10,English,3D
Trivandrum,19:50,CinepolisMOTEanchakkalThiruvananthapuram,PlatinumPremium,₹150,33,0,English,2D
Trivandrum,19:50,CinepolisMOTEanchakkalThiruvananthapuram,PlatinumExecutive,₹150,32,0,English,2D
