State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Malayalam,09:05,Normal,₹110,30,13
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Malayalam,09:05,Executive,₹140,45,1
Kerala,Kochi,"BMS|CinepolisCentreSquareMallKochi",Malayalam,09:05,Premium,₹160,96,4
Kerala,Perinthalmanna,"PTM|VismayaCinemas4KDolbyAtmosPerinthalmanna",Malayalam,10:00,Platinum,₹100,111,12
Kerala,Kanhangad,"BMS|VgmMultiplexAC2K71Dolby",Malayalam,10:30,VgmGreen,₹190,160,18
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,10:55,RoyalRecliner,₹200,10,7
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,10:55,Club,₹130,155,9
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,10:55,Royal,₹130,32,16
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,10:55,Executive,₹100,26,0
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,10:55,Recliner,₹350,8,0
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,10:55,Prime,₹190,84,0
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,10:55,Classic,₹160,88,3
Kerala,Kottakkal,"PTM|SangeethLumiereDolbyAtmosKottakkal",Malayalam,10:55,Executive,₹129.8,212,0
Kerala,Vadakara,"BMS|AshokCnc4KDolbyAtmosTrippleBeam3DVadakara",Malayalam,11:00,Platinum,₹129.8,120,0
Kerala,SultanBathery,"BMS|MintCinemasAC2K3DSulthanBathery",Malayalam,11:00,Platinum,₹129.7,44,0
Kerala,SultanBathery,"BMS|MintCinemasAC2K3DSulthanBathery",Malayalam,11:00,Gold,₹110,82,0
Kerala,Pathanamthitta,"BMS|TrinityMovieMaxPathanamthitta",Malayalam,11:15,Special,₹130,110,13
Kerala,Pandalam,"BMS|ThrilokCinemasPandalam",Malayalam,11:15,ExecutiveClass,₹160,11,0
Kerala,Pandalam,"BMS|ThrilokCinemasPandalam",Malayalam,11:15,ExecutiveClass1,₹150,86,0
Kerala,Punalur,"BMS|DevaCarnivalCinemasDMallPunalur",Malayalam,11:25,Sofa,₹200,11,0
Kerala,Punalur,"BMS|DevaCarnivalCinemasDMallPunalur",Malayalam,11:25,Silver,₹129.7,147,10
Kerala,Thrissur,"BMS|ShadowCinemasPazhayannur",Malayalam,11:30,Platinum,₹200,15,0
