District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Ernakulam,PvrOberonMallKochi,Malayalam,11:00,ClassicPlus,₹150,81,35
Ernakulam,PvrOberonMallKochi,Malayalam,11:00,Classic,₹120,36,0
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,11:15,Normal,₹110,13,0
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,11:15,Executive,₹140,26,5
Ernakulam,CinepolisCentreSquareMallKochi,Malayalam,11:15,Premium,₹160,67,7
Malappuram,LadderCinemasIndianMall,Malayalam,11:30,Executive,₹150,342,6
Kannur,LibertyParadiseThalassery,Malayalam,11:30,Mini,₹129.8,250,175
Ernakulam,PvrForumMallKochi,Malayalam,14:00,Recliner,₹350,8,0
Ernakulam,PvrForumMallKochi,Malayalam,14:00,Elite,₹170,111,28
Ernakulam,PvrForumMallKochi,Malayalam,14:00,Classic,₹150,28,0
Kozhikode,AashirvadCineplexxKozhikode,Malayalam,14:00,Platinum,₹220,27,0
Kozhikode,AashirvadCineplexxKozhikode,Malayalam,14:00,Gold,₹200,60,0
Kannur,LibertyParadiseThalassery,Malayalam,14:45,Mini,₹129.8,250,175
Malappuram,LadderCinemasIndianMall,Malayalam,16:15,Executive,₹150,114,3
Idukki,AashirvadCineplexxThodupuzha,Malayalam,16:30,Gold,₹185,11,7
Idukki,AashirvadCineplexxThodupuzha,Malayalam,16:30,Silver,₹155,91,1
Kannur,ArchanaCineplexRgbLaser4K3DAtmosPayyanur,Malayalam,16:30,Standard,₹129.7,196,0
Kasaragod,VgmMultiplexAC2K71Dolby,Malayalam,17:30,VgmRed,₹190,161,16
Palakkad,PriyadarsiniCinema,Malayalam,18:00,Executive,₹180,204,9
Palakkad,PriyadarsiniCinema,Malayalam,18:00,Dress,₹110,"1,104",0
Kannur,LibertyParadiseThalassery,Malayalam,18:00,Mini,₹129.8,250,175
Pathanamthitta,AiswaryaTheatrePathanamthitta,Malayalam,18:15,Special,₹150,392,11
Kannur,SjGCinemas4KDolbyAtmosUlikkal,Malayalam,18:30,Standard,₹130,140,37
Alappuzha,EvmGrandCinemaCherthala,Malayalam,18:45,Platinum,₹170,23,2
Alappuzha,EvmGrandCinemaCherthala,Malayalam,18:45,Gold,₹150,185,16
Kannur,AuraCinemasPeravoor,Malayalam,19:00,Screen2,₹130,145,0
Trivandrum,PvrLuluTrivandrum,Malayalam,19:20,Recliner,₹600,7,7
Trivandrum,PvrLuluTrivandrum,Malayalam,19:20,Prime,₹280,51,35
Trivandrum,PvrLuluTrivandrum,Malayalam,19:20,Classic,₹220,70,18
Ernakulam,PvrForumMallKochi,Malayalam,19:35,Recliner,₹400,8,7
Ernakulam,PvrForumMallKochi,Malayalam,19:35,Elite,₹190,111,78
Ernakulam,PvrForumMallKochi,Malayalam,19:35,Classic,₹160,28,0
Kasaragod,VgmMultiplexAC2K71Dolby,Malayalam,20:00,VgmRed,₹190,161,31
Kannur,SjGCinemas4KDolbyAtmosUlikkal,Malayalam,21:00,Standard,₹130,140,19
Pathanamthitta,AiswaryaTheatrePathanamthitta,Malayalam,21:15,Special,₹150,392,35
Kannur,LibertyParadiseThalassery,Malayalam,21:30,Mini,₹129.8,250,179
Thrissur,InoxSobhaCityMall,Malayalam,22:30,RoyalRecliner,₹350,10,10
Thrissur,InoxSobhaCityMall,Malayalam,22:30,Club,₹190,66,61
Thrissur,InoxSobhaCityMall,Malayalam,22:30,Royal,₹190,28,26
Thrissur,InoxSobhaCityMall,Malayalam,22:30,Executive,₹130,22,8
