District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Palakkad,VrindavanTheatreKozhinjampara,Tamil,11:00,Box,₹120,45,18
Palakkad,VrindavanTheatreKozhinjampara,Tamil,11:00,Platinum,₹110,154,22
Trivandrum,SreeKaleeswarySreeSaraswathy2K3DKaliyikkav,Tamil,11:00,RoyalCircle,₹150,87,0
Palakkad,JayabharathTheatreVadakkencherry,Tamil,11:15,Screen1,₹120,293,90
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Tamil,11:29,Gold,₹150,153,0
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Tamil,11:29,Executive,₹130,456,0
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Tamil,11:30,Gold,₹150,51,0
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Tamil,11:30,Executive,₹130,152,0
Kozhikode,AashirvadCineplexxKozhikode,Tamil,11:30,Platinum,₹220,27,0
Kozhikode,AashirvadCineplexxKozhikode,Tamil,11:30,Gold,₹200,54,0
Ernakulam,PvrLuluKochi,Tamil,11:50,Recliner,₹300,10,1
Ernakulam,PvrLuluKochi,Tamil,11:50,Prime,₹160,68,1
Ernakulam,PvrLuluKochi,Tamil,11:50,ClassicPlus,₹140,91,2
Ernakulam,PvrLuluKochi,Tamil,11:50,Classic,₹110,39,0
Ernakulam,PvrForumMallKochi,Tamil,12:15,Recliner,₹400,8,0
Ernakulam,PvrForumMallKochi,Tamil,12:15,Elite,₹190,125,0
Ernakulam,PvrForumMallKochi,Tamil,12:15,Classic,₹170,14,0
Trivandrum,PvrLuluTrivandrum,Tamil,13:45,Recliner,₹350,7,0
Trivandrum,PvrLuluTrivandrum,Tamil,13:45,Prime,₹190,51,1
Trivandrum,PvrLuluTrivandrum,Tamil,13:45,Classic,₹160,70,1
Malappuram,LadderCinemasIndianMall,Tamil,13:45,Executive,₹150,342,0
Palakkad,VrindavanTheatreKozhinjampara,Tamil,14:00,Box,₹120,45,18
Palakkad,VrindavanTheatreKozhinjampara,Tamil,14:00,Platinum,₹110,154,22
Trivandrum,SreeKaleeswarySreeSaraswathy2K3DKaliyikkav,Tamil,14:30,RoyalCircle,₹150,87,0
Palakkad,JayabharathTheatreVadakkencherry,Tamil,14:30,Screen1,₹120,293,90
Kozhikode,AashirvadCineplexxKozhikode,Tamil,14:30,Platinum,₹220,27,0
Kozhikode,AashirvadCineplexxKozhikode,Tamil,14:30,Gold,₹200,54,0
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Tamil,14:45,Gold,₹150,153,0
Trivandrum,AriesplexSlCinemasCinionicDolbyAtmosTrivandrum,Tamil,14:45,Executive,₹130,456,0
Trivandrum,CinepolisMotTrivandrum,Tamil,16:00,Normal,₹180,34,0
Trivandrum,CinepolisMotTrivandrum,Tamil,16:00,Executive,₹200,85,0
Trivandrum,CinepolisMotTrivandrum,Tamil,16:00,PlatinumPremium,₹280,50,9
Kozhikode,CinepolisGokulamGalleriaMall,Tamil,16:15,Normal,₹200,27,4
Kozhikode,CinepolisGokulamGalleriaMall,Tamil,16:15,Executive,₹240,78,4
Kozhikode,CinepolisGokulamGalleriaMall,Tamil,16:15,Premium,₹240,41,2
Thrissur,InoxSobhaCityMall,Tamil,17:05,RoyalRecliner,₹350,10,0
Thrissur,InoxSobhaCityMall,Tamil,17:05,Club,₹190,66,0
Thrissur,InoxSobhaCityMall,Tamil,17:05,Royal,₹190,28,15
Thrissur,InoxSobhaCityMall,Tamil,17:05,Executive,₹130,22,0
Palakkad,VrindavanTheatreKozhinjampara,Tamil,18:00,Box,₹120,45,18
Palakkad,VrindavanTheatreKozhinjampara,Tamil,18:00,Platinum,₹110,154,22
Palakkad,AromaScreen2Palakkad,Tamil,18:00,KingCircle,₹129,235,1
Trivandrum,SreeKaleeswarySreeSaraswathy2K3DKaliyikkav,Tamil,18:15,RoyalCircle,₹150,87,0
Palakkad,JayabharathTheatreVadakkencherry,Tamil,18:15,Screen1,₹120,293,90
Malappuram,LadderCinemasIndianMall,Tamil,18:45,Executive,₹150,228,0
Ernakulam,CinepolisCentreSquareMallKochi,Tamil,19:30,Normal,₹140,13,0
Ernakulam,CinepolisCentreSquareMallKochi,Tamil,19:30,Executive,₹170,26,0
Ernakulam,CinepolisCentreSquareMallKochi,Tamil,19:30,Premium,₹200,67,5
Kozhikode,AashirvadCineplexxKozhikode,Tamil,21:15,Platinum,₹220,27,0
Kozhikode,AashirvadCineplexxKozhikode,Tamil,21:15,Gold,₹200,54,0
Palakkad,JayabharathTheatreVadakkencherry,Tamil,21:30,Screen1,₹120,293,90
Trivandrum,SreeKaleeswarySreeSaraswathy2K3DKaliyikkav,Tamil,21:45,RoyalCircle,₹150,87,0
