State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kerala,Trivandrum,"BMS|NewTheatre4KRgbLaserDolbyAtmosTrivandrum",Malayalam,11:30,Elite,₹150,173,11
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,13:30,Recliner,₹199,9,2
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,13:30,Classic,₹129,39,0
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,13:30,ClassicPlus,₹129,91,0
Kerala,Kochi,"BMS|PvrLuluKochi",Malayalam,13:30,Prime,₹129,64,21
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,14:05,RoyalRecliner,₹290,10,0
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,14:05,Club,₹170,66,2
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,14:05,Royal,₹170,28,20
Kerala,Thrissur,"BMS|InoxSobhaCityMall",Malayalam,14:05,Executive,₹130,22,0
Kerala,Puthenvelikkara,"BMS|ManuDMaxCinemasPuthenvelikkara",Malayalam,15:00,Diamond,₹110,252,0
Kerala,Puthenvelikkara,"BMS|ManuDMaxCinemasPuthenvelikkara",Malayalam,18:30,Diamond,₹110,252,0
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,19:30,Recliner,₹300,8,2
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,19:30,Prime,₹160,39,14
Kerala,Trivandrum,"BMS|PvrLuluTrivandrum",Malayalam,19:30,Classic,₹140,60,6
Kerala,Puthenvelikkara,"BMS|ManuDMaxCinemasPuthenvelikkara",Malayalam,21:30,Diamond,₹110,252,0
